date,residual_generationAT,residual_generationBE,residual_generationFRA,residual_generationGER,residual_generationNL
2019-01-01 00:00:00,4398.0,748.0,63233.0,23948.75,2273.75
2019-01-01 01:00:00,4103.0,824.0,61875.0,25668.75,2375.75
2019-01-01 02:00:00,3795.0,898.0,60429.0,27384.0,2514.0
2019-01-01 03:00:00,3777.0,989.0,58284.0,29010.25,2648.25
2019-01-01 04:00:00,3654.0,1042.0,55060.0,30359.25,2711.5
2019-01-01 05:00:00,3477.0,1055.0,54169.0,31409.25,2770.5
2019-01-01 06:00:00,3537.0,1099.0,53895.0,32934.75,2783.0
2019-01-01 07:00:00,3742.0,1140.0,54747.0,33738.25,2717.25
2019-01-01 08:00:00,3899.0,1157.0,55714.0,34254.0,2614.0
2019-01-01 09:00:00,3847.0,1178.0,58533.0,35431.75,2540.75
2019-01-01 10:00:00,3889.0,1215.0,59650.0,36845.75,2623.5
2019-01-01 11:00:00,3878.0,1285.0,60949.0,37985.0,2916.75
2019-01-01 12:00:00,3891.0,1367.0,60684.0,38428.0,3315.5
2019-01-01 13:00:00,3873.0,1392.0,59836.0,38676.5,3601.0
2019-01-01 14:00:00,3963.0,1388.0,59268.0,38589.5,3649.5
2019-01-01 15:00:00,3980.0,1398.0,58955.0,38448.5,3588.5
2019-01-01 16:00:00,4063.0,1430.0,59125.0,38732.25,3551.75
2019-01-01 17:00:00,4296.0,1500.0,61434.0,39290.75,3609.5
2019-01-01 18:00:00,4371.0,1563.0,66309.0,39863.75,3667.25
2019-01-01 19:00:00,4149.0,1600.0,66999.0,40278.25,3688.75
2019-01-01 20:00:00,3982.0,1617.0,65207.0,40354.5,3686.25
2019-01-01 21:00:00,3687.0,1614.0,63503.0,40424.25,3673.75
2019-01-01 22:00:00,3541.0,1601.0,63979.0,39828.0,3653.0
2019-01-01 23:00:00,3512.0,1595.0,63260.0,39528.0,3644.75
2019-01-02 00:00:00,3386.0,1533.0,62074.0,38378.0,3558.0
2019-01-02 01:00:00,3172.0,1534.0,60763.0,38246.75,3548.75
2019-01-02 02:00:00,3093.0,1539.0,59664.0,38067.0,3544.75
2019-01-02 03:00:00,3065.0,1549.0,58340.0,37626.0,3527.75
2019-01-02 04:00:00,3099.0,1568.0,57876.0,37107.5,3484.75
2019-01-02 05:00:00,3589.0,1584.0,59681.0,36572.5,3410.25
2019-01-02 06:00:00,4032.0,1592.0,62975.0,36479.75,3262.75
2019-01-02 07:00:00,4696.0,1590.0,68617.0,35535.5,3050.5
2019-01-02 08:00:00,5104.0,1559.0,71170.0,34332.5,2930.0
2019-01-02 09:00:00,5241.0,1569.0,73349.0,34587.0,3022.25
2019-01-02 10:00:00,5081.0,1717.0,74175.0,36552.5,3067.0
2019-01-02 11:00:00,5002.0,1766.0,74041.0,38579.0,2997.75
2019-01-02 12:00:00,4826.0,1741.0,73808.0,38516.25,2852.5
2019-01-02 13:00:00,4942.0,1618.0,72780.0,36490.75,2520.75
2019-01-02 14:00:00,5009.0,1408.0,72024.0,32303.75,2038.0
2019-01-02 15:00:00,5168.0,1153.0,71849.0,27057.5,1647.0
2019-01-02 16:00:00,5394.0,896.0,72918.0,23605.0,1445.25
2019-01-02 17:00:00,5877.0,782.0,75134.0,22060.25,1359.5
2019-01-02 18:00:00,5864.0,715.0,76316.0,20905.5,1269.5
2019-01-02 19:00:00,5661.0,660.0,75845.0,19759.25,1195.5
2019-01-02 20:00:00,5427.0,607.0,74690.0,18529.0,1162.75
2019-01-02 21:00:00,4885.0,545.0,73186.0,17408.75,1136.0
2019-01-02 22:00:00,4744.0,484.0,72526.0,16431.0,1123.5
2019-01-02 23:00:00,4454.0,439.0,71074.0,15982.75,1065.75
2019-01-03 00:00:00,4798.0,448.0,67193.0,15336.0,904.0
2019-01-03 01:00:00,4654.0,447.0,64525.0,15278.5,852.25
2019-01-03 02:00:00,4627.0,420.0,64102.0,15225.75,825.25
2019-01-03 03:00:00,4540.0,398.0,63535.0,15377.0,833.5
2019-01-03 04:00:00,4497.0,399.0,63472.0,15753.75,830.25
2019-01-03 05:00:00,4633.0,401.0,64546.0,15977.0,779.0
2019-01-03 06:00:00,4993.0,414.0,69146.0,16191.75,752.25
2019-01-03 07:00:00,6536.0,428.0,72027.0,16132.0,792.5
2019-01-03 08:00:00,7026.0,417.0,73795.0,16005.0,853.0
2019-01-03 09:00:00,6062.0,451.0,75021.0,16983.0,900.25
2019-01-03 10:00:00,6002.0,549.0,75365.0,18037.75,918.25
2019-01-03 11:00:00,6718.0,581.0,74981.0,17993.0,911.75
2019-01-03 12:00:00,6598.0,576.0,74405.0,17259.75,888.0
2019-01-03 13:00:00,6796.0,552.0,73740.0,15762.0,827.0
2019-01-03 14:00:00,6640.0,497.0,73501.0,13563.5,718.0
2019-01-03 15:00:00,6963.0,400.0,73536.0,11492.75,620.5
2019-01-03 16:00:00,7261.0,318.0,74566.0,10880.0,633.0
2019-01-03 17:00:00,8373.0,329.0,76098.0,11231.75,651.5
2019-01-03 18:00:00,7624.0,349.0,77206.0,11532.25,644.0
2019-01-03 19:00:00,7518.0,349.0,77216.0,11525.0,628.25
2019-01-03 20:00:00,7053.0,326.0,75494.0,11130.5,602.0
2019-01-03 21:00:00,5703.0,288.0,73996.0,10600.25,586.5
2019-01-03 22:00:00,5631.0,243.0,73613.0,10068.75,564.5
2019-01-03 23:00:00,5547.0,208.0,72579.0,9884.0,518.25
2019-01-04 00:00:00,5045.0,174.0,70344.0,9011.75,439.25
2019-01-04 01:00:00,4894.0,169.0,68250.0,9650.25,612.5
2019-01-04 02:00:00,4792.0,178.0,67787.0,10938.75,820.5
2019-01-04 03:00:00,4728.0,202.0,66171.0,12611.75,1132.75
2019-01-04 04:00:00,4692.0,253.0,65602.0,14459.0,1347.5
2019-01-04 05:00:00,4916.0,322.0,67315.0,16233.75,1406.5
2019-01-04 06:00:00,5422.0,379.0,71413.0,17961.25,1474.75
2019-01-04 07:00:00,5942.0,405.0,73371.0,19243.0,1496.25
2019-01-04 08:00:00,5953.0,416.0,75220.0,20535.5,1576.5
2019-01-04 09:00:00,6188.0,540.0,76927.0,22183.75,1699.75
2019-01-04 10:00:00,6064.0,746.0,76839.0,24018.0,1809.75
2019-01-04 11:00:00,5876.0,912.0,76105.0,25510.25,1909.25
2019-01-04 12:00:00,5805.0,999.0,75588.0,26532.25,2017.25
2019-01-04 13:00:00,5803.0,1000.0,74899.0,26946.0,2121.25
2019-01-04 14:00:00,5705.0,943.0,73896.0,26713.25,2225.75
2019-01-04 15:00:00,5895.0,854.0,73735.0,26362.75,2263.5
2019-01-04 16:00:00,6051.0,737.0,74568.0,26184.0,2147.25
2019-01-04 17:00:00,6332.0,724.0,76115.0,26190.25,2021.75
2019-01-04 18:00:00,6368.0,726.0,77805.0,26254.0,1967.5
2019-01-04 19:00:00,6162.0,712.0,77378.0,26415.75,1982.25
2019-01-04 20:00:00,5830.0,716.0,76086.0,26697.5,1984.75
2019-01-04 21:00:00,5486.0,728.0,74970.0,27160.0,2032.0
2019-01-04 22:00:00,5068.0,745.0,74241.0,27148.75,2123.75
2019-01-04 23:00:00,4952.0,781.0,73539.0,27648.0,2270.75
2019-01-05 00:00:00,4916.0,851.0,70787.0,27859.0,2587.5
2019-01-05 01:00:00,4549.0,882.0,69371.0,28663.0,2782.75
2019-01-05 02:00:00,4289.0,929.0,67195.0,29592.25,2933.5
2019-01-05 03:00:00,4137.0,973.0,65604.0,30537.5,3109.75
2019-01-05 04:00:00,4046.0,1018.0,65066.0,31238.75,3207.0
2019-01-05 05:00:00,4023.0,1045.0,65015.0,31576.5,3257.0
2019-01-05 06:00:00,4068.0,1051.0,65171.0,32081.75,3263.75
2019-01-05 07:00:00,4207.0,1032.0,66896.0,31575.25,3200.5
2019-01-05 08:00:00,4261.0,997.0,69035.0,30382.75,3079.0
2019-01-05 09:00:00,4375.0,991.0,70959.0,29295.5,2980.25
2019-01-05 10:00:00,4322.0,1030.0,72634.0,28400.75,2961.5
2019-01-05 11:00:00,4290.0,1102.0,72528.0,27308.75,2986.0
2019-01-05 12:00:00,4239.0,1150.0,72035.0,25907.25,2942.75
2019-01-05 13:00:00,4198.0,1150.0,71285.0,24309.0,2791.25
2019-01-05 14:00:00,4216.0,1114.0,70147.0,22596.5,2656.75
2019-01-05 15:00:00,4258.0,1040.0,69560.0,20872.25,2559.25
2019-01-05 16:00:00,4425.0,957.0,69920.0,19620.5,2488.0
2019-01-05 17:00:00,4768.0,899.0,71139.0,18984.5,2454.25
2019-01-05 18:00:00,4820.0,840.0,73137.0,18842.0,2434.5
2019-01-05 19:00:00,4591.0,760.0,73278.0,17848.5,2386.0
2019-01-05 20:00:00,4370.0,675.0,72357.0,16863.5,2287.0
2019-01-05 21:00:00,4089.0,607.0,71092.0,15976.5,2155.75
2019-01-05 22:00:00,4082.0,567.0,70844.0,15183.0,2076.25
2019-01-05 23:00:00,3921.0,553.0,70483.0,14592.5,2027.5
2019-01-06 00:00:00,3937.0,555.0,68610.0,13647.75,2000.0
2019-01-06 01:00:00,3781.0,527.0,66389.0,13009.5,1921.75
2019-01-06 02:00:00,3806.0,481.0,64227.0,12629.0,1804.75
2019-01-06 03:00:00,3837.0,421.0,62087.0,12344.25,1654.25
2019-01-06 04:00:00,3912.0,390.0,62537.0,12021.25,1446.25
2019-01-06 05:00:00,3992.0,377.0,62181.0,11474.0,1232.5
2019-01-06 06:00:00,4105.0,364.0,62790.0,10833.0,1038.25
2019-01-06 07:00:00,4444.0,341.0,62943.0,10013.0,867.5
2019-01-06 08:00:00,4455.0,307.0,63976.0,9333.5,740.25
2019-01-06 09:00:00,4528.0,306.0,66789.0,9467.0,754.25
2019-01-06 10:00:00,4646.0,360.0,68914.0,10005.25,836.0
2019-01-06 11:00:00,4802.0,397.0,69507.0,10416.25,846.5
2019-01-06 12:00:00,4798.0,401.0,70480.0,10475.75,830.0
2019-01-06 13:00:00,4673.0,372.0,68818.0,10114.75,769.0
2019-01-06 14:00:00,4664.0,323.0,67481.0,9414.5,659.75
2019-01-06 15:00:00,4702.0,237.0,66852.0,8694.25,492.25
2019-01-06 16:00:00,4746.0,153.0,68679.0,8541.5,441.0
2019-01-06 17:00:00,5061.0,136.0,70694.0,8633.5,573.75
2019-01-06 18:00:00,5485.0,137.0,72549.0,8605.75,765.0
2019-01-06 19:00:00,5278.0,140.0,72919.0,8546.0,988.75
2019-01-06 20:00:00,4690.0,146.0,72222.0,8295.0,1248.25
2019-01-06 21:00:00,4518.0,150.0,70417.0,8117.75,1391.5
2019-01-06 22:00:00,4461.0,156.0,71395.0,8123.25,1310.5
2019-01-06 23:00:00,4360.0,164.0,71056.0,8331.0,1218.5
2019-01-07 00:00:00,3992.0,91.0,69119.0,9929.75,699.5
2019-01-07 01:00:00,3970.0,98.0,66865.0,10116.25,766.0
2019-01-07 02:00:00,4112.0,103.0,65759.0,10420.75,855.25
2019-01-07 03:00:00,4412.0,113.0,64906.0,10619.25,872.75
2019-01-07 04:00:00,4896.0,135.0,64796.0,10675.25,907.5
2019-01-07 05:00:00,5092.0,168.0,65991.0,10474.25,973.25
2019-01-07 06:00:00,5350.0,227.0,70654.0,10213.25,1080.75
2019-01-07 07:00:00,7953.0,306.0,73617.0,9824.5,1178.75
2019-01-07 08:00:00,9208.0,408.0,75291.0,9461.25,1315.5
2019-01-07 09:00:00,9307.0,559.0,76627.0,9783.0,1520.75
2019-01-07 10:00:00,9340.0,716.0,76937.0,10753.25,1837.75
2019-01-07 11:00:00,9295.0,877.0,76342.0,12377.75,2195.75
2019-01-07 12:00:00,8707.0,1084.0,75142.0,14128.0,2633.25
2019-01-07 13:00:00,8074.0,1294.0,73839.0,15702.0,3081.25
2019-01-07 14:00:00,6753.0,1446.0,73215.0,16865.75,3360.0
2019-01-07 15:00:00,7244.0,1566.0,72733.0,17904.75,3490.25
2019-01-07 16:00:00,7382.0,1705.0,73190.0,19987.0,3621.5
2019-01-07 17:00:00,7626.0,1871.0,75117.0,22627.75,3818.25
2019-01-07 18:00:00,7265.0,2022.0,77277.0,25732.25,3965.0
2019-01-07 19:00:00,6631.0,2149.0,77139.0,28555.75,4055.75
2019-01-07 20:00:00,6341.0,2241.0,75014.0,31378.5,4116.25
2019-01-07 21:00:00,5765.0,2304.0,73197.0,34111.75,4146.25
2019-01-07 22:00:00,5476.0,2339.0,73009.0,35759.0,4142.5
2019-01-07 23:00:00,5210.0,2351.0,72128.0,36948.0,4184.75
2019-01-08 00:00:00,4965.0,2147.0,68457.0,37352.75,3658.25
2019-01-08 01:00:00,4841.0,2108.0,63974.0,37633.5,3734.5
2019-01-08 02:00:00,4789.0,2053.0,62392.0,37852.5,3816.5
2019-01-08 03:00:00,4655.0,2005.0,59386.0,37978.0,3878.5
2019-01-08 04:00:00,4880.0,1974.0,59155.0,38421.25,3945.75
2019-01-08 05:00:00,4959.0,1963.0,61004.0,39196.0,3997.5
2019-01-08 06:00:00,5338.0,1969.0,67168.0,40640.0,4044.75
2019-01-08 07:00:00,6603.0,1982.0,73424.0,41437.25,4081.0
2019-01-08 08:00:00,7174.0,2010.0,75345.0,42196.5,4141.5
2019-01-08 09:00:00,7417.0,2114.0,75887.0,43260.25,4288.25
2019-01-08 10:00:00,7256.0,2292.0,75313.0,44378.0,4397.0
2019-01-08 11:00:00,7159.0,2430.0,75145.0,44763.5,4417.0
2019-01-08 12:00:00,6742.0,2531.0,74336.0,44954.25,4398.5
2019-01-08 13:00:00,6430.0,2557.0,73583.0,44638.75,4384.0
2019-01-08 14:00:00,6465.0,2516.0,72977.0,43901.25,4309.25
2019-01-08 15:00:00,6263.0,2424.0,73020.0,43029.0,4216.75
2019-01-08 16:00:00,6200.0,2297.0,73648.0,42725.0,4152.25
2019-01-08 17:00:00,6423.0,2235.0,74524.0,42907.75,4119.5
2019-01-08 18:00:00,6120.0,2194.0,76053.0,42597.0,4089.25
2019-01-08 19:00:00,5681.0,2157.0,76446.0,41970.0,4053.25
2019-01-08 20:00:00,5411.0,2129.0,75306.0,41449.0,3998.75
2019-01-08 21:00:00,5350.0,2112.0,73127.0,40872.5,3913.25
2019-01-08 22:00:00,5188.0,2091.0,72735.0,40008.75,3761.75
2019-01-08 23:00:00,4691.0,2063.0,72048.0,39473.5,3641.5
2019-01-09 00:00:00,4608.0,2054.0,69209.0,39214.75,3603.75
2019-01-09 01:00:00,4506.0,2059.0,66248.0,38826.5,3553.25
2019-01-09 02:00:00,4436.0,2064.0,65223.0,38466.75,3466.75
2019-01-09 03:00:00,4438.0,2066.0,63253.0,38005.0,3406.5
2019-01-09 04:00:00,4498.0,2065.0,63410.0,37562.0,3347.75
2019-01-09 05:00:00,4798.0,2051.0,63554.0,37008.0,3216.75
2019-01-09 06:00:00,5455.0,2020.0,68349.0,37019.5,3140.25
2019-01-09 07:00:00,6982.0,1986.0,73206.0,36409.5,2968.25
2019-01-09 08:00:00,6872.0,1952.0,74586.0,35884.5,2956.5
2019-01-09 09:00:00,6859.0,2081.0,75474.0,36228.5,3327.5
2019-01-09 10:00:00,6875.0,2295.0,76198.0,37445.75,3764.0
2019-01-09 11:00:00,6835.0,2456.0,75127.0,38981.5,3991.0
2019-01-09 12:00:00,7142.0,2554.0,74312.0,39875.0,4098.5
2019-01-09 13:00:00,7029.0,2544.0,73767.0,39465.75,3918.5
2019-01-09 14:00:00,7122.0,2410.0,72680.0,37639.5,3482.25
2019-01-09 15:00:00,6977.0,2152.0,72613.0,35264.75,2987.25
2019-01-09 16:00:00,6791.0,1841.0,72598.0,33456.75,2628.75
2019-01-09 17:00:00,6676.0,1704.0,74677.0,32662.0,2471.0
2019-01-09 18:00:00,6724.0,1635.0,76232.0,31912.75,2408.5
2019-01-09 19:00:00,6125.0,1554.0,76226.0,30920.0,2324.25
2019-01-09 20:00:00,5733.0,1468.0,74998.0,29541.0,2248.25
2019-01-09 21:00:00,5529.0,1387.0,73513.0,27994.75,2113.5
2019-01-09 22:00:00,5539.0,1299.0,73090.0,26155.75,1885.0
2019-01-09 23:00:00,5137.0,1200.0,72089.0,24478.75,1626.25
2019-01-10 00:00:00,5291.0,986.0,70261.0,20048.0,1313.5
2019-01-10 01:00:00,5223.0,876.0,68488.0,18351.75,1058.5
2019-01-10 02:00:00,5159.0,755.0,67556.0,16721.0,826.0
2019-01-10 03:00:00,5245.0,635.0,66642.0,15288.0,636.5
2019-01-10 04:00:00,5443.0,528.0,66785.0,14191.75,494.5
2019-01-10 05:00:00,5643.0,433.0,67753.0,13119.75,369.25
2019-01-10 06:00:00,6026.0,356.0,72141.0,12059.5,247.75
2019-01-10 07:00:00,9528.0,296.0,75605.0,10881.0,152.75
2019-01-10 08:00:00,9994.0,257.0,79442.0,9818.25,204.0
2019-01-10 09:00:00,9989.0,334.0,80296.0,9372.0,419.25
2019-01-10 10:00:00,9893.0,489.0,80053.0,9517.5,552.75
2019-01-10 11:00:00,9767.0,606.0,79523.0,9653.5,575.5
2019-01-10 12:00:00,9612.0,659.0,77821.0,9365.25,523.5
2019-01-10 13:00:00,9558.0,634.0,76965.0,8617.5,386.75
2019-01-10 14:00:00,9557.0,543.0,76453.0,7421.0,247.0
2019-01-10 15:00:00,9600.0,407.0,76087.0,5977.75,155.0
2019-01-10 16:00:00,9799.0,264.0,76700.0,5352.5,144.5
2019-01-10 17:00:00,10085.0,221.0,80220.0,5721.5,178.5
2019-01-10 18:00:00,10090.0,227.0,81343.0,6115.25,244.0
2019-01-10 19:00:00,9772.0,230.0,79296.0,6353.25,298.75
2019-01-10 20:00:00,9321.0,226.0,75354.0,6449.75,380.25
2019-01-10 21:00:00,7950.0,222.0,74236.0,6607.0,531.75
2019-01-10 22:00:00,6495.0,214.0,73315.0,6930.5,707.5
2019-01-10 23:00:00,6248.0,200.0,72582.0,7583.5,902.5
2019-01-11 00:00:00,5722.0,437.0,71249.0,9191.25,1337.75
2019-01-11 01:00:00,5596.0,542.0,69787.0,10248.0,1476.75
2019-01-11 02:00:00,5525.0,684.0,68817.0,11400.75,1687.0
2019-01-11 03:00:00,5473.0,825.0,67261.0,12661.5,1931.75
2019-01-11 04:00:00,5251.0,883.0,67105.0,14062.75,2004.25
2019-01-11 05:00:00,5509.0,896.0,68112.0,15438.5,1926.25
2019-01-11 06:00:00,5936.0,902.0,70813.0,16919.75,1792.25
2019-01-11 07:00:00,6496.0,921.0,74621.0,18123.5,1756.5
2019-01-11 08:00:00,6752.0,923.0,77854.0,19189.5,1769.25
2019-01-11 09:00:00,6779.0,932.0,78230.0,20615.0,1807.25
2019-01-11 10:00:00,6634.0,1000.0,77721.0,22095.75,1924.5
2019-01-11 11:00:00,6439.0,1094.0,76761.0,23352.5,2044.25
2019-01-11 12:00:00,6287.0,1185.0,75085.0,24345.75,2106.75
2019-01-11 13:00:00,6454.0,1248.0,73751.0,25031.25,2147.0
2019-01-11 14:00:00,6298.0,1243.0,73144.0,25437.25,2132.0
2019-01-11 15:00:00,6936.0,1192.0,72855.0,25793.5,2126.25
2019-01-11 16:00:00,6746.0,1156.0,73226.0,26037.0,2175.0
2019-01-11 17:00:00,7057.0,1155.0,74576.0,26456.25,2273.5
2019-01-11 18:00:00,6595.0,1144.0,77993.0,26869.75,2282.0
2019-01-11 19:00:00,6307.0,1101.0,76500.0,26937.0,2269.0
2019-01-11 20:00:00,5897.0,1043.0,75260.0,26735.25,2243.0
2019-01-11 21:00:00,5651.0,967.0,74092.0,26055.25,2159.0
2019-01-11 22:00:00,5588.0,872.0,73565.0,24916.0,2017.0
2019-01-11 23:00:00,5317.0,758.0,72685.0,24104.75,1921.75
2019-01-12 00:00:00,5025.0,627.0,70035.0,23671.25,1949.0
2019-01-12 01:00:00,4831.0,619.0,66407.0,23662.0,2009.75
2019-01-12 02:00:00,4460.0,687.0,64255.0,23479.75,1990.5
2019-01-12 03:00:00,4431.0,760.0,63044.0,23252.5,1973.0
2019-01-12 04:00:00,4387.0,855.0,62161.0,23181.25,2112.5
2019-01-12 05:00:00,4432.0,1001.0,62429.0,23293.5,2286.25
2019-01-12 06:00:00,4910.0,1134.0,63076.0,23626.0,2444.0
2019-01-12 07:00:00,5355.0,1268.0,65375.0,23907.75,2618.5
2019-01-12 08:00:00,5536.0,1419.0,69351.0,24681.25,2819.5
2019-01-12 09:00:00,5846.0,1620.0,71182.0,26016.0,3059.25
2019-01-12 10:00:00,5819.0,1860.0,71754.0,28199.5,3245.75
2019-01-12 11:00:00,5719.0,2070.0,71454.0,30397.0,3349.25
2019-01-12 12:00:00,5523.0,2190.0,70720.0,32504.75,3369.5
2019-01-12 13:00:00,5450.0,2222.0,69680.0,33639.75,3326.75
2019-01-12 14:00:00,5564.0,2190.0,67771.0,33973.25,3284.25
2019-01-12 15:00:00,5645.0,2106.0,65192.0,34232.75,3256.5
2019-01-12 16:00:00,5862.0,2017.0,65164.0,34389.75,3249.25
2019-01-12 17:00:00,6054.0,1954.0,68781.0,34445.25,3281.75
2019-01-12 18:00:00,6065.0,1909.0,70795.0,34386.5,3280.25
2019-01-12 19:00:00,5543.0,1873.0,70733.0,34154.0,3271.5
2019-01-12 20:00:00,5212.0,1841.0,68251.0,33741.0,3257.75
2019-01-12 21:00:00,4804.0,1812.0,65283.0,33087.75,3155.5
2019-01-12 22:00:00,4654.0,1785.0,66368.0,32484.75,3000.0
2019-01-12 23:00:00,4672.0,1754.0,66145.0,32418.75,2819.25
2019-01-13 00:00:00,4376.0,1836.0,63585.0,32134.5,2556.75
2019-01-13 01:00:00,4311.0,1868.0,60302.0,31204.75,2516.25
2019-01-13 02:00:00,4352.0,1899.0,58907.0,30202.5,2498.5
2019-01-13 03:00:00,4228.0,1931.0,56898.0,29602.25,2568.75
2019-01-13 04:00:00,4077.0,1964.0,56150.0,29086.75,2816.5
2019-01-13 05:00:00,4198.0,2010.0,55762.0,28909.0,3118.25
2019-01-13 06:00:00,4249.0,2073.0,54797.0,29390.75,3356.5
2019-01-13 07:00:00,4476.0,2148.0,56164.0,30000.0,3500.5
2019-01-13 08:00:00,4670.0,2210.0,57881.0,31341.25,3592.25
2019-01-13 09:00:00,4765.0,2265.0,61057.0,33587.5,3635.5
2019-01-13 10:00:00,4682.0,2319.0,63177.0,35969.0,3639.5
2019-01-13 11:00:00,4594.0,2365.0,64024.0,37818.25,3663.25
2019-01-13 12:00:00,4359.0,2392.0,63711.0,39319.25,3755.5
2019-01-13 13:00:00,4176.0,2410.0,61617.0,40368.75,3951.75
2019-01-13 14:00:00,4260.0,2422.0,58676.0,40838.25,4102.75
2019-01-13 15:00:00,4297.0,2426.0,57013.0,41074.5,4146.0
2019-01-13 16:00:00,4633.0,2436.0,57200.0,41448.75,4137.5
2019-01-13 17:00:00,4862.0,2460.0,59973.0,42063.5,4157.75
2019-01-13 18:00:00,4917.0,2482.0,64805.0,42635.0,4145.75
2019-01-13 19:00:00,4848.0,2486.0,65029.0,43035.75,4106.0
2019-01-13 20:00:00,4790.0,2466.0,64090.0,43256.75,4029.5
2019-01-13 21:00:00,4697.0,2422.0,62303.0,43312.25,3903.25
2019-01-13 22:00:00,4585.0,2356.0,63448.0,42331.75,3743.0
2019-01-13 23:00:00,4463.0,2272.0,63653.0,41854.75,3549.75
2019-01-14 00:00:00,4333.0,2141.0,59261.0,42023.25,3223.75
2019-01-14 01:00:00,4353.0,2036.0,58302.0,41518.5,2920.0
2019-01-14 02:00:00,4169.0,1928.0,56438.0,40897.75,2669.75
2019-01-14 03:00:00,4078.0,1836.0,55559.0,40268.5,2585.25
2019-01-14 04:00:00,4102.0,1780.0,55497.0,39506.5,2589.25
2019-01-14 05:00:00,4543.0,1751.0,58928.0,38621.5,2430.25
2019-01-14 06:00:00,4955.0,1651.0,64536.0,38367.0,2467.75
2019-01-14 07:00:00,5906.0,1518.0,71681.0,37598.25,2594.0
2019-01-14 08:00:00,6418.0,1397.0,73640.0,37195.25,2758.5
2019-01-14 09:00:00,6454.0,1367.0,74962.0,38583.0,3109.25
2019-01-14 10:00:00,6315.0,1426.0,75936.0,40778.0,3567.25
2019-01-14 11:00:00,6058.0,1497.0,75909.0,42872.25,3965.75
2019-01-14 12:00:00,5831.0,1569.0,75321.0,43799.0,4069.0
2019-01-14 13:00:00,5810.0,1585.0,74950.0,43365.0,3822.5
2019-01-14 14:00:00,6097.0,1486.0,74088.0,41604.5,3398.75
2019-01-14 15:00:00,6287.0,1263.0,73610.0,38663.0,2905.25
2019-01-14 16:00:00,6553.0,940.0,74201.0,36178.25,2554.75
2019-01-14 17:00:00,6711.0,737.0,75506.0,35308.75,2421.5
2019-01-14 18:00:00,6696.0,621.0,77694.0,34861.75,2266.75
2019-01-14 19:00:00,6333.0,515.0,77760.0,34363.5,2006.0
2019-01-14 20:00:00,6068.0,432.0,76426.0,33832.25,1790.0
2019-01-14 21:00:00,5889.0,389.0,74185.0,33132.0,1606.0
2019-01-14 22:00:00,5683.0,387.0,73219.0,31805.25,1504.0
2019-01-14 23:00:00,5434.0,419.0,72296.0,31137.75,1475.5
2019-01-15 00:00:00,5014.0,597.0,68779.0,29867.25,1707.75
2019-01-15 01:00:00,4901.0,775.0,66253.0,30073.0,1881.0
2019-01-15 02:00:00,4847.0,883.0,64741.0,30754.25,2058.5
2019-01-15 03:00:00,4861.0,961.0,62867.0,31399.25,2157.25
2019-01-15 04:00:00,4788.0,1030.0,62705.0,31969.5,2176.75
2019-01-15 05:00:00,5027.0,1065.0,64454.0,32230.5,2198.5
2019-01-15 06:00:00,5645.0,1078.0,68578.0,32865.0,2232.0
2019-01-15 07:00:00,7821.0,1092.0,72409.0,32760.5,2325.25
2019-01-15 08:00:00,8188.0,1114.0,74741.0,32578.25,2448.5
2019-01-15 09:00:00,8341.0,1238.0,76211.0,33216.25,2640.0
2019-01-15 10:00:00,7669.0,1438.0,76579.0,34298.25,2840.75
2019-01-15 11:00:00,6881.0,1583.0,76441.0,35254.0,3033.25
2019-01-15 12:00:00,6142.0,1632.0,76402.0,35778.25,3143.5
2019-01-15 13:00:00,6148.0,1622.0,75772.0,35778.5,3120.5
2019-01-15 14:00:00,6221.0,1578.0,74324.0,35285.75,3020.75
2019-01-15 15:00:00,6456.0,1501.0,73909.0,34969.5,2892.75
2019-01-15 16:00:00,6540.0,1380.0,74455.0,35095.0,2802.0
2019-01-15 17:00:00,6855.0,1351.0,76559.0,35719.5,2754.5
2019-01-15 18:00:00,6706.0,1390.0,79029.0,36026.25,2718.25
2019-01-15 19:00:00,6437.0,1428.0,79296.0,35949.75,2702.75
2019-01-15 20:00:00,5979.0,1473.0,77545.0,35686.5,2677.25
2019-01-15 21:00:00,5846.0,1510.0,75272.0,35434.0,2675.5
2019-01-15 22:00:00,6499.0,1539.0,74345.0,34516.75,2646.75
2019-01-15 23:00:00,5611.0,1592.0,74375.0,33875.0,2592.25
2019-01-16 00:00:00,5003.0,1690.0,69915.0,31418.75,2688.5
2019-01-16 01:00:00,4799.0,1714.0,68434.0,30583.5,2703.25
2019-01-16 02:00:00,4761.0,1702.0,67575.0,30042.5,2727.5
2019-01-16 03:00:00,4769.0,1691.0,66512.0,29471.5,2727.75
2019-01-16 04:00:00,4926.0,1696.0,66763.0,28764.0,2786.0
2019-01-16 05:00:00,5177.0,1702.0,68116.0,27945.0,2850.25
2019-01-16 06:00:00,6315.0,1714.0,71651.0,27440.5,2909.25
2019-01-16 07:00:00,7423.0,1724.0,73874.0,26717.75,2999.25
2019-01-16 08:00:00,8448.0,1753.0,74252.0,26590.5,3087.5
2019-01-16 09:00:00,7979.0,1873.0,74925.0,27745.75,3180.25
2019-01-16 10:00:00,8006.0,2045.0,74314.0,29253.0,3241.5
2019-01-16 11:00:00,8334.0,2152.0,74034.0,30606.75,3293.5
2019-01-16 12:00:00,7210.0,2213.0,74464.0,31380.25,3330.5
