date,load_AT,load_BE,load_FRA,load_GER,load_NL
2019-11-21 11:00:00,8859,11896.75,74900,67996,13623.75
2019-11-21 12:00:00,8677,11580,74150,67710.75,13399.5
2019-11-21 13:00:00,8614,11548.5,73350,67297.25,13482
2019-11-21 14:00:00,8567,11559.5,71200,66400.25,13603.75
2019-11-21 15:00:00,8602,11615,69150,66131,13962
2019-11-21 16:00:00,8791,11759.5,68650,66548,14388
2019-11-21 17:00:00,9008,12421,70650,68659,14717.75
2019-11-21 18:00:00,8886,12479,75250,68302.25,14372.75
2019-11-21 19:00:00,8443,11930.75,76700,66615.75,13855
2019-11-21 20:00:00,7891,11324.5,72450,62968.5,13282
2019-11-21 21:00:00,7346,10826.5,67900,59791.25,12546
2019-11-21 22:00:00,7084,10750.25,65800,57136.5,11683.25
2019-11-21 23:00:00,6569,10526.5,68150,53243,11004.5
2019-11-22 00:00:00,6187,10008.75,65000,50106.25,10472.5
2019-11-22 01:00:00,5933,9455.5,62100,48271.5,9932.25
2019-11-22 02:00:00,5881,9196.25,60850,47482.5,9713
2019-11-22 03:00:00,5814,9074.25,57900,47901.25,9635
2019-11-22 04:00:00,5996,9246,56900,49250.5,9679
2019-11-22 05:00:00,6616,9733.25,58850,52289,10042.25
2019-11-22 06:00:00,7678,10889.75,64100,59415.5,11264
2019-11-22 07:00:00,8524,11856,71400,64719.25,12989.25
2019-11-22 08:00:00,8792,12005.75,73350,66857.5,13987.25
2019-11-22 09:00:00,8773,12189,73500,67344.5,14336.5
2019-11-22 10:00:00,8777,12092.25,72750,67738.5,14156.25
2019-11-22 11:00:00,8768,11997.5,71700,68122.5,13902.75
2019-11-22 12:00:00,8598,11640,70750,67386.75,13690
2019-11-22 13:00:00,8535,11602.75,69950,66079,13779.25
2019-11-22 14:00:00,8476,11452,67350,65061,13926.75
2019-11-22 15:00:00,8501,11446.25,65100,64718.25,14084
2019-11-22 16:00:00,8693,11553,64050,65367.75,14389.5
2019-11-22 17:00:00,8932,12000.75,66500,67167.75,14724.75
2019-11-22 18:00:00,8815,11933.5,70550,66712.5,14095.75
2019-11-22 19:00:00,8372,11385.25,71150,64784.75,13556.25
2019-11-22 20:00:00,7832,10824.75,67850,61041.5,12904.25
2019-11-22 21:00:00,7297,10414,63750,57990.75,12138.75
2019-11-22 22:00:00,7063,10447.75,61900,55309.25,11426
2019-11-22 23:00:00,6576,10238,64450,51820.25,10852
2019-11-23 00:00:00,5850,9314,60000,48698.25,10243.25
2019-11-23 01:00:00,5548,8881.5,56200,46635,9803.75
2019-11-23 02:00:00,5441,8597.5,54800,45535.25,9525.75
2019-11-23 03:00:00,5378,8330.5,51650,45452.25,9358.75
2019-11-23 04:00:00,5441,8266.25,49800,45842.25,9290
2019-11-23 05:00:00,5617,8442,49850,46310.25,9308.5
2019-11-23 06:00:00,6024,8733,51600,47782.5,9724
2019-11-23 07:00:00,6603,9307.75,54150,50726.75,10387.25
2019-11-23 08:00:00,6986,9827.25,56300,54030,10983.75
2019-11-23 09:00:00,7193,10210.5,58850,56712.25,11445.5
2019-11-23 10:00:00,7294,10313.5,60050,58046.25,11652
2019-11-23 11:00:00,7332,10412.5,60100,58661.75,11478.25
2019-11-23 12:00:00,7163,10314,61000,58052.25,11122
2019-11-23 13:00:00,6975,10066,61050,56679,10817
2019-11-23 14:00:00,6865,9873.75,57900,55458.75,10992.25
2019-11-23 15:00:00,6896,9969,55900,55176.25,11421.25
2019-11-23 16:00:00,7127,10220.5,54850,56185.5,11827.25
2019-11-23 17:00:00,7446,10842.5,57400,59034.75,12415.25
2019-11-23 18:00:00,7367,10880.25,61450,59420.25,12045.5
2019-11-23 19:00:00,6980,10427.25,62500,57571.75,11508.5
2019-11-23 20:00:00,6617,9870.25,59500,54268,11054.75
2019-11-23 21:00:00,6222,9518.25,56600,52060.5,10674.25
2019-11-23 22:00:00,6185,9545,55500,50574.5,10281
2019-11-23 23:00:00,5775,9486.5,59000,47416.25,9861.5
2019-11-24 00:00:00,5618,9181.25,57750,44445.75,9619.5
2019-11-24 01:00:00,5426,8776.75,55250,42332.25,9340.25
2019-11-24 02:00:00,5330,8358.75,53950,41415.75,9131.5
2019-11-24 03:00:00,5214,8209.75,50850,41339.5,9057
2019-11-24 04:00:00,5241,8279,49000,41585.5,9103.5
2019-11-24 05:00:00,5395,8326.75,49150,41797.75,9230.25
2019-11-24 06:00:00,5591,8606.5,50500,41940,9516.25
2019-11-24 07:00:00,5918,8777.75,52500,43878,9884.75
2019-11-24 08:00:00,6250,9085.5,53650,46668.5,10343.75
2019-11-24 09:00:00,6516,9592.25,55600,49541.75,10623
2019-11-24 10:00:00,6720,9962,57400,51595.5,10515.5
2019-11-24 11:00:00,6799,10208,58450,53828,10209
2019-11-24 12:00:00,6623,10256.75,60150,53497,10274.75
2019-11-24 13:00:00,6392,9996.5,59750,52026.75,10527.75
2019-11-24 14:00:00,6269,9754.5,55700,51029,10912.5
2019-11-24 15:00:00,6309,9692.25,53400,50821.5,11389.5
2019-11-24 16:00:00,6628,9868,52650,52352.75,11969
2019-11-24 17:00:00,7032,10619,55350,55352.5,12738
2019-11-24 18:00:00,7139,10880.75,60050,56437.75,12548.25
2019-11-24 19:00:00,6914,10585,62550,55171.25,12133.25
2019-11-24 20:00:00,6637,10113.75,61050,53044.75,11772
2019-11-24 21:00:00,6289,9735.75,58100,51510.75,11271.75
2019-11-24 22:00:00,6316,9679.5,56550,51052.5,10811.25
2019-11-24 23:00:00,5955,9540.75,59100,48230.5,10249.75
2019-11-25 00:00:00,6143,8907.5,58000,45304,9898.25
2019-11-25 01:00:00,5885,8602.75,55300,43599.25,9609.75
2019-11-25 02:00:00,5810,8265.75,54500,43131.5,9461.25
2019-11-25 03:00:00,5745,8187.5,51600,43897.75,9449.25
2019-11-25 04:00:00,5934,8301.5,50350,45589,9516.25
2019-11-25 05:00:00,6585,9065.5,52650,49459.75,9858.5
2019-11-25 06:00:00,7679,10307,57950,58009.25,10993.75
2019-11-25 07:00:00,8541,11278,65350,64173.25,12696.75
2019-11-25 08:00:00,8832,11515.5,68150,66301.25,13773.25
2019-11-25 09:00:00,8828,11780.75,68550,66606.25,14149
2019-11-25 10:00:00,8852,11698.5,68350,67375.5,14053.5
2019-11-25 11:00:00,8863,11774.75,67850,68097.5,14108.5
2019-11-25 12:00:00,8709,11712.5,68000,67896,14125.75
2019-11-25 13:00:00,8683,11725.75,67850,67639.25,14244.25
2019-11-25 14:00:00,8635,11588.25,65550,66918.75,13804.5
2019-11-25 15:00:00,8663,11535.25,63700,66404.25,14168.5
2019-11-25 16:00:00,8852,11566.75,63100,66678.25,14466.75
2019-11-25 17:00:00,9067,12115,65400,68589.5,14753.5
2019-11-25 18:00:00,8933,12192.25,69600,68579.25,13955.25
2019-11-25 19:00:00,8482,11656.5,71000,67120.5,13333
2019-11-25 20:00:00,7949,11071,66750,63386.25,12883
2019-11-25 21:00:00,7402,10487.5,62350,60279.5,12237
2019-11-25 22:00:00,7149,10361.5,60100,57345,11459
2019-11-25 23:00:00,6642,10134.25,62450,53095,10721
2019-11-26 00:00:00,6143,9480.75,58700,51268.25,10209
2019-11-26 01:00:00,5885,9011.75,55400,49327.75,9816.75
2019-11-26 02:00:00,5810,8752.75,54250,48464,9612.5
2019-11-26 03:00:00,5745,8577.25,51450,48860.75,9544.5
2019-11-26 04:00:00,5934,8751.25,50250,50215.25,9627
2019-11-26 05:00:00,6585,9309.25,52000,53366.5,10000.5
2019-11-26 06:00:00,7679,10528,57050,60663.25,11271.25
2019-11-26 07:00:00,8541,11501.75,64300,66401,13057.5
2019-11-26 08:00:00,8832,11642.25,66150,68399,14136
2019-11-26 09:00:00,8828,11589.75,65950,68889.5,14329.75
2019-11-26 10:00:00,8852,11575.75,65400,69522.25,14141.25
2019-11-26 11:00:00,8863,11593,64950,70337.25,14071.25
2019-11-26 12:00:00,8709,11424.75,64900,69928.5,13737
2019-11-26 13:00:00,8683,11532.5,64400,69515.75,13660.5
2019-11-26 14:00:00,8635,11397,62450,68635.25,13792.25
2019-11-26 15:00:00,8663,11433,60150,68283.5,13964
2019-11-26 16:00:00,8852,11658.25,59750,68665.25,14294.75
2019-11-26 17:00:00,9067,12416,62400,70615.75,14747.75
2019-11-26 18:00:00,8933,12409,66250,70492.25,14031.75
2019-11-26 19:00:00,8482,11897,67850,68943.25,13498.5
2019-11-26 20:00:00,7949,11326,63750,65209,12971.25
2019-11-26 21:00:00,7402,10747,59300,61779,12421.75
2019-11-26 22:00:00,7149,10675,57050,58976,11714
2019-11-26 23:00:00,6642,10432.5,59650,54853,10991.5
2019-11-27 00:00:00,6133,9720.25,56350,50193,10229.25
2019-11-27 01:00:00,5880,9239.25,53150,48318,9887.5
2019-11-27 02:00:00,5786,8945.25,52000,47535.25,9706.25
2019-11-27 03:00:00,5722,8861.5,49250,47991.75,9633.25
2019-11-27 04:00:00,5921,8966,48250,49369.5,9751
2019-11-27 05:00:00,6580,9426.5,50300,52891.25,10166
2019-11-27 06:00:00,7665,10537,55250,60524.25,11430.75
2019-11-27 07:00:00,8536,11489,61850,66327.75,13141.75
2019-11-27 08:00:00,8817,11709.25,64450,68318,14211.5
2019-11-27 09:00:00,8823,11810.5,64800,68510.5,14343.25
2019-11-27 10:00:00,8861,11832.25,64500,69269.75,14018
2019-11-27 11:00:00,8875,11903.25,64200,69904.75,13668.5
2019-11-27 12:00:00,8714,11682.75,64350,69487,13405.5
2019-11-27 13:00:00,8681,11606.25,64000,68999.5,13180.75
2019-11-27 14:00:00,8627,11539,62100,68275.5,13506.25
2019-11-27 15:00:00,8659,11625.25,60550,67990.75,14261.25
2019-11-27 16:00:00,8852,11781,60050,68452.5,14637.25
2019-11-27 17:00:00,9059,12445.5,62450,70117.75,15137.5
2019-11-27 18:00:00,8924,12405.75,66750,69711,14408.25
2019-11-27 19:00:00,8474,11938.25,68200,68124.5,13850.5
2019-11-27 20:00:00,7957,11313.5,63700,64416.5,13229.75
2019-11-27 21:00:00,7391,10684.75,59250,61057.75,12487.5
2019-11-27 22:00:00,7137,10677.25,56850,57978.75,11621.5
2019-11-27 23:00:00,6646,10423.5,59300,53726.5,10885.5
2019-11-28 00:00:00,6137,9395.5,56900,50969.5,10361
2019-11-28 01:00:00,5885,8949.75,53500,48931.5,9974.25
2019-11-28 02:00:00,5789,8776,52350,48158,9740.5
2019-11-28 03:00:00,5725,8652.5,49450,48501.75,9689.75
2019-11-28 04:00:00,5916,8719,48100,49944.25,9721.75
2019-11-28 05:00:00,6585,9239.5,50050,53375.5,10101.25
2019-11-28 06:00:00,7670,10356.25,55300,60900.25,11351.25
2019-11-28 07:00:00,8540,11322,62700,66602.25,13117.25
2019-11-28 08:00:00,8813,11472.75,65150,68434,14136.5
2019-11-28 09:00:00,8825,11695.5,65400,68880.5,14519
2019-11-28 10:00:00,8870,11728,65350,69638,14533.25
2019-11-28 11:00:00,8888,11820.25,65100,70391.5,14448.75
2019-11-28 12:00:00,8731,11576.5,65050,69950.25,14280.5
2019-11-28 13:00:00,8700,11593,64450,69573.5,14240
2019-11-28 14:00:00,8648,11522.75,62800,68586.75,14300
2019-11-28 15:00:00,8685,11567.25,61700,68264,14418.75
2019-11-28 16:00:00,8867,11718.75,61350,68838.75,14809.5
2019-11-28 17:00:00,9055,12322.5,63950,70562.75,15130.25
2019-11-28 18:00:00,8915,12305.75,67600,70096.5,14537
2019-11-28 19:00:00,8472,11729.25,68700,68496.25,14029.25
2019-11-28 20:00:00,7964,11112.75,64600,64857.25,13421
2019-11-28 21:00:00,7395,10617,60350,61477.5,12628
2019-11-28 22:00:00,7143,10543.75,58150,58552.5,11704.25
2019-11-28 23:00:00,6673,10280.25,60750,54525.75,11008
2019-11-29 00:00:00,6191,9452.25,58050,51846.75,10536.25
2019-11-29 01:00:00,5920,8946.5,54900,49715.75,10052
2019-11-29 02:00:00,5846,8716.25,53900,48827.25,9813.75
2019-11-29 03:00:00,5772,8473.5,51000,49141.25,9695
2019-11-29 04:00:00,5965,8600.25,50050,50596.75,9694.75
2019-11-29 05:00:00,6620,9080.75,52000,53960.75,10070.25
2019-11-29 06:00:00,7663,10278.25,56850,61524.75,11292.75
2019-11-29 07:00:00,8529,11264.25,63500,66901.5,12988
2019-11-29 08:00:00,8795,11518.25,65850,68753.5,14010.25
2019-11-29 09:00:00,8809,11556.5,65650,69327.75,14260.5
2019-11-29 10:00:00,8863,11527.25,65500,69966.25,13912.5
2019-11-29 11:00:00,8872,11519.5,65200,70645,13424.75
2019-11-29 12:00:00,8693,11225,65150,69788.25,13094.5
2019-11-29 13:00:00,8637,11271,64800,68366.5,13136.5
2019-11-29 14:00:00,8572,11188.5,63100,66890,13447.5
2019-11-29 15:00:00,8604,11166.75,60950,66307.25,13794.75
2019-11-29 16:00:00,8795,11339.75,59700,66988.75,14191
2019-11-29 17:00:00,8964,11750.25,62100,69173,14624.25
2019-11-29 18:00:00,8827,11690.25,66050,68749.25,13954
2019-11-29 19:00:00,8395,11222,66850,66872.25,13445.75
2019-11-29 20:00:00,7886,10668.25,63600,62906.25,12838.25
2019-11-29 21:00:00,7320,10240,60100,59393.25,12081.5
2019-11-29 22:00:00,7085,10291,58700,56943,11304
2019-11-29 23:00:00,6615,10080.75,62000,53354.75,10704
2019-11-30 00:00:00,6001,9599.5,59900,51144,10348.75
2019-11-30 01:00:00,5702,9092.25,56400,48607.75,9935
2019-11-30 02:00:00,5597,8644,55050,47309,9604.5
2019-11-30 03:00:00,5509,8439.75,52050,47066.25,9431.25
2019-11-30 04:00:00,5575,8471.5,50650,47357.5,9378
2019-11-30 05:00:00,5830,8641.5,51200,47655,9449.25
2019-11-30 06:00:00,6210,8958.5,53450,49276.25,9890.5
2019-11-30 07:00:00,6813,9502,56050,52497.75,10547.25
2019-11-30 08:00:00,7211,10031.75,58300,55791,11223
2019-11-30 09:00:00,7448,10444,60250,58383.25,11703.75
2019-11-30 10:00:00,7545,10636,61350,59504.25,11811.75
2019-11-30 11:00:00,7574,10765.5,61150,60114,11575
2019-11-30 12:00:00,7392,10704.25,62000,59282,11466.5
2019-11-30 13:00:00,7193,10495.75,61900,57858.5,11433.75
2019-11-30 14:00:00,7077,10298,59250,56571,11524.5
2019-11-30 15:00:00,7103,10271.25,56700,56388.5,11796.75
2019-11-30 16:00:00,7365,10426.75,56200,57714.25,12156.25
2019-11-30 17:00:00,7666,11055,59200,60619.5,12729
2019-11-30 18:00:00,7571,11046.5,63350,61041.5,12295
2019-11-30 19:00:00,7160,10549.5,64400,59406.75,11855.5
2019-11-30 20:00:00,6805,10054.75,61550,56122.5,11412
2019-11-30 21:00:00,6404,9660.5,58750,53437.75,10979
2019-11-30 22:00:00,6378,9780.5,57750,52236.75,10550.5
2019-11-30 23:00:00,6015,9765,61700,49252.25,10130.75
2019-12-01 00:00:00,5718,9230.25,61250,45426.75,9891.5
2019-12-01 01:00:00,5499,9035.5,57900,43289.25,9595
2019-12-01 02:00:00,5381,8681,56700,42288.25,9346.5
2019-12-01 03:00:00,5290,8545.75,53150,42161.75,9241.5
2019-12-01 04:00:00,5278,8510.25,51200,42410.5,9257.75
2019-12-01 05:00:00,5434,8591.75,50950,42652.25,9379.5
2019-12-01 06:00:00,5674,8783.75,52200,43089.5,9646.5
2019-12-01 07:00:00,6086,8935.5,53900,45179.75,10013.25
2019-12-01 08:00:00,6415,9339,55650,48053.25,10487.75
2019-12-01 09:00:00,6681,9793.25,58050,50974,10773.5
2019-12-01 10:00:00,6881,10081.25,60500,52886,10624.25
2019-12-01 11:00:00,6975,10422,61550,54972,10229
2019-12-01 12:00:00,6794,10550.25,63350,54406.25,10171.5
2019-12-01 13:00:00,6564,10360.25,63450,52730,10362
2019-12-01 14:00:00,6432,10114,59900,51607.75,10792
2019-12-01 15:00:00,6469,10105.25,57350,51445.75,11309.5
2019-12-01 16:00:00,6803,10331.5,56750,53240.5,11920
2019-12-01 17:00:00,7196,10962,59800,56808.75,12777
2019-12-01 18:00:00,7286,11099,64550,57534.5,12532.25
2019-12-01 19:00:00,7041,10850.5,67150,56291.25,12107
2019-12-01 20:00:00,6767,10470,65050,54139.5,11751
2019-12-01 21:00:00,6400,10047.25,62700,52430.75,11231.25
2019-12-01 22:00:00,6410,9968.25,61600,51974.75,10766.75
2019-12-01 23:00:00,6063,9865.75,64700,48956.5,10191.5
2019-12-02 00:00:00,6161,9226.25,61200,45068.5,9855.25
2019-12-02 01:00:00,5892,8925,58850,43405.5,9610.5
2019-12-02 02:00:00,5826,8565.5,57950,42801,9463.75
2019-12-02 03:00:00,5764,8357.75,55400,43296.75,9450.5
2019-12-02 04:00:00,5971,8482.25,54650,44894.5,9522
2019-12-02 05:00:00,6630,9155.75,57350,48859.25,9905.75
2019-12-02 06:00:00,7680,10428,63150,57714,11054.5
2019-12-02 07:00:00,8538,11502.25,70450,64163.5,12770.25
2019-12-02 08:00:00,8806,11804.75,73650,66546.5,13965
2019-12-02 09:00:00,8824,11902.25,74600,67019.25,14411.75
2019-12-02 10:00:00,8871,11912,74550,67824.25,14298.5
2019-12-02 11:00:00,8897,11902,74150,68546,14141.25
2019-12-02 12:00:00,8737,11736.5,73950,68341,13954.75
2019-12-02 13:00:00,8715,11711.25,73100,67872.5,14016.5
2019-12-02 14:00:00,8655,11568.25,71250,67321.5,13777
2019-12-02 15:00:00,8705,11640,68900,67024,14245.25
2019-12-02 16:00:00,8904,11788.5,68250,67494.25,14476.5
2019-12-02 17:00:00,9051,12392.25,71100,69115.5,14740.25
2019-12-02 18:00:00,8900,12409,75400,68507.25,13939.25
2019-12-02 19:00:00,8454,11779.25,76900,67050,13352.75
2019-12-02 20:00:00,7949,11283.75,72700,63433.25,12814.5
2019-12-02 21:00:00,7374,10706.5,68500,60063.25,12122.25
2019-12-02 22:00:00,7143,10675.75,66500,57000.5,11351.25
2019-12-02 23:00:00,6685,10500.75,69250,52740,10629
2019-12-03 00:00:00,6161,9871.25,67450,49329,10151.25
2019-12-03 01:00:00,5892,9426.75,64750,47250,9812
2019-12-03 02:00:00,5826,9146,64150,46419.25,9614
2019-12-03 03:00:00,5764,8982.5,61450,46847.25,9530.25
2019-12-03 04:00:00,5971,9122,60500,48125.5,9586.5
2019-12-03 05:00:00,6630,9628.25,62200,51617.25,9948.25
2019-12-03 06:00:00,7680,10859,67600,59753.5,11227
2019-12-03 07:00:00,8538,11799.25,74950,65864.5,13033.25
2019-12-03 08:00:00,8806,12021.75,78000,67299,14168.25
2019-12-03 09:00:00,8824,12071.75,78050,67641.75,14414.5
2019-12-03 10:00:00,8871,12031,77300,68133.25,14244
2019-12-03 11:00:00,8897,11983,76750,68737.5,14123
2019-12-03 12:00:00,8737,11782,76350,68369.25,13796
2019-12-03 13:00:00,8715,11888,74900,67887.75,13754
2019-12-03 14:00:00,8655,11726.25,72500,67159.5,13134
2019-12-03 15:00:00,8705,11709,70350,66742,14050.25
2019-12-03 16:00:00,8904,11905.5,69900,67414.75,14302.5
2019-12-03 17:00:00,9051,12514.25,73600,69129.25,14640.25
2019-12-03 18:00:00,8900,12451,77850,68565,13861.25
2019-12-03 19:00:00,8454,11971,79350,66947,13328.75
2019-12-03 20:00:00,7949,11456.25,75600,63419.25,12821.25
2019-12-03 21:00:00,7374,10901,71100,60199,12300.5
2019-12-03 22:00:00,7143,10845.25,69050,57223,11576.25
2019-12-03 23:00:00,6685,10622.5,71850,52985.5,10818.75
2019-12-04 00:00:00,6213,10004.75,70650,49362.5,10438.75
2019-12-04 01:00:00,5938,9486.75,67600,47387.25,10133
2019-12-04 02:00:00,5885,9304.75,66850,46666.25,9919
2019-12-04 03:00:00,5822,9162,64150,47053.5,9847.5
2019-12-04 04:00:00,6026,9130.25,63100,48097.25,9915.25
2019-12-04 05:00:00,6678,9673.25,65350,51439.5,10281.5
2019-12-04 06:00:00,7732,10833.25,70650,59210.25,11452.5
2019-12-04 07:00:00,8604,11766.25,78050,65801.25,13242.25
2019-12-04 08:00:00,8885,12016,81350,67750.25,14275.25
2019-12-04 09:00:00,8906,12154.25,81350,67791.25,14428
2019-12-04 10:00:00,8955,12096.75,80600,68373.5,14189.25
2019-12-04 11:00:00,8979,12155,79750,68948,13952.5
2019-12-04 12:00:00,8828,11948.75,78800,67876.25,13804.5
2019-12-04 13:00:00,8815,11901.25,77600,67626.75,13580.5
2019-12-04 14:00:00,8751,11810,75400,66769,13840.5
2019-12-04 15:00:00,8802,11844.25,73150,66054.25,14483.75
2019-12-04 16:00:00,8998,11983.5,72350,66991.75,14684.75
2019-12-04 17:00:00,9123,12476.5,75600,68892.5,15242.75
2019-12-04 18:00:00,8953,12423.25,79800,68459,14407.25
2019-12-04 19:00:00,8508,12002.75,81550,66975.5,13824
2019-12-04 20:00:00,7995,11429,77450,63473.75,13117.25
2019-12-04 21:00:00,7422,10853,73300,60188.5,12338.5
2019-12-04 22:00:00,7202,10802.75,71150,57406.75,11462
2019-12-04 23:00:00,6719,10569.75,74200,53172.5,10689.5
2019-12-05 00:00:00,6278,9965.5,71300,50968.5,10170
2019-12-05 01:00:00,6018,9527.75,68600,48738,9798
2019-12-05 02:00:00,5961,9222,67750,47823.5,9491
2019-12-05 03:00:00,5901,9057.5,64800,48186,9436.25
2019-12-05 04:00:00,6102,9213,63500,49300.25,9504.25
2019-12-05 05:00:00,6734,9774.25,65450,52649,9896.5
2019-12-05 06:00:00,7805,10911.5,70550,60508.75,11163
2019-12-05 07:00:00,8695,11890.25,77850,66711.75,12955.25
2019-12-05 08:00:00,8973,12152.25,80800,68505,14020.5
2019-12-05 09:00:00,8994,12301.25,80100,68932,14482.25
2019-12-05 10:00:00,9045,12290,79500,69568.75,14554
2019-12-05 11:00:00,9054,12402.75,78600,70316.25,14453.5
2019-12-05 12:00:00,8905,12173,77800,69856.25,14286
2019-12-05 13:00:00,8883,12182.5,76500,69356.25,14218.75
2019-12-05 14:00:00,8824,12064,73700,68432,14323.5
2019-12-05 15:00:00,8882,12016.25,71350,68051.25,14507
2019-12-05 16:00:00,9101,12171.25,70850,68730.5,14943
2019-12-05 17:00:00,9224,12704.25,74200,70541.5,15296
2019-12-05 18:00:00,9057,12654.75,78850,70130.25,14572
2019-12-05 19:00:00,8591,12176,80600,68527.25,14082.25
2019-12-05 20:00:00,8073,11601.75,77000,64900.75,13440.75
2019-12-05 21:00:00,7494,11023.5,72900,61638.5,12647.25
2019-12-05 22:00:00,7282,11058.75,70750,59002.25,11743.75
2019-12-05 23:00:00,6777,10896.25,73450,54655,11013.25
2019-12-06 00:00:00,6340,10272.25,70700,51800,10450.75
2019-12-06 01:00:00,6082,9851.5,68050,49500.25,10048.25
2019-12-06 02:00:00,6022,9539.25,67050,48510.75,9833.75
2019-12-06 03:00:00,5960,9338,63900,48822.5,9749
2019-12-06 04:00:00,6135,9432,62400,50188.5,9809
2019-12-06 05:00:00,6773,9876.25,63850,53508,10186.75
2019-12-06 06:00:00,7849,10980.75,68600,61150,11398.5
2019-12-06 07:00:00,8757,12020.75,75400,67228,13151.25
2019-12-06 08:00:00,9019,12336,77950,69359.5,14270.75
2019-12-06 09:00:00,9019,12310.75,78400,69793.75,14510
2019-12-06 10:00:00,9052,12095.5,78150,70394.5,14310.75
2019-12-06 11:00:00,9041,12102.5,77450,70972,13921.25
2019-12-06 12:00:00,8871,11851.75,76600,70157.75,13656.25
2019-12-06 13:00:00,8813,11798,75550,68963.75,13722
2019-12-06 14:00:00,8750,11662,73450,67694.5,13914.5
2019-12-06 15:00:00,8800,11617.25,71100,67297,14137.5
2019-12-06 16:00:00,9022,11860,70000,68374.25,14450
2019-12-06 17:00:00,9183,12365.75,72550,70183,14890.25
2019-12-06 18:00:00,9033,12178.5,75500,69447,14196
2019-12-06 19:00:00,8577,11721.5,75900,67397.5,13604.25
2019-12-06 20:00:00,8039,11180.5,72300,63398.25,12955.5
2019-12-06 21:00:00,7473,10657.5,68750,60116.5,12178.75
2019-12-06 22:00:00,7291,10740.75,67050,57748,11381.5
2019-12-06 23:00:00,6789,10657,69750,53666.75,10800.75
2019-12-07 00:00:00,6091,9979.5,65950,52197.5,10449
2019-12-07 01:00:00,5796,9436.75,62200,49510.75,10008.25
2019-12-07 02:00:00,5703,8992.75,60850,48162,9677.5
2019-12-07 03:00:00,5574,8745.75,57300,47846.25,9523.75
2019-12-07 04:00:00,5652,8706.25,55550,48191.25,9500
2019-12-07 05:00:00,5936,8795.5,55500,48289.5,9614
2019-12-07 06:00:00,6306,9094.5,57450,50069,10045.5
2019-12-07 07:00:00,6923,9437.25,60050,53493.25,10697.75
2019-12-07 08:00:00,7328,10005,62550,56794.5,11427.75
2019-12-07 09:00:00,7569,10505.25,64500,59352.75,11894.5
2019-12-07 10:00:00,7650,10700.5,65850,60206,11919
2019-12-07 11:00:00,7662,10725.5,66000,60814.75,11623
2019-12-07 12:00:00,7466,10709.25,66750,59993.25,11492.5
2019-12-07 13:00:00,7262,10496.75,66400,58788,11440.25
2019-12-07 14:00:00,7159,10321.25,63150,57797,11552
2019-12-07 15:00:00,7204,10414,60700,57662.25,11866.5
2019-12-07 16:00:00,7500,10698.25,59750,59377,12299
2019-12-07 17:00:00,7810,11251.25,62200,62179,12840.5
2019-12-07 18:00:00,7702,11163.25,65500,62461,12373.25
2019-12-07 19:00:00,7296,10670,66050,60830.75,11956
2019-12-07 20:00:00,6949,10088.5,63750,56826.25,11545.25
2019-12-07 21:00:00,6554,9608.75,61350,54382.75,11081.75
2019-12-07 22:00:00,6542,9785,60750,53393.25,10673
2019-12-07 23:00:00,6172,9848.25,64400,50653.5,10257.5
2019-12-08 00:00:00,5865,9435,60250,44507.5,9966.75
2019-12-08 01:00:00,5582,9026.75,56800,42526.25,9666.75
2019-12-08 02:00:00,5514,8546,55300,41623,9398.75
2019-12-08 03:00:00,5405,8464.25,51900,41511.5,9277
2019-12-08 04:00:00,5391,8527,49650,41803.5,9259
2019-12-08 05:00:00,5557,8633.25,49250,42050.25,9366
2019-12-08 06:00:00,5782,8812.25,50050,42353,9612.25
2019-12-08 07:00:00,6202,8848.5,51300,44549,9985.25
2019-12-08 08:00:00,6526,9090,52550,47520.25,10554.25
2019-12-08 09:00:00,6780,9507.5,54850,50992.25,10977.25
2019-12-08 10:00:00,6973,9964,57200,53294.5,11013.25
2019-12-08 11:00:00,7068,10338.5,58500,55453,10775.75
2019-12-08 12:00:00,6874,10499,59900,55094.5,10783.75
2019-12-08 13:00:00,6666,10363.75,59800,53418,10953.5
2019-12-08 14:00:00,6539,10132.5,56400,52471,11303.75
2019-12-08 15:00:00,6574,10116.5,54600,52403.25,11650.75
2019-12-08 16:00:00,6901,10330.25,54350,54231,12081.5
2019-12-08 17:00:00,7245,10895.5,56650,57030.75,12840.75
2019-12-08 18:00:00,7330,10934.75,60550,57543,12503.5
2019-12-08 19:00:00,7092,10635.5,62350,56420.5,12094
2019-12-08 20:00:00,6791,10184,60700,54086.75,11780.5
2019-12-08 21:00:00,6415,9722.5,58100,52473.75,11280.75
2019-12-08 22:00:00,6437,9812.75,56700,51956.75,10839.75
2019-12-08 23:00:00,6081,9828.5,59550,49068,10305.75
2019-12-09 00:00:00,6480,9027.25,57650,46579,9962.5
2019-12-09 01:00:00,6244,8681.5,55150,44896,9721.25
2019-12-09 02:00:00,6188,8396.5,54400,44392.25,9563
2019-12-09 03:00:00,6126,8252.5,51700,44916.25,9524.5
2019-12-09 04:00:00,6282,8455.25,50400,46688.75,9618
2019-12-09 05:00:00,6905,9117.75,52400,50899.25,10052.25
2019-12-09 06:00:00,8015,10486.25,57750,59796.75,11183.75
2019-12-09 07:00:00,8960,11519,65000,66657.75,12932.25
2019-12-09 08:00:00,9233,11854.75,68400,68976.75,14187.5
2019-12-09 09:00:00,9228,11933,68650,69413.5,14596.5
