"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"09.01.2023 12:00 - 09.01.2023 12:15","5052","4989","","2424","2562","","20109","19726",""
"09.01.2023 12:15 - 09.01.2023 12:30","5176","5083","","2404","2431","","19933","19567",""
"09.01.2023 12:30 - 09.01.2023 12:45","5231","5103","","2388","2297","","19763","19396",""
"09.01.2023 12:45 - 09.01.2023 13:00","5228","5046","","2369","2166","","19606","19243",""
"09.01.2023 13:00 - 09.01.2023 13:15","5163","4931","","2360","2037","","19377","18971",""
"09.01.2023 13:15 - 09.01.2023 13:30","5060","4769","","2364","1967","","19022","18528",""
"09.01.2023 13:30 - 09.01.2023 13:45","4876","4551","","2367","1896","","18641","18073",""
"09.01.2023 13:45 - 09.01.2023 14:00","4625","4257","","2364","1828","","18231","17525",""
"09.01.2023 14:00 - 09.01.2023 14:15","4336","4256","","2366","1760","","17830","17180",""
"09.01.2023 14:15 - 09.01.2023 14:30","3972","3838","","2365","1710","","17422","16761",""
"09.01.2023 14:30 - 09.01.2023 14:45","3516","3324","","2368","1657","","17018","16345",""
"09.01.2023 14:45 - 09.01.2023 15:00","2940","2719","","2367","1605","","16634","15942",""
"09.01.2023 15:00 - 09.01.2023 15:15","2326","2157","","2371","1694","","16267","15556",""
"09.01.2023 15:15 - 09.01.2023 15:30","1755","1617","","2388","1692","","16128","15349",""
"09.01.2023 15:30 - 09.01.2023 15:45","1218","1103","","2401","1689","","15988","15142",""
"09.01.2023 15:45 - 09.01.2023 16:00","737","662","","2417","1695","","15858","14949",""
"09.01.2023 16:00 - 09.01.2023 16:15","421","377","","2430","1708","","15735","14773",""
"09.01.2023 16:15 - 09.01.2023 16:30","236","211","","2464","1741","","15768","14795",""
"09.01.2023 16:30 - 09.01.2023 16:45","100","92","","2497","1776","","15799","14821",""
"09.01.2023 16:45 - 09.01.2023 17:00","9","11","","2532","1814","","15841","14851",""
"09.01.2023 17:00 - 09.01.2023 17:15","0","0","","2585","1863","","15890","14906",""
"09.01.2023 17:15 - 09.01.2023 17:30","0","0","","2629","1925","","15999","15032",""
"09.01.2023 17:30 - 09.01.2023 17:45","0","0","","2679","1992","","16109","15162",""
"09.01.2023 17:45 - 09.01.2023 18:00","0","0","","2725","2068","","16217","15288",""
"09.01.2023 18:00 - 09.01.2023 18:15","0","0","","2780","2148","","16335","15417",""
"09.01.2023 18:15 - 09.01.2023 18:30","0","0","","2834","2224","","16480","15589",""
"09.01.2023 18:30 - 09.01.2023 18:45","0","0","","2890","2298","","16666","15788",""
"09.01.2023 18:45 - 09.01.2023 19:00","0","0","","2947","2375","","16916","16050",""
"09.01.2023 19:00 - 09.01.2023 19:15","0","0","","3002","2446","","17263","16398",""
"09.01.2023 19:15 - 09.01.2023 19:30","0","0","","3078","2520","","17500","16647",""
"09.01.2023 19:30 - 09.01.2023 19:45","0","0","","3152","2596","","17663","16815",""
"09.01.2023 19:45 - 09.01.2023 20:00","0","0","","3227","2677","","17807","16967",""
"09.01.2023 20:00 - 09.01.2023 20:15","0","0","","3301","2759","","17938","17068",""
"09.01.2023 20:15 - 09.01.2023 20:30","0","0","","3368","2822","","18042","17212",""
"09.01.2023 20:30 - 09.01.2023 20:45","0","0","","3437","2884","","18146","17346",""
"09.01.2023 20:45 - 09.01.2023 21:00","0","0","","3504","2951","","18256","17502",""
"09.01.2023 21:00 - 09.01.2023 21:15","0","0","","3565","3013","","18374","17651",""
"09.01.2023 21:15 - 09.01.2023 21:30","0","0","","3636","3069","","18477","17828",""
"09.01.2023 21:30 - 09.01.2023 21:45","0","0","","3712","3128","","18582","17998",""
"09.01.2023 21:45 - 09.01.2023 22:00","0","0","","3778","3187","","18673","18145",""
"09.01.2023 22:00 - 09.01.2023 22:15","0","0","","3877","3291","","18541","18066",""
"09.01.2023 22:15 - 09.01.2023 22:30","0","0","","3951","3358","","18576","18124",""
"09.01.2023 22:30 - 09.01.2023 22:45","0","0","","4020","3421","","18609","18147",""
"09.01.2023 22:45 - 09.01.2023 23:00","0","0","","4092","3486","","18654","18173",""
"09.01.2023 23:00 - 09.01.2023 23:15","0","0","","4163","3545","","18695","18232",""
"09.01.2023 23:15 - 09.01.2023 23:30","0","0","","4194","3587","","18805","18328",""
"09.01.2023 23:30 - 09.01.2023 23:45","0","0","","4229","3631","","18909","18431",""
"09.01.2023 23:45 - 10.01.2023 00:00","0","0","","4260","3672","","19032","18520",""
"10.01.2023 00:00 - 10.01.2023 00:15","0","0","","3660","3987","","18126","17638",""
"10.01.2023 00:15 - 10.01.2023 00:30","0","0","","3642","3811","","18149","17212",""
"10.01.2023 00:30 - 10.01.2023 00:45","0","0","","3622","3655","","18159","17190",""
"10.01.2023 00:45 - 10.01.2023 01:00","0","0","","3604","3504","","18147","17042",""
"10.01.2023 01:00 - 10.01.2023 01:15","0","0","","3365","3389","","18117","17017",""
"10.01.2023 01:15 - 10.01.2023 01:30","0","0","","3304","3425","","18127","17164",""
"10.01.2023 01:30 - 10.01.2023 01:45","0","0","","3234","3243","","18143","17068",""
"10.01.2023 01:45 - 10.01.2023 02:00","0","0","","3169","3070","","18144","16895",""
"10.01.2023 02:00 - 10.01.2023 02:15","0","0","","3088","2891","","18124","16946",""
"10.01.2023 02:15 - 10.01.2023 02:30","0","0","","3001","2900","","18153","16943",""
"10.01.2023 02:30 - 10.01.2023 02:45","0","0","","2919","2871","","18193","17121",""
"10.01.2023 02:45 - 10.01.2023 03:00","0","0","","2836","2840","","18241","17095",""
"10.01.2023 03:00 - 10.01.2023 03:15","0","0","","2761","2765","","18285","17162",""
"10.01.2023 03:15 - 10.01.2023 03:30","0","0","","2706","2701","","18326","17555",""
"10.01.2023 03:30 - 10.01.2023 03:45","0","0","","2650","2783","","18377","17637",""
"10.01.2023 03:45 - 10.01.2023 04:00","0","0","","2595","2732","","18423","17841",""
"10.01.2023 04:00 - 10.01.2023 04:15","0","0","","2540","2719","","18457","17899",""
"10.01.2023 04:15 - 10.01.2023 04:30","0","0","","2516","2643","","18417","18228",""
"10.01.2023 04:30 - 10.01.2023 04:45","0","0","","2497","2664","","18370","18225",""
"10.01.2023 04:45 - 10.01.2023 05:00","0","0","","2473","2662","","18301","18485",""
"10.01.2023 05:00 - 10.01.2023 05:15","0","0","","2458","2656","","18237","18633",""
"10.01.2023 05:15 - 10.01.2023 05:30","0","0","","2491","2771","","18192","18686",""
"10.01.2023 05:30 - 10.01.2023 05:45","0","0","","2526","2794","","18157","18559",""
"10.01.2023 05:45 - 10.01.2023 06:00","0","0","","2558","2875","","18134","18310",""
"10.01.2023 06:00 - 10.01.2023 06:15","0","0","","2561","2805","","18321","18533",""
"10.01.2023 06:15 - 10.01.2023 06:30","0","0","","2602","2819","","18268","18180",""
"10.01.2023 06:30 - 10.01.2023 06:45","0","0","","2643","2923","","18213","17878",""
"10.01.2023 06:45 - 10.01.2023 07:00","0","0","","2681","2941","","18106","17620",""
"10.01.2023 07:00 - 10.01.2023 07:15","0","0","","2714","2868","","17916","17319",""
"10.01.2023 07:15 - 10.01.2023 07:30","0","0","","2736","2923","","17734","17148",""
"10.01.2023 07:30 - 10.01.2023 07:45","0","0","","2760","2930","","17572","16923",""
"10.01.2023 07:45 - 10.01.2023 08:00","0","0","","2779","2917","","17385","16886",""
"10.01.2023 08:00 - 10.01.2023 08:15","17","9","","2798","2851","","17093","16659",""
"10.01.2023 08:15 - 10.01.2023 08:30","87","71","","2848","2861","","16818","16521",""
"10.01.2023 08:30 - 10.01.2023 08:45","397","329","","2891","2886","","16612","16551",""
"10.01.2023 08:45 - 10.01.2023 09:00","669","631","","2939","2912","","16439","16594",""
"10.01.2023 09:00 - 10.01.2023 09:15","1015","1027","","2988","2942","","16245","16552",""
"10.01.2023 09:15 - 10.01.2023 09:30","1447","1541","","3048","3020","","16115","16448",""
"10.01.2023 09:30 - 10.01.2023 09:45","1939","2100","","3112","3095","","15972","16358",""
"10.01.2023 09:45 - 10.01.2023 10:00","2451","2678","","3167","3175","","15833","16255",""
"10.01.2023 10:00 - 10.01.2023 10:15","2949","3247","","3228","3269","","15729","16168",""
"10.01.2023 10:15 - 10.01.2023 10:30","3461","3810","","3320","3611","","15761","16165",""
"10.01.2023 10:30 - 10.01.2023 10:45","3954","4332","","3422","3818","","15797","16157",""
"10.01.2023 10:45 - 10.01.2023 11:00","4391","4817","","3526","4034","","15818","16148",""
"10.01.2023 11:00 - 10.01.2023 11:15","4842","5254","","3631","4232","","15842","16146",""
"10.01.2023 11:15 - 10.01.2023 11:30","5193","5705","","3763","4437","","15923","16224",""
"10.01.2023 11:30 - 10.01.2023 11:45","5494","6023","","3900","4634","","15992","16300",""
"10.01.2023 11:45 - 10.01.2023 12:00","5704","6220","","4033","4834","","16061","16387",""
"10.01.2023 12:00 - 10.01.2023 12:15","5851","6394","","4173","4905","","16088","16471",""
"10.01.2023 12:15 - 10.01.2023 12:30","5938","6508","","4355","5040","","15978","16476",""
"10.01.2023 12:30 - 10.01.2023 12:45","5950","6490","","4532","5182","","15883","16484",""
"10.01.2023 12:45 - 10.01.2023 13:00","5882","6368","","4689","5317","","15843","16514",""
"10.01.2023 13:00 - 10.01.2023 13:15","5775","6218","","4851","5440","","15821","16529",""
"10.01.2023 13:15 - 10.01.2023 13:30","5611","6028","","5009","5535","","15714","16494",""
"10.01.2023 13:30 - 10.01.2023 13:45","5352","5750","","5153","5637","","15564","16441",""
"10.01.2023 13:45 - 10.01.2023 14:00","4997","5376","","5279","5737","","15411","16376",""
"10.01.2023 14:00 - 10.01.2023 14:15","4600","5113","","5399","5828","","15256","16519",""
"10.01.2023 14:15 - 10.01.2023 14:30","4138","4564","","5505","5883","","15121","16382",""
"10.01.2023 14:30 - 10.01.2023 14:45","3652","3946","","5580","5920","","14982","16243",""
"10.01.2023 14:45 - 10.01.2023 15:00","3076","3275","","5625","5939","","14823","16099",""
"10.01.2023 15:00 - 10.01.2023 15:15","2464","2624","","5554","5670","","14727","16009",""
"10.01.2023 15:15 - 10.01.2023 15:30","1916","2002","","5639","5726","","14853","16118",""
"10.01.2023 15:30 - 10.01.2023 15:45","1373","1427","","5672","5751","","15023","16266",""
"10.01.2023 15:45 - 10.01.2023 16:00","868","913","","5697","5772","","15204","16429",""
"10.01.2023 16:00 - 10.01.2023 16:15","523","554","","5720","5791","","15418","16611",""
"10.01.2023 16:15 - 10.01.2023 16:30","300","322","","5718","5789","","15947","17137",""
"10.01.2023 16:30 - 10.01.2023 16:45","137","153","","5723","5788","","16537","17691",""
"10.01.2023 16:45 - 10.01.2023 17:00","29","29","","5723","5781","","17137","18232",""
"10.01.2023 17:00 - 10.01.2023 17:15","0","0","","5716","5772","","17696","18748",""
"10.01.2023 17:15 - 10.01.2023 17:30","0","0","","5706","5782","","18369","19393",""
"10.01.2023 17:30 - 10.01.2023 17:45","0","0","","5697","5785","","19031","20023",""
"10.01.2023 17:45 - 10.01.2023 18:00","0","0","","5685","5777","","19746","20690",""
"10.01.2023 18:00 - 10.01.2023 18:15","0","0","","5644","5738","","20465","21374",""
"10.01.2023 18:15 - 10.01.2023 18:30","0","0","","5641","5750","","21252","22138",""
"10.01.2023 18:30 - 10.01.2023 18:45","0","0","","5638","5704","","22101","23022",""
"10.01.2023 18:45 - 10.01.2023 19:00","0","0","","5633","5710","","22958","23953",""
"10.01.2023 19:00 - 10.01.2023 19:15","0","0","","5622","5713","","23769","24788",""
"10.01.2023 19:15 - 10.01.2023 19:30","0","0","","5620","5704","","24532","25596",""
"10.01.2023 19:30 - 10.01.2023 19:45","0","0","","5610","5642","","25261","26320",""
"10.01.2023 19:45 - 10.01.2023 20:00","0","0","","5565","5629","","25987","27028",""
"10.01.2023 20:00 - 10.01.2023 20:15","0","0","","5515","5565","","26692","27706",""
"10.01.2023 20:15 - 10.01.2023 20:30","0","0","","5426","5554","","27333","28336",""
"10.01.2023 20:30 - 10.01.2023 20:45","0","0","","5491","5589","","27969","28950",""
"10.01.2023 20:45 - 10.01.2023 21:00","0","0","","5485","5465","","28591","29583",""
"10.01.2023 21:00 - 10.01.2023 21:15","0","0","","5475","5391","","29184","30157",""
"10.01.2023 21:15 - 10.01.2023 21:30","0","0","","5480","5395","","29707","30639",""
"10.01.2023 21:30 - 10.01.2023 21:45","0","0","","5482","5401","","30219","31103",""
"10.01.2023 21:45 - 10.01.2023 22:00","0","0","","5483","5408","","30703","31532",""
"10.01.2023 22:00 - 10.01.2023 22:15","0","0","","5494","5428","","30457","31195",""
"10.01.2023 22:15 - 10.01.2023 22:30","0","0","","5508","5443","","30799","31420",""
"10.01.2023 22:30 - 10.01.2023 22:45","0","0","","5523","5464","","31117","31595",""
"10.01.2023 22:45 - 10.01.2023 23:00","0","0","","5539","5491","","31420","31789",""
"10.01.2023 23:00 - 10.01.2023 23:15","0","0","","5565","5522","","31688","31935",""
"10.01.2023 23:15 - 10.01.2023 23:30","0","0","","5592","5529","","31888","32094",""
"10.01.2023 23:30 - 10.01.2023 23:45","0","0","","5620","5542","","32090","32264",""
"10.01.2023 23:45 - 11.01.2023 00:00","0","0","","5652","5556","","32281","32456",""
"11.01.2023 00:00 - 11.01.2023 00:15","0","0","","5783","3750","","33311","35460",""
"11.01.2023 00:15 - 11.01.2023 00:30","0","0","","5810","3699","","32963","34369",""
"11.01.2023 00:30 - 11.01.2023 00:45","0","0","","5835","3770","","32650","32972",""
"11.01.2023 00:45 - 11.01.2023 01:00","0","0","","5861","3738","","32627","32902",""
"11.01.2023 01:00 - 11.01.2023 01:15","0","0","","5782","4016","","32405","32122",""
"11.01.2023 01:15 - 11.01.2023 01:30","0","0","","5773","4117","","32163","31673",""
"11.01.2023 01:30 - 11.01.2023 01:45","0","0","","5767","4356","","32210","31634",""
"11.01.2023 01:45 - 11.01.2023 02:00","0","0","","5757","4450","","32327","31375",""
"11.01.2023 02:00 - 11.01.2023 02:15","0","0","","5748","4860","","32456","30953",""
"11.01.2023 02:15 - 11.01.2023 02:30","0","0","","5739","4933","","32584","30994",""
"11.01.2023 02:30 - 11.01.2023 02:45","0","0","","5725","4959","","32700","31356",""
"11.01.2023 02:45 - 11.01.2023 03:00","0","0","","5722","4979","","32778","31267",""
"11.01.2023 03:00 - 11.01.2023 03:15","0","0","","5713","5224","","32820","31323",""
"11.01.2023 03:15 - 11.01.2023 03:30","0","0","","5701","5304","","32860","30719",""
"11.01.2023 03:30 - 11.01.2023 03:45","0","0","","5683","5296","","32902","30601",""
"11.01.2023 03:45 - 11.01.2023 04:00","0","0","","5672","5327","","32906","30568",""
"11.01.2023 04:00 - 11.01.2023 04:15","0","0","","5663","5233","","32915","30655",""
"11.01.2023 04:15 - 11.01.2023 04:30","0","0","","5653","5270","","32886","30650",""
"11.01.2023 04:30 - 11.01.2023 04:45","0","0","","5644","5286","","32829","30611",""
"11.01.2023 04:45 - 11.01.2023 05:00","0","0","","5636","5270","","32779","30836",""
"11.01.2023 05:00 - 11.01.2023 05:15","0","0","","5623","5260","","32945","31301",""
"11.01.2023 05:15 - 11.01.2023 05:30","0","0","","5599","5176","","33356","32283",""
"11.01.2023 05:30 - 11.01.2023 05:45","0","0","","5580","5232","","33750","32677",""
"11.01.2023 05:45 - 11.01.2023 06:00","0","0","","5565","5191","","34108","33306",""
"11.01.2023 06:00 - 11.01.2023 06:15","0","0","","5475","5391","","34642","34275",""
"11.01.2023 06:15 - 11.01.2023 06:30","0","0","","5462","5220","","34290","34101",""
"11.01.2023 06:30 - 11.01.2023 06:45","0","0","","5448","5220","","33902","34233",""
"11.01.2023 06:45 - 11.01.2023 07:00","0","0","","5429","5224","","33457","34030",""
"11.01.2023 07:00 - 11.01.2023 07:15","0","0","","5415","5294","","32789","33072",""
"11.01.2023 07:15 - 11.01.2023 07:30","0","0","","5578","5312","","32065","32210",""
"11.01.2023 07:30 - 11.01.2023 07:45","0","0","","5579","5325","","31426","31313",""
"11.01.2023 07:45 - 11.01.2023 08:00","0","0","","5575","5354","","30780","30590",""
"11.01.2023 08:00 - 11.01.2023 08:15","13","12","","5574","5366","","30167","29855",""
"11.01.2023 08:15 - 11.01.2023 08:30","72","76","","5709","5366","","29420","29139",""
"11.01.2023 08:30 - 11.01.2023 08:45","312","289","","5696","5362","","28709","28383",""
"11.01.2023 08:45 - 11.01.2023 09:00","490","461","","5595","5355","","27987","27571",""
"11.01.2023 09:00 - 11.01.2023 09:15","693","641","","5591","5352","","27293","26903",""
"11.01.2023 09:15 - 11.01.2023 09:30","938","886","","5608","5351","","26688","26354",""
"11.01.2023 09:30 - 11.01.2023 09:45","1211","1155","","5621","5347","","26047","25795",""
"11.01.2023 09:45 - 11.01.2023 10:00","1496","1442","","5675","5348","","25459","25287",""
"11.01.2023 10:00 - 11.01.2023 10:15","1766","1723","","5691","5345","","25017","24859",""
"11.01.2023 10:15 - 11.01.2023 10:30","2054","2002","","5721","5550","","24555","24487",""
"11.01.2023 10:30 - 11.01.2023 10:45","2330","2256","","5747","5567","","24133","24149",""
"11.01.2023 10:45 - 11.01.2023 11:00","2597","2467","","5778","5596","","23763","23799",""
"11.01.2023 11:00 - 11.01.2023 11:15","2833","2661","","5804","5625","","23443","23465",""
"11.01.2023 11:15 - 11.01.2023 11:30","3054","2857","","5836","5678","","23218","23196",""
"11.01.2023 11:30 - 11.01.2023 11:45","3232","2989","","5864","5726","","23034","23005",""
"11.01.2023 11:45 - 11.01.2023 12:00","3345","3049","","5892","5778","","22877","22839",""
"11.01.2023 12:00 - 11.01.2023 12:15","3426","3090","","5913","5823","","22732","22675",""
"11.01.2023 12:15 - 11.01.2023 12:30","3465","3096","","5913","5847","","22629","22566",""
"11.01.2023 12:30 - 11.01.2023 12:45","3437","3047","","5910","5875","","22504","22434",""
"11.01.2023 12:45 - 11.01.2023 13:00","3365","2950","","5915","5901","","22384","22314",""
"11.01.2023 13:00 - 11.01.2023 13:15","3247","2832","","5887","5923","","22278","22223",""
"11.01.2023 13:15 - 11.01.2023 13:30","3089","2666","","5870","5928","","22158","22161",""
"11.01.2023 13:30 - 11.01.2023 13:45","2903","2517","","5813","5921","","22023","22090",""
"11.01.2023 13:45 - 11.01.2023 14:00","2698","2338","","5790","5923","","21898","22029",""
"11.01.2023 14:00 - 11.01.2023 14:15","2481","2311","","5769","5913","","21758","22150",""
"11.01.2023 14:15 - 11.01.2023 14:30","2231","2060","","5748","5893","","21570","22062",""
"11.01.2023 14:30 - 11.01.2023 14:45","1964","1794","","5726","5951","","21381","22004",""
"11.01.2023 14:45 - 11.01.2023 15:00","1667","1517","","5703","5930","","21200","21945",""
"11.01.2023 15:00 - 11.01.2023 15:15","1363","1234","","5674","5642","","21020","21895",""
"11.01.2023 15:15 - 11.01.2023 15:30","1091","963","","5659","5616","","20882","21773",""
"11.01.2023 15:30 - 11.01.2023 15:45","834","706","","5641","5589","","20742","21719",""
"11.01.2023 15:45 - 11.01.2023 16:00","575","473","","5625","5566","","20616","21694",""
"11.01.2023 16:00 - 11.01.2023 16:15","365","296","","5611","5544","","20502","21695",""
"11.01.2023 16:15 - 11.01.2023 16:30","207","176","","5616","5541","","20524","21725",""
"11.01.2023 16:30 - 11.01.2023 16:45","93","81","","5621","5535","","20544","21789",""
"11.01.2023 16:45 - 11.01.2023 17:00","22","19","","5630","5535","","20581","21840",""
"11.01.2023 17:00 - 11.01.2023 17:15","0","0","","5643","5535","","20645","21899",""
"11.01.2023 17:15 - 11.01.2023 17:30","0","0","","5648","5558","","20972","22210",""
"11.01.2023 17:30 - 11.01.2023 17:45","0","0","","5648","5584","","21305","22532",""
"11.01.2023 17:45 - 11.01.2023 18:00","0","0","","5650","5804","","21649","22866",""
"11.01.2023 18:00 - 11.01.2023 18:15","0","0","","5654","5829","","22041","23234",""
