date,price_AT,price_BE,price_GER,price_NL
2019-03-14 16:00:00,39.0,40.49,31.11,41.0
2019-03-14 17:00:00,38.23,37.96,34.62,42.32
2019-03-14 18:00:00,37.92,40.56,37.58,41.76
2019-03-14 19:00:00,40.18,47.9,39.13,49.09
2019-03-14 20:00:00,35.17,46.75,33.6,46.75
2019-03-14 21:00:00,30.48,35.77,29.79,38.4
2019-03-14 22:00:00,28.61,40.0,27.38,40.0
2019-03-14 23:00:00,21.74,40.0,19.76,40.0
2019-03-15 00:00:00,24.08,31.12,11.91,30.07
2019-03-15 01:00:00,14.49,26.5,13.43,39.11
2019-03-15 02:00:00,12.36,23.76,11.37,37.8
2019-03-15 03:00:00,8.47,19.79,7.65,35.0
2019-03-15 04:00:00,13.8,22.0,13.17,36.1
2019-03-15 05:00:00,22.52,25.44,22.28,31.7
2019-03-15 06:00:00,28.79,31.14,28.6,36.0
2019-03-15 07:00:00,40.93,42.22,40.79,45.0
2019-03-15 08:00:00,42.68,43.39,42.56,43.72
2019-03-15 09:00:00,42.59,42.59,42.59,42.59
2019-03-15 10:00:00,41.54,41.54,41.54,41.54
2019-03-15 11:00:00,40.97,40.97,40.97,40.97
2019-03-15 12:00:00,39.91,39.91,39.91,39.91
2019-03-15 13:00:00,33.64,34.54,33.54,36.4
2019-03-15 14:00:00,26.46,31.42,25.89,41.75
2019-03-15 15:00:00,26.01,31.18,24.76,41.64
2019-03-15 16:00:00,26.01,30.02,22.46,41.74
2019-03-15 17:00:00,25.17,30.74,24.47,42.5
2019-03-15 18:00:00,29.9,36.71,28.75,40.0
2019-03-15 19:00:00,37.04,43.52,35.94,46.75
2019-03-15 20:00:00,26.34,38.12,24.34,43.99
2019-03-15 21:00:00,19.55,33.47,17.19,40.1
2019-03-15 22:00:00,26.96,42.44,0.07,40.18
2019-03-15 23:00:00,11.88,32.4,10.79,39.88
2019-03-16 00:00:00,17.47,30.0,-1.0,39.98
2019-03-16 01:00:00,4.09,18.45,-2.68,39.86
2019-03-16 02:00:00,1.43,20.0,0.01,39.9
2019-03-16 03:00:00,-0.55,21.32,-1.96,39.42
2019-03-16 04:00:00,2.02,16.87,2.02,39.54
2019-03-16 05:00:00,3.24,16.93,2.33,39.65
2019-03-16 06:00:00,10.37,20.22,9.97,36.4
2019-03-16 07:00:00,21.73,25.19,21.59,32.0
2019-03-16 08:00:00,27.98,32.82,27.93,35.4
2019-03-16 09:00:00,34.18,37.43,34.18,37.43
2019-03-16 10:00:00,34.14,38.22,34.14,38.22
2019-03-16 11:00:00,31.91,37.4,31.91,37.4
2019-03-16 12:00:00,30.9,35.1,30.9,34.9
2019-03-16 13:00:00,26.37,26.37,26.37,26.37
2019-03-16 14:00:00,24.76,32.5,24.76,32.5
2019-03-16 15:00:00,23.4,33.24,23.4,33.24
2019-03-16 16:00:00,26.31,20.5,26.23,32.5
2019-03-16 17:00:00,26.28,45.95,26.23,38.0
2019-03-16 18:00:00,29.18,40.55,28.95,39.9
2019-03-16 19:00:00,28.59,35.02,28.27,38.5
2019-03-16 20:00:00,22.78,30.97,22.78,36.4
2019-03-16 21:00:00,5.74,23.27,5.74,34.9
2019-03-16 22:00:00,9.96,24.04,9.09,31.7
2019-03-16 23:00:00,3.37,23.98,2.1,35.0
2019-03-17 00:00:00,8.06,12.61,-2.3,35.0
2019-03-17 01:00:00,19.0,8.58,-3.34,26.5
2019-03-17 02:00:00,10.07,1.59,-9.33,20.1
2019-03-17 03:00:00,1.93,-4.59,-13.53,0.1
2019-03-17 04:00:00,-5.86,-0.77,-6.23,9.0
2019-03-17 05:00:00,-7.34,6.63,-9.9,35.0
2019-03-17 06:00:00,-4.97,8.06,-11.37,38.64
2019-03-17 07:00:00,6.57,11.21,-11.26,36.2
2019-03-17 08:00:00,-3.06,10.0,-9.93,36.1
2019-03-17 09:00:00,-4.99,13.42,-8.53,39.0
2019-03-17 10:00:00,-4.9,2.76,-6.66,37.8
2019-03-17 11:00:00,0.26,10.0,-0.75,36.35
2019-03-17 12:00:00,-4.98,0.91,-7.06,37.4
2019-03-17 13:00:00,-9.39,6.46,-9.99,36.9
2019-03-17 14:00:00,-16.49,-4.41,-17.36,34.5
2019-03-17 15:00:00,-20.23,-0.39,-20.23,35.1
2019-03-17 16:00:00,-10.01,5.81,-10.01,35.2
2019-03-17 17:00:00,5.33,17.65,5.33,39.81
2019-03-17 18:00:00,29.09,33.6,28.87,37.54
2019-03-17 19:00:00,37.0,43.91,36.66,49.72
2019-03-17 20:00:00,31.0,38.48,30.64,45.0
2019-03-17 21:00:00,23.72,31.66,23.34,38.82
2019-03-17 22:00:00,26.41,33.51,25.94,39.32
2019-03-17 23:00:00,19.27,33.13,17.22,39.5
2019-03-18 00:00:00,19.04,34.0,17.65,33.0
2019-03-18 01:00:00,14.79,35.73,12.86,34.0
2019-03-18 02:00:00,15.74,31.74,14.27,35.0
2019-03-18 03:00:00,15.2,23.36,14.45,37.7
2019-03-18 04:00:00,7.79,26.84,6.03,37.95
2019-03-18 05:00:00,23.75,36.95,22.51,39.66
2019-03-18 06:00:00,42.12,49.11,41.27,42.16
2019-03-18 07:00:00,46.65,48.29,46.37,48.29
2019-03-18 08:00:00,45.96,56.8,44.13,56.8
2019-03-18 09:00:00,42.44,53.47,41.2,46.34
2019-03-18 10:00:00,40.25,52.4,33.18,42.6
2019-03-18 11:00:00,39.96,41.25,32.03,40.1
2019-03-18 12:00:00,39.0,36.35,27.71,35.0
2019-03-18 13:00:00,42.25,38.05,24.32,36.2
2019-03-18 14:00:00,39.98,37.75,24.93,36.2
2019-03-18 15:00:00,38.94,38.12,24.5,37.77
2019-03-18 16:00:00,35.81,37.27,35.57,38.0
2019-03-18 17:00:00,42.33,45.27,41.95,47.4
2019-03-18 18:00:00,45.83,57.0,45.74,46.12
2019-03-18 19:00:00,48.71,85.0,48.44,53.0
2019-03-18 20:00:00,45.72,57.0,45.64,46.0
2019-03-18 21:00:00,43.12,57.0,42.96,44.39
2019-03-18 22:00:00,41.7,41.7,41.7,41.7
2019-03-18 23:00:00,37.76,41.88,36.77,40.74
2019-03-19 00:00:00,39.08,39.08,39.08,39.08
2019-03-19 01:00:00,38.49,38.49,38.49,38.49
2019-03-19 02:00:00,37.45,37.45,37.45,37.45
2019-03-19 03:00:00,36.47,36.47,36.47,36.47
2019-03-19 04:00:00,36.42,36.42,36.42,36.42
2019-03-19 05:00:00,40.29,40.29,40.29,40.29
2019-03-19 06:00:00,46.96,46.96,46.96,46.96
2019-03-19 07:00:00,51.27,51.27,51.27,51.27
2019-03-19 08:00:00,54.38,54.38,54.38,54.38
2019-03-19 09:00:00,49.69,49.69,49.69,49.69
2019-03-19 10:00:00,46.31,46.31,46.31,46.31
2019-03-19 11:00:00,44.55,44.55,44.55,44.55
2019-03-19 12:00:00,43.31,43.31,43.31,43.31
2019-03-19 13:00:00,42.89,42.89,42.89,42.89
2019-03-19 14:00:00,42.48,42.48,42.48,42.48
2019-03-19 15:00:00,43.74,43.74,43.74,43.74
2019-03-19 16:00:00,44.61,44.61,44.61,44.61
2019-03-19 17:00:00,48.96,48.96,48.96,48.96
2019-03-19 18:00:00,55.2,61.5,55.17,55.17
2019-03-19 19:00:00,60.73,60.73,60.73,60.73
2019-03-19 20:00:00,52.55,52.55,52.55,52.55
2019-03-19 21:00:00,46.46,46.46,46.46,46.46
2019-03-19 22:00:00,44.72,44.72,44.72,44.72
2019-03-19 23:00:00,41.08,41.08,41.08,41.08
2019-03-20 00:00:00,38.28,38.28,38.28,38.28
2019-03-20 01:00:00,36.3,36.3,36.3,36.3
2019-03-20 02:00:00,35.05,35.05,35.05,35.05
2019-03-20 03:00:00,34.33,34.33,34.33,34.33
2019-03-20 04:00:00,34.69,34.69,34.69,34.69
2019-03-20 05:00:00,37.2,37.2,37.2,37.2
2019-03-20 06:00:00,43.95,47.61,43.66,41.23
2019-03-20 07:00:00,47.03,50.57,46.89,45.56
2019-03-20 08:00:00,43.85,56.23,43.85,52.94
2019-03-20 09:00:00,42.88,48.15,42.88,46.36
2019-03-20 10:00:00,39.19,45.35,39.19,43.89
2019-03-20 11:00:00,39.86,39.86,39.86,39.86
2019-03-20 12:00:00,37.59,37.59,37.59,37.59
2019-03-20 13:00:00,37.47,37.47,37.47,37.47
2019-03-20 14:00:00,38.16,38.16,38.16,38.16
2019-03-20 15:00:00,40.36,40.36,40.36,40.36
2019-03-20 16:00:00,42.1,42.1,42.1,42.1
2019-03-20 17:00:00,45.49,45.49,45.49,45.49
2019-03-20 18:00:00,51.1,53.2,51.08,51.0
2019-03-20 19:00:00,55.55,55.55,55.55,55.55
2019-03-20 20:00:00,49.04,50.0,49.01,48.74
2019-03-20 21:00:00,44.24,44.24,44.24,44.24
2019-03-20 22:00:00,43.0,43.4,42.97,42.74
2019-03-20 23:00:00,39.88,42.03,39.76,38.65
2019-03-21 00:00:00,35.47,35.47,35.47,35.47
2019-03-21 01:00:00,34.7,34.7,34.7,34.7
2019-03-21 02:00:00,33.51,33.51,33.51,33.51
2019-03-21 03:00:00,33.04,33.04,33.04,33.04
2019-03-21 04:00:00,33.1,33.1,33.1,33.1
2019-03-21 05:00:00,35.93,35.93,35.93,35.93
2019-03-21 06:00:00,44.03,44.09,44.03,44.0
2019-03-21 07:00:00,46.68,52.28,46.25,43.31
2019-03-21 08:00:00,44.97,45.44,44.91,45.26
2019-03-21 09:00:00,41.87,45.64,41.28,45.55
2019-03-21 10:00:00,38.5,38.5,38.5,38.5
2019-03-21 11:00:00,35.89,35.89,35.89,35.89
2019-03-21 12:00:00,35.43,35.43,35.43,35.43
2019-03-21 13:00:00,34.5,34.5,34.5,34.5
2019-03-21 14:00:00,34.62,34.72,34.61,34.9
2019-03-21 15:00:00,36.81,36.81,36.81,36.81
2019-03-21 16:00:00,39.27,39.27,39.27,39.27
2019-03-21 17:00:00,43.4,43.4,43.4,43.4
2019-03-21 18:00:00,46.7,46.7,46.7,46.7
2019-03-21 19:00:00,55.0,55.0,55.0,55.0
2019-03-21 20:00:00,47.53,47.53,47.53,47.53
2019-03-21 21:00:00,43.92,43.92,43.92,43.92
2019-03-21 22:00:00,41.94,41.94,41.94,41.94
2019-03-21 23:00:00,39.3,39.65,39.28,39.09
2019-03-22 00:00:00,39.0,39.0,39.0,39.0
2019-03-22 01:00:00,35.95,35.95,35.95,35.95
2019-03-22 02:00:00,36.69,36.69,36.69,36.69
2019-03-22 03:00:00,36.39,36.39,36.39,36.39
2019-03-22 04:00:00,36.28,36.28,36.28,36.28
2019-03-22 05:00:00,39.95,39.95,39.95,39.95
2019-03-22 06:00:00,46.01,46.01,46.01,46.01
2019-03-22 07:00:00,50.98,50.98,50.98,50.98
2019-03-22 08:00:00,49.2,49.2,49.2,49.2
2019-03-22 09:00:00,44.97,44.97,44.97,44.97
2019-03-22 10:00:00,40.41,40.41,40.41,40.41
2019-03-22 11:00:00,36.57,36.57,36.57,36.57
2019-03-22 12:00:00,35.0,35.0,35.0,35.0
2019-03-22 13:00:00,34.3,34.3,34.3,34.3
2019-03-22 14:00:00,34.46,34.46,34.46,34.46
2019-03-22 15:00:00,35.0,35.0,35.0,35.0
2019-03-22 16:00:00,37.78,37.78,37.78,37.78
2019-03-22 17:00:00,44.05,42.59,44.05,43.61
2019-03-22 18:00:00,46.91,46.91,46.91,46.91
2019-03-22 19:00:00,50.17,50.17,50.17,50.17
2019-03-22 20:00:00,46.0,46.0,46.0,46.0
2019-03-22 21:00:00,40.61,40.61,40.61,40.61
2019-03-22 22:00:00,39.9,39.9,39.9,39.9
2019-03-22 23:00:00,37.12,37.12,37.12,37.12
2019-03-23 00:00:00,35.53,35.53,35.53,35.53
2019-03-23 01:00:00,34.94,34.94,34.94,34.94
2019-03-23 02:00:00,34.9,34.9,34.9,34.9
2019-03-23 03:00:00,33.1,33.1,33.1,33.1
2019-03-23 04:00:00,33.05,33.05,33.05,33.05
2019-03-23 05:00:00,34.6,34.6,34.6,34.6
2019-03-23 06:00:00,36.64,36.64,36.64,36.64
2019-03-23 07:00:00,38.86,38.86,38.86,38.86
2019-03-23 08:00:00,38.43,38.43,38.43,38.43
2019-03-23 09:00:00,37.41,38.39,37.38,40.36
2019-03-23 10:00:00,34.56,35.51,34.53,37.34
2019-03-23 11:00:00,32.01,33.61,31.95,36.62
2019-03-23 12:00:00,29.91,32.03,29.82,36.0
2019-03-23 13:00:00,29.09,29.79,29.06,31.1
2019-03-23 14:00:00,28.28,28.91,28.25,30.1
2019-03-23 15:00:00,29.54,30.09,29.52,31.1
2019-03-23 16:00:00,31.38,34.56,31.38,32.58
2019-03-23 17:00:00,37.0,41.55,37.0,38.71
2019-03-23 18:00:00,41.05,41.64,41.05,41.27
2019-03-23 19:00:00,44.99,44.99,44.99,44.99
2019-03-23 20:00:00,42.25,42.25,42.25,42.25
2019-03-23 21:00:00,39.1,39.1,39.1,39.1
2019-03-23 22:00:00,40.35,40.35,40.35,40.35
2019-03-23 23:00:00,37.93,37.93,37.93,37.93
2019-03-24 00:00:00,39.15,39.15,39.15,39.15
2019-03-24 01:00:00,36.05,36.05,36.05,36.05
2019-03-24 02:00:00,34.45,34.45,34.45,34.45
2019-03-24 03:00:00,33.61,33.61,33.61,33.61
2019-03-24 04:00:00,33.85,33.85,33.85,33.85
2019-03-24 05:00:00,34.2,34.2,34.2,34.2
2019-03-24 06:00:00,34.32,34.32,34.32,34.32
2019-03-24 07:00:00,34.98,34.98,34.98,34.98
2019-03-24 08:00:00,36.6,36.6,36.6,36.6
2019-03-24 09:00:00,35.81,35.81,35.81,35.81
2019-03-24 10:00:00,33.78,33.78,33.78,33.78
2019-03-24 11:00:00,32.01,32.01,32.01,32.01
2019-03-24 12:00:00,31.1,31.1,31.1,31.1
2019-03-24 13:00:00,25.08,25.08,25.08,25.08
2019-03-24 14:00:00,24.13,24.13,24.13,24.13
2019-03-24 15:00:00,23.79,23.79,23.79,23.79
2019-03-24 16:00:00,25.1,25.1,25.1,25.1
2019-03-24 17:00:00,33.02,41.77,33.02,36.6
2019-03-24 18:00:00,39.37,39.37,39.37,39.37
2019-03-24 19:00:00,42.61,42.81,42.6,42.93
2019-03-24 20:00:00,39.4,40.13,39.33,40.55
2019-03-24 21:00:00,36.35,36.79,36.34,37.6
2019-03-24 22:00:00,34.58,36.53,34.47,40.0
2019-03-24 23:00:00,30.17,33.03,29.99,38.2
2019-03-25 00:00:00,24.34,24.34,24.34,24.34
2019-03-25 01:00:00,24.01,22.5,22.5,22.5
2019-03-25 02:00:00,23.06,23.74,23.01,25.0
2019-03-25 03:00:00,20.91,21.45,20.89,22.4
2019-03-25 04:00:00,21.57,23.8,21.57,27.6
2019-03-25 05:00:00,26.1,26.77,26.05,28.0
2019-03-25 06:00:00,34.45,34.45,34.45,34.45
2019-03-25 07:00:00,39.61,45.54,38.39,42.0
2019-03-25 08:00:00,39.87,43.27,39.17,41.18
2019-03-25 09:00:00,32.88,47.48,29.93,39.69
2019-03-25 10:00:00,31.56,39.28,29.96,34.61
2019-03-25 11:00:00,30.97,32.78,30.79,34.0
2019-03-25 12:00:00,32.03,31.89,30.06,33.06
2019-03-25 13:00:00,31.38,31.79,31.33,32.4
2019-03-25 14:00:00,29.36,30.44,29.25,31.2
2019-03-25 15:00:00,29.75,30.8,29.67,31.52
2019-03-25 16:00:00,29.04,30.71,28.94,32.4
2019-03-25 17:00:00,36.68,36.68,36.68,36.68
2019-03-25 18:00:00,41.2,41.2,41.2,41.2
2019-03-25 19:00:00,46.62,47.96,46.45,48.5
2019-03-25 20:00:00,42.9,43.12,42.87,43.22
2019-03-25 21:00:00,39.81,39.81,39.81,39.81
2019-03-25 22:00:00,39.99,39.99,39.99,39.99
2019-03-25 23:00:00,37.56,37.56,37.56,37.56
2019-03-26 00:00:00,33.25,33.25,33.25,33.25
2019-03-26 01:00:00,30.8,30.97,30.79,31.3
2019-03-26 02:00:00,30.1,30.49,30.07,31.2
2019-03-26 03:00:00,30.04,30.47,30.01,31.3
2019-03-26 04:00:00,30.06,30.48,30.03,31.3
2019-03-26 05:00:00,32.5,32.5,32.5,32.5
2019-03-26 06:00:00,39.0,39.0,39.0,39.0
2019-03-26 07:00:00,43.06,46.86,42.8,42.8
2019-03-26 08:00:00,42.75,42.75,42.75,42.75
2019-03-26 09:00:00,37.26,51.63,35.9,40.0
2019-03-26 10:00:00,33.88,49.6,32.54,42.0
2019-03-26 11:00:00,33.29,42.45,32.58,39.05
2019-03-26 12:00:00,32.7,34.82,32.51,38.78
2019-03-26 13:00:00,31.97,33.89,31.78,37.4
2019-03-26 14:00:00,31.02,32.78,30.87,36.1
2019-03-26 15:00:00,32.0,32.67,31.94,33.9
2019-03-26 16:00:00,34.0,34.0,34.0,34.0
2019-03-26 17:00:00,39.76,39.76,39.76,39.76
2019-03-26 18:00:00,43.03,47.4,43.0,43.0
2019-03-26 19:00:00,49.4,49.43,49.4,49.4
2019-03-26 20:00:00,46.41,46.41,46.41,46.41
2019-03-26 21:00:00,43.37,43.37,43.37,43.37
2019-03-26 22:00:00,42.28,42.28,42.28,42.28
2019-03-26 23:00:00,38.42,38.42,38.42,38.42
2019-03-27 00:00:00,36.62,36.62,36.62,36.62
2019-03-27 01:00:00,34.81,34.81,34.81,34.81
2019-03-27 02:00:00,34.27,34.27,34.27,34.27
2019-03-27 03:00:00,33.37,33.37,33.37,33.37
2019-03-27 04:00:00,34.14,34.14,34.14,34.14
2019-03-27 05:00:00,36.82,36.82,36.82,36.82
2019-03-27 06:00:00,42.01,42.01,42.01,42.01
2019-03-27 07:00:00,46.0,46.0,46.0,46.0
2019-03-27 08:00:00,47.04,47.04,47.04,47.04
2019-03-27 09:00:00,43.94,43.94,43.94,43.94
2019-03-27 10:00:00,41.48,41.48,41.48,41.48
2019-03-27 11:00:00,40.61,40.61,40.61,40.61
2019-03-27 12:00:00,40.0,40.0,40.0,40.0
2019-03-27 13:00:00,39.58,39.58,39.58,39.58
2019-03-27 14:00:00,38.75,38.75,38.75,38.75
2019-03-27 15:00:00,39.47,36.93,39.47,38.75
2019-03-27 16:00:00,39.18,39.18,39.18,39.18
2019-03-27 17:00:00,41.49,41.49,41.49,41.49
2019-03-27 18:00:00,44.17,44.17,44.17,44.17
2019-03-27 19:00:00,47.95,54.0,47.91,47.68
2019-03-27 20:00:00,43.99,43.99,43.99,43.99
2019-03-27 21:00:00,41.22,41.22,41.22,41.22
2019-03-27 22:00:00,40.83,40.83,40.83,40.83
2019-03-27 23:00:00,36.92,36.92,36.92,36.92
2019-03-28 00:00:00,32.73,32.73,32.73,32.73
2019-03-28 01:00:00,33.67,33.67,33.67,33.67
2019-03-28 02:00:00,33.38,33.38,33.38,33.38
2019-03-28 03:00:00,33.29,33.29,33.29,33.29
2019-03-28 04:00:00,33.12,33.12,33.12,33.12
2019-03-28 05:00:00,36.67,36.67,36.67,36.67
2019-03-28 06:00:00,44.48,44.48,44.48,44.48
2019-03-28 07:00:00,49.14,50.73,49.13,49.06
2019-03-28 08:00:00,48.84,55.4,48.79,48.53
2019-03-28 09:00:00,46.78,46.78,46.78,46.78
2019-03-28 10:00:00,44.12,44.12,44.12,44.12
2019-03-28 11:00:00,43.36,43.36,43.36,43.36
2019-03-28 12:00:00,42.54,42.54,42.54,42.54
2019-03-28 13:00:00,42.39,42.39,42.39,42.39
2019-03-28 14:00:00,43.06,39.28,43.06,41.74
2019-03-28 15:00:00,44.09,38.36,44.09,41.94
2019-03-28 16:00:00,44.47,38.52,44.47,42.53
2019-03-28 17:00:00,46.98,42.42,46.98,45.74
2019-03-28 18:00:00,48.19,50.0,48.16,47.65
2019-03-28 19:00:00,52.79,55.4,52.77,52.66
2019-03-28 20:00:00,46.65,52.7,46.61,46.36
2019-03-28 21:00:00,43.48,42.8,43.48,43.3
2019-03-28 22:00:00,42.38,42.38,42.38,42.38
2019-03-28 23:00:00,39.32,39.32,39.32,39.32
2019-03-29 00:00:00,39.28,39.28,39.28,39.28
2019-03-29 01:00:00,34.1,34.1,34.1,34.1
2019-03-29 02:00:00,34.44,34.44,34.44,34.44
2019-03-29 03:00:00,34.47,34.47,34.47,34.47
2019-03-29 04:00:00,34.99,34.99,34.99,34.99
2019-03-29 05:00:00,38.04,38.04,38.04,38.04
2019-03-29 06:00:00,45.56,45.56,45.56,45.56
2019-03-29 07:00:00,48.46,50.86,48.44,48.33
2019-03-29 08:00:00,47.62,47.62,47.62,47.62
2019-03-29 09:00:00,43.07,43.07,43.07,43.07
2019-03-29 10:00:00,38.2,38.2,38.2,38.2
2019-03-29 11:00:00,34.49,34.49,34.49,34.49
2019-03-29 12:00:00,33.43,33.43,33.43,33.43
2019-03-29 13:00:00,32.87,32.87,32.87,32.87
2019-03-29 14:00:00,32.4,32.4,32.4,32.4
2019-03-29 15:00:00,33.13,33.13,33.13,33.13
2019-03-29 16:00:00,36.01,36.01,36.01,36.01
2019-03-29 17:00:00,44.0,41.39,44.0,43.27
2019-03-29 18:00:00,49.54,45.93,49.54,48.51
2019-03-29 19:00:00,49.38,55.4,49.33,49.07
2019-03-29 20:00:00,48.0,55.4,47.94,47.62
2019-03-29 21:00:00,43.04,43.04,43.04,43.04
2019-03-29 22:00:00,42.75,42.75,42.75,42.75
2019-03-29 23:00:00,39.32,39.32,39.32,39.32
2019-03-30 00:00:00,37.49,37.49,37.49,37.49
2019-03-30 01:00:00,36.68,36.68,36.68,36.68
2019-03-30 02:00:00,34.36,34.36,34.36,34.36
2019-03-30 03:00:00,34.61,34.61,34.61,34.61
2019-03-30 04:00:00,36.08,31.66,36.08,34.9
2019-03-30 05:00:00,35.02,35.02,35.02,35.02
2019-03-30 06:00:00,33.51,33.51,33.51,33.51
2019-03-30 07:00:00,33.26,34.43,33.23,36.89
2019-03-30 08:00:00,34.94,35.66,34.93,37.1
2019-03-30 09:00:00,33.17,33.17,33.17,33.17
2019-03-30 10:00:00,31.63,31.63,31.63,31.63
2019-03-30 11:00:00,29.27,30.63,29.24,33.5
2019-03-30 12:00:00,28.81,30.73,28.77,34.7
2019-03-30 13:00:00,25.97,28.07,25.92,32.4
2019-03-30 14:00:00,25.51,28.45,25.45,34.4
2019-03-30 15:00:00,29.26,29.78,29.25,30.85
2019-03-30 16:00:00,32.02,37.94,32.02,34.4
2019-03-30 17:00:00,37.39,44.65,37.39,40.29
2019-03-30 18:00:00,44.99,47.2,44.99,46.81
2019-03-30 19:00:00,45.96,47.66,45.96,46.62
2019-03-30 20:00:00,43.08,43.08,43.08,43.08
2019-03-30 21:00:00,40.53,40.53,40.53,40.53
2019-03-30 22:00:00,40.86,40.86,40.86,40.86
2019-03-30 23:00:00,36.85,36.85,36.85,36.85
2019-03-31 00:00:00,40.1,40.1,40.1,40.1
2019-03-31 01:00:00,34.01,35.01,33.95,37.33
2019-03-31 03:00:00,32.07,34.43,31.95,40.03
2019-03-31 04:00:00,31.99,33.59,31.9,37.38
2019-03-31 05:00:00,30.59,31.51,30.54,33.67
2019-03-31 06:00:00,30.82,31.17,30.81,32.0
2019-03-31 07:00:00,32.02,32.61,32.01,33.98
2019-03-31 08:00:00,33.07,33.07,33.07,33.07
2019-03-31 09:00:00,32.81,33.89,32.78,36.28
2019-03-31 10:00:00,28.89,31.57,28.82,37.42
2019-03-31 11:00:00,25.27,29.17,25.17,37.38
2019-03-31 12:00:00,25.15,25.15,25.15,25.15
2019-03-31 13:00:00,10.62,17.26,10.46,30.8
2019-03-31 14:00:00,1.3,9.07,1.11,24.9
2019-03-31 15:00:00,1.02,19.04,1.02,10.1
2019-03-31 16:00:00,11.51,20.06,11.51,20.06
2019-03-31 17:00:00,26.73,16.55,26.73,26.73
2019-03-31 18:00:00,33.97,31.65,33.97,33.97
2019-03-31 19:00:00,38.69,38.69,38.69,38.69
2019-03-31 20:00:00,41.8,41.8,41.8,41.8
2019-03-31 21:00:00,39.08,39.08,39.08,39.08
2019-03-31 22:00:00,40.3,40.3,40.3,40.3
2019-03-31 23:00:00,37.51,37.51,37.51,37.51
2019-04-01 00:00:00,31.06,31.06,31.06,31.06
2019-04-01 01:00:00,29.96,29.96,29.96,29.96
2019-04-01 02:00:00,31.07,31.07,31.07,31.07
2019-04-01 03:00:00,31.08,29.46,31.08,30.63
2019-04-01 04:00:00,31.09,28.86,31.09,30.5
2019-04-01 05:00:00,37.22,34.78,37.22,36.57
2019-04-01 06:00:00,47.08,42.65,47.08,45.93
2019-04-01 07:00:00,56.95,51.38,56.95,55.56
2019-04-01 08:00:00,53.56,53.56,53.56,53.56
2019-04-01 09:00:00,45.95,45.95,45.95,45.95
2019-04-01 10:00:00,42.2,42.2,42.2,42.2
2019-04-01 11:00:00,39.11,39.11,39.11,39.11
2019-04-01 12:00:00,34.3,34.3,34.3,34.3
2019-04-01 13:00:00,32.29,32.29,32.29,32.29
2019-04-01 14:00:00,31.1,31.1,31.1,31.1
2019-04-01 15:00:00,31.55,31.55,31.55,31.55
2019-04-01 16:00:00,31.8,31.8,31.8,31.8
2019-04-01 17:00:00,35.74,35.74,35.74,35.74
2019-04-01 18:00:00,43.06,44.75,43.06,43.94
2019-04-01 19:00:00,45.1,45.1,45.1,45.1
2019-04-01 20:00:00,45.06,45.06,45.06,45.06
2019-04-01 21:00:00,39.41,39.41,39.41,39.41
2019-04-01 22:00:00,35.8,35.8,35.8,35.8
2019-04-01 23:00:00,31.02,36.54,30.65,36.81
2019-04-02 00:00:00,29.43,30.9,29.11,34.23
2019-04-02 01:00:00,27.34,29.37,26.93,34.0
2019-04-02 02:00:00,25.93,28.65,25.43,35.0
2019-04-02 03:00:00,25.16,26.88,25.16,30.9
2019-04-02 04:00:00,27.59,28.51,27.52,30.9
2019-04-02 05:00:00,31.04,31.04,31.04,31.04
2019-04-02 06:00:00,40.29,40.29,40.29,40.29
2019-04-02 07:00:00,43.78,43.78,43.78,43.78
2019-04-02 08:00:00,43.53,45.7,43.13,45.58
2019-04-02 09:00:00,40.97,48.75,39.53,49.11
2019-04-02 10:00:00,37.98,45.31,36.68,50.0
2019-04-02 11:00:00,33.79,40.1,31.39,39.97
2019-04-02 12:00:00,30.57,41.02,29.0,48.7
2019-04-02 13:00:00,30.07,36.65,29.09,42.88
2019-04-02 14:00:00,29.78,32.56,29.49,39.02
2019-04-02 15:00:00,29.33,31.79,29.09,37.66
2019-04-02 16:00:00,30.24,31.74,30.1,35.0
2019-04-02 17:00:00,35.08,35.08,35.08,35.08
2019-04-02 18:00:00,40.73,40.73,40.73,40.73
2019-04-02 19:00:00,43.15,43.15,43.15,43.15
2019-04-02 20:00:00,42.74,42.74,42.74,42.74
2019-04-02 21:00:00,38.2,38.2,38.2,38.2
2019-04-02 22:00:00,35.08,35.08,35.08,35.08
2019-04-02 23:00:00,31.2,31.77,30.69,31.01
2019-04-03 00:00:00,31.9,31.9,31.9,31.9
2019-04-03 01:00:00,31.5,31.5,31.5,31.5
2019-04-03 02:00:00,31.08,31.08,31.08,31.08
2019-04-03 03:00:00,31.19,31.19,31.19,31.19
2019-04-03 04:00:00,32.57,32.57,32.57,32.57
2019-04-03 05:00:00,35.0,35.0,35.0,35.0
2019-04-03 06:00:00,42.98,42.98,42.98,42.98
2019-04-03 07:00:00,48.25,48.25,48.25,48.25
2019-04-03 08:00:00,52.42,52.42,52.42,52.42
2019-04-03 09:00:00,54.72,54.72,54.72,54.72
2019-04-03 10:00:00,49.47,49.47,49.47,49.47
2019-04-03 11:00:00,48.03,48.06,47.99,47.87
2019-04-03 12:00:00,45.05,45.08,45.01,44.89
2019-04-03 13:00:00,43.11,43.11,43.11,43.11
2019-04-03 14:00:00,41.77,41.77,41.77,41.77
2019-04-03 15:00:00,41.48,41.48,41.48,41.48
2019-04-03 16:00:00,41.73,41.73,41.73,41.73
