,load_GER,price_GER,solar_forecastGER,windoffshore_forecastGER,windonshore_forecastGER,date,industrial_demand,year,month,day,hour,weekday
0,43213.25,28.32,0.0,5069.0,18879.75,2019-01-01 00:00:00,1039.1042783312234,2019,1,1,0,1
1,41275.75,10.07,0.0,5042.25,20626.5,2019-01-01 01:00:00,1031.9020556652094,2019,1,1,1,1
2,40187.5,-4.08,0.0,5028.5,22355.5,2019-01-01 02:00:00,1012.1456990808606,2019,1,1,2,1
3,39909.0,-9.91,0.0,4977.75,24032.5,2019-01-01 03:00:00,1036.5591614112263,2019,1,1,3,1
4,40258.0,-7.41,0.0,4907.25,25452.0,2019-01-01 04:00:00,1023.2387383713274,2019,1,1,4,1
5,40549.0,-12.55,0.0,4882.75,26526.5,2019-01-01 05:00:00,1006.5224117452866,2019,1,1,5,1
6,40440.25,-17.25,0.0,4876.25,28058.5,2019-01-01 06:00:00,1016.8525614093194,2019,1,1,6,1
7,42743.5,-15.07,0.0,4893.25,28845.0,2019-01-01 07:00:00,1005.0726149103184,2019,1,1,7,1
8,45861.0,-4.93,79.25,4907.75,29267.0,2019-01-01 08:00:00,1548.8048879493126,2019,1,1,8,1
9,48792.0,-6.33,655.25,4922.5,29854.0,2019-01-01 09:00:00,1530.5880677155478,2019,1,1,9,1
10,50845.5,-4.93,1460.75,4923.5,30461.5,2019-01-01 10:00:00,1523.0924958364,2019,1,1,10,1
11,53114.25,0.45,2027.25,4887.0,31070.75,2019-01-01 11:00:00,1548.6304493062794,2019,1,1,11,1
12,52910.75,0.12,2212.5,4581.25,31634.25,2019-01-01 12:00:00,1361.25167142055,2019,1,1,12,1
13,50752.5,-0.02,1915.75,4416.75,32344.0,2019-01-01 13:00:00,1561.0413488545696,2019,1,1,13,1
14,49311.0,0.0,1184.25,4386.75,33018.5,2019-01-01 14:00:00,1570.9302593552693,2019,1,1,14,1
15,49233.75,-0.03,367.25,4388.75,33692.5,2019-01-01 15:00:00,1537.101279984003,2019,1,1,15,1
16,50872.0,1.97,19.25,4334.75,34378.25,2019-01-01 16:00:00,1552.0593480521234,2019,1,1,16,1
17,53857.5,9.06,0.0,4224.75,35066.0,2019-01-01 17:00:00,1040.8139287701963,2019,1,1,17,1
18,54770.0,0.07,0.0,4086.25,35777.5,2019-01-01 18:00:00,1011.9611465318304,2019,1,1,18,1
19,53436.0,-4.97,0.0,4010.5,36267.75,2019-01-01 19:00:00,1031.5229945173803,2019,1,1,19,1
20,50873.5,-6.98,0.0,3924.75,36429.75,2019-01-01 20:00:00,1015.4323209886076,2019,1,1,20,1
21,49294.75,-24.93,0.0,3859.5,36564.75,2019-01-01 21:00:00,1019.5383793655012,2019,1,1,21,1
22,48485.5,-4.87,0.0,3921.5,35906.5,2019-01-01 22:00:00,1039.5104291558848,2019,1,1,22,1
23,45318.75,-28.93,0.0,4000.75,35527.25,2019-01-01 23:00:00,1045.0185781268738,2019,1,1,23,1
24,42466.75,-33.57,0.0,4185.75,34192.25,2019-01-02 00:00:00,1026.992114683239,2019,1,2,0,2
25,41189.25,-45.92,0.0,4289.75,33957.0,2019-01-02 01:00:00,1000.9798531160666,2019,1,2,1,2
26,40431.0,-48.29,0.0,4408.25,33658.75,2019-01-02 02:00:00,1024.9816379606418,2019,1,2,2,2
27,40779.75,-44.99,0.0,4563.75,33062.25,2019-01-02 03:00:00,1031.569680254192,2019,1,2,3,2
28,42270.5,-48.93,0.0,4711.0,32396.5,2019-01-02 04:00:00,1028.6189935627017,2019,1,2,4,2
29,45672.25,-29.91,0.0,4822.0,31750.5,2019-01-02 05:00:00,1028.5173454553192,2019,1,2,5,2
30,53071.5,-0.01,0.0,4880.5,31599.25,2019-01-02 06:00:00,1049.6179927413095,2019,1,2,6,2
31,58398.0,37.43,0.0,4884.75,30650.75,2019-01-02 07:00:00,1042.7059775800135,2019,1,2,7,2
32,60582.75,48.06,139.5,4868.5,29324.5,2019-01-02 08:00:00,1504.7030832528733,2019,1,2,8,2
33,60931.5,50.74,1499.75,4876.75,28210.5,2019-01-02 09:00:00,1513.125589520518,2019,1,2,9,2
34,62214.25,47.57,3934.25,4824.75,27793.5,2019-01-02 10:00:00,1517.3722618875097,2019,1,2,10,2
35,63263.75,43.94,5856.0,4751.5,27971.5,2019-01-02 11:00:00,1550.9636166823009,2019,1,2,11,2
36,63137.25,40.97,6487.5,4315.75,27713.0,2019-01-02 12:00:00,1353.7681383511783,2019,1,2,12,2
37,62527.5,44.95,5687.0,3959.0,26844.75,2019-01-02 13:00:00,1528.3151140188909,2019,1,2,13,2
38,61100.75,49.64,3676.75,3716.75,24910.25,2019-01-02 14:00:00,1523.7332709011184,2019,1,2,14,2
39,60835.75,53.67,1241.5,3535.0,22281.0,2019-01-02 15:00:00,1553.096681203504,2019,1,2,15,2
40,61779.5,56.01,62.5,3448.25,20094.25,2019-01-02 16:00:00,1529.8819843410172,2019,1,2,16,2
41,63372.0,56.95,0.0,3428.0,18632.25,2019-01-02 17:00:00,1034.7745072665557,2019,1,2,17,2
42,63479.75,62.08,0.0,3403.5,17502.0,2019-01-02 18:00:00,1029.095221837567,2019,1,2,18,2
43,62322.75,62.11,0.0,3383.0,16376.25,2019-01-02 19:00:00,1004.8121943761764,2019,1,2,19,2
44,58394.5,57.99,0.0,3384.0,15145.0,2019-01-02 20:00:00,1043.2126059754826,2019,1,2,20,2
45,55623.0,55.64,0.0,3419.5,13989.25,2019-01-02 21:00:00,1013.9911045369844,2019,1,2,21,2
46,52899.25,55.13,0.0,3493.5,12937.5,2019-01-02 22:00:00,1015.2551984037586,2019,1,2,22,2
47,48577.5,50.76,0.0,3607.75,12375.0,2019-01-02 23:00:00,1030.2166866132927,2019,1,2,23,2
48,47862.75,42.91,0.0,3879.5,11456.5,2019-01-03 00:00:00,1038.8777351384877,2019,1,3,0,3
49,46301.5,45.22,0.0,3976.25,11302.25,2019-01-03 01:00:00,1003.0579320077782,2019,1,3,1,3
50,45666.5,45.63,0.0,3986.75,11239.0,2019-01-03 02:00:00,1008.7550418065182,2019,1,3,2,3
51,45873.25,44.0,0.0,3993.5,11383.5,2019-01-03 03:00:00,1012.4908217438384,2019,1,3,3,3
52,47019.0,43.88,0.0,4009.25,11744.5,2019-01-03 04:00:00,1032.1676976753154,2019,1,3,4,3
53,49310.0,45.92,0.0,4003.0,11974.0,2019-01-03 05:00:00,1025.1240214754168,2019,1,3,5,3
54,53586.5,51.07,0.0,3978.5,12213.25,2019-01-03 06:00:00,1005.7823678062211,2019,1,3,6,3
55,59215.25,52.77,0.0,3861.5,12270.5,2019-01-03 07:00:00,1049.4183275309738,2019,1,3,7,3
56,62051.25,62.89,190.5,3699.5,12115.0,2019-01-03 08:00:00,1552.5102861381322,2019,1,3,8,3
57,63013.75,60.03,1637.25,3500.5,11845.25,2019-01-03 09:00:00,1522.3998808536985,2019,1,3,9,3
58,63383.5,58.19,3618.5,3184.25,11235.0,2019-01-03 10:00:00,1543.03158534244,2019,1,3,10,3
59,64202.5,62.99,4772.5,2841.25,10379.25,2019-01-03 11:00:00,1513.332777004803,2019,1,3,11,3
60,63502.0,63.52,4914.5,2500.5,9844.75,2019-01-03 12:00:00,1367.613982844612,2019,1,3,12,3
61,62337.25,64.67,4098.75,2208.75,9454.5,2019-01-03 13:00:00,1521.9261068426335,2019,1,3,13,3
62,61290.5,65.24,2531.5,2042.25,8989.75,2019-01-03 14:00:00,1566.0861924956173,2019,1,3,14,3
63,61707.5,67.76,818.25,1972.5,8702.0,2019-01-03 15:00:00,1501.577313697712,2019,1,3,15,3
64,63217.75,68.41,42.75,1975.5,8861.75,2019-01-03 16:00:00,1529.0707331386,2019,1,3,16,3
65,65214.5,69.55,0.0,2038.5,9193.25,2019-01-03 17:00:00,1006.5177178762658,2019,1,3,17,3
66,65095.25,67.28,0.0,2114.25,9418.0,2019-01-03 18:00:00,1020.7458555794173,2019,1,3,18,3
67,63212.5,69.46,0.0,2152.25,9372.75,2019-01-03 19:00:00,1015.4223561111762,2019,1,3,19,3
68,59633.0,68.38,0.0,2194.0,8936.5,2019-01-03 20:00:00,1000.0152023336718,2019,1,3,20,3
69,56872.75,61.72,0.0,2233.5,8366.75,2019-01-03 21:00:00,1009.9171732401044,2019,1,3,21,3
70,54010.5,53.72,0.0,2254.0,7814.75,2019-01-03 22:00:00,1015.0149189582858,2019,1,3,22,3
71,50542.0,49.98,0.0,2310.5,7573.5,2019-01-03 23:00:00,1036.3129843281945,2019,1,3,23,3
72,45996.0,50.73,0.0,2081.5,6930.25,2019-01-04 00:00:00,1044.133514399929,2019,1,4,0,4
73,44146.25,47.11,0.0,2459.75,7190.5,2019-01-04 01:00:00,1006.9078148623752,2019,1,4,1,4
74,43404.5,47.07,0.0,3025.25,7913.5,2019-01-04 02:00:00,1043.7441912527568,2019,1,4,2,4
75,43597.0,46.94,0.0,3575.75,9036.0,2019-01-04 03:00:00,1038.651911575282,2019,1,4,3,4
76,44599.0,47.0,0.0,4131.75,10327.25,2019-01-04 04:00:00,1040.006001528947,2019,1,4,4,4
77,46867.75,46.91,0.0,4486.5,11747.25,2019-01-04 05:00:00,1015.0637592604036,2019,1,4,5,4
78,51641.5,49.59,0.0,4574.0,13387.25,2019-01-04 06:00:00,1041.9854283337918,2019,1,4,6,4
79,56558.0,55.32,0.0,4546.25,14696.75,2019-01-04 07:00:00,1036.948746975297,2019,1,4,7,4
80,59671.25,55.78,97.5,4587.75,15850.25,2019-01-04 08:00:00,1545.0019548385071,2019,1,4,8,4
81,60651.5,55.52,697.25,4596.25,16890.25,2019-01-04 09:00:00,1554.138311826891,2019,1,4,9,4
82,61471.75,55.23,1459.0,4578.0,17981.0,2019-01-04 10:00:00,1526.9889707117088,2019,1,4,10,4
83,62029.5,53.58,1890.5,4551.25,19068.5,2019-01-04 11:00:00,1557.5673293262046,2019,1,4,11,4
84,61649.5,51.74,1924.25,4518.25,20089.75,2019-01-04 12:00:00,1390.835557504651,2019,1,4,12,4
85,60155.0,51.6,1596.25,4501.5,20848.25,2019-01-04 13:00:00,1515.7815901496278,2019,1,4,13,4
86,58865.5,51.41,986.0,4504.5,21222.75,2019-01-04 14:00:00,1542.7348407688305,2019,1,4,14,4
87,58819.75,51.69,341.25,4494.5,21527.0,2019-01-04 15:00:00,1570.432536766359,2019,1,4,15,4
88,60240.5,52.59,26.75,4499.5,21657.75,2019-01-04 16:00:00,1504.4856571189482,2019,1,4,16,4
89,62680.5,54.66,0.0,4567.25,21623.0,2019-01-04 17:00:00,1024.7388163577857,2019,1,4,17,4
90,62368.75,54.1,0.0,4633.5,21620.5,2019-01-04 18:00:00,1015.4472607148796,2019,1,4,18,4
91,60368.75,51.89,0.0,4658.25,21757.5,2019-01-04 19:00:00,1002.4026828116216,2019,1,4,19,4
92,56818.75,46.58,0.0,4616.75,22080.75,2019-01-04 20:00:00,1003.7590105556736,2019,1,4,20,4
93,54165.0,45.43,0.0,4689.0,22471.0,2019-01-04 21:00:00,1029.6851937590468,2019,1,4,21,4
94,52151.25,43.96,0.0,4737.0,22411.75,2019-01-04 22:00:00,1015.1973938869132,2019,1,4,22,4
95,48195.25,31.41,0.0,4713.75,22934.25,2019-01-04 23:00:00,1015.0999162560151,2019,1,4,23,4
96,47265.0,26.9,0.0,4079.25,23779.75,2019-01-05 00:00:00,1045.9845763223366,2019,1,5,0,5
97,45553.0,25.12,0.0,4014.5,24648.5,2019-01-05 01:00:00,1012.2180623369484,2019,1,5,1,5
98,44718.25,24.12,0.0,3959.75,25632.5,2019-01-05 02:00:00,1035.0749577662832,2019,1,5,2,5
99,44600.25,22.04,0.0,3943.5,26594.0,2019-01-05 03:00:00,1042.1425649263083,2019,1,5,3,5
100,45003.5,18.37,0.0,3956.0,27282.75,2019-01-05 04:00:00,1039.2817050378103,2019,1,5,4,5
101,44713.0,22.09,0.0,3978.0,27598.5,2019-01-05 05:00:00,1036.40096525272,2019,1,5,5,5
102,44997.0,23.35,0.0,3993.5,28088.25,2019-01-05 06:00:00,1039.475537162188,2019,1,5,6,5
103,48697.5,28.76,0.0,3991.25,27584.0,2019-01-05 07:00:00,1006.4121548729528,2019,1,5,7,5
104,53954.0,36.63,59.0,3969.5,26354.25,2019-01-05 08:00:00,1045.8427858951625,2019,1,5,8,5
105,57466.75,40.46,457.0,3978.5,24860.0,2019-01-05 09:00:00,1025.2259744267478,2019,1,5,9,5
106,58729.75,45.85,961.0,4015.0,23424.75,2019-01-05 10:00:00,1041.5380706087424,2019,1,5,10,5
107,59635.0,49.8,1286.75,3933.25,22088.75,2019-01-05 11:00:00,1033.358104462659,2019,1,5,11,5
108,58860.25,51.36,1370.75,3784.75,20751.75,2019-01-05 12:00:00,1019.8580667110012,2019,1,5,12,5
109,56533.0,51.74,1175.75,3634.75,19498.5,2019-01-05 13:00:00,1027.6674196946265,2019,1,5,13,5
110,55154.5,51.92,723.0,3490.5,18383.0,2019-01-05 14:00:00,1010.062112045863,2019,1,5,14,5
111,55299.75,53.22,226.25,3359.0,17287.0,2019-01-05 15:00:00,1005.0180112610606,2019,1,5,15,5
112,56585.5,56.62,12.25,3264.25,16344.0,2019-01-05 16:00:00,1010.5849420212272,2019,1,5,16,5
113,59380.75,56.92,0.0,3434.25,15550.25,2019-01-05 17:00:00,1018.0168548249724,2019,1,5,17,5
114,59513.25,61.64,0.0,4032.75,14809.25,2019-01-05 18:00:00,1010.20650167625,2019,1,5,18,5
115,57260.25,59.44,0.0,3902.5,13946.0,2019-01-05 19:00:00,1021.9922361334868,2019,1,5,19,5
116,54086.0,52.75,0.0,3781.75,13081.75,2019-01-05 20:00:00,1001.1684060633794,2019,1,5,20,5
117,52159.5,51.9,0.0,3676.75,12299.75,2019-01-05 21:00:00,1036.979412056491,2019,1,5,21,5
118,50776.25,51.38,0.0,3550.0,11633.0,2019-01-05 22:00:00,1045.5318644144218,2019,1,5,22,5
119,47583.75,49.96,0.0,3452.0,11140.5,2019-01-05 23:00:00,1024.419581200916,2019,1,5,23,5
120,45240.75,50.29,0.0,3379.75,10268.0,2019-01-06 00:00:00,1038.4911366806057,2019,1,6,0,6
121,43675.0,47.72,0.0,3267.25,9742.25,2019-01-06 01:00:00,1043.2453704865204,2019,1,6,1,6
122,42815.5,48.38,0.0,3181.25,9447.75,2019-01-06 02:00:00,1033.8589014028842,2019,1,6,2,6
123,42515.0,48.02,0.0,3141.5,9202.75,2019-01-06 03:00:00,1014.8745483191684,2019,1,6,3,6
124,42721.5,44.23,0.0,3081.5,8939.75,2019-01-06 04:00:00,1037.2483786039263,2019,1,6,4,6
125,42153.5,47.17,0.0,2912.5,8561.5,2019-01-06 05:00:00,1022.3318926403203,2019,1,6,5,6
126,41641.0,48.19,0.0,2682.5,8150.5,2019-01-06 06:00:00,1030.7418159905874,2019,1,6,6,6
127,43347.75,49.11,0.0,2454.75,7558.25,2019-01-06 07:00:00,1017.9478376982544,2019,1,6,7,6
128,46419.5,50.44,89.75,2277.25,6966.5,2019-01-06 08:00:00,1047.2393806414516,2019,1,6,8,6
129,49672.0,53.4,740.25,2214.0,6512.75,2019-01-06 09:00:00,1035.1374739636808,2019,1,6,9,6
130,51283.0,56.55,1628.5,2210.5,6166.25,2019-01-06 10:00:00,1022.5250583486916,2019,1,6,10,6
131,53701.75,60.02,2221.5,2234.5,5960.25,2019-01-06 11:00:00,1006.9666985945324,2019,1,6,11,6
132,53266.5,60.22,2376.0,2218.0,5881.75,2019-01-06 12:00:00,1040.7946179601108,2019,1,6,12,6
133,51713.75,55.0,2081.0,2165.0,5868.75,2019-01-06 13:00:00,1017.849134586723,2019,1,6,13,6
134,50508.0,52.39,1369.0,2091.0,5954.5,2019-01-06 14:00:00,1020.568371419538,2019,1,6,14,6
135,50708.5,51.57,474.0,1990.25,6230.0,2019-01-06 15:00:00,1010.6452078568932,2019,1,6,15,6
136,52368.75,54.71,28.75,1886.25,6626.5,2019-01-06 16:00:00,1018.9476342349484,2019,1,6,16,6
137,55492.0,63.43,0.0,1754.75,6878.75,2019-01-06 17:00:00,1038.9016391933,2019,1,6,17,6
138,56097.75,67.37,0.0,1648.75,6957.0,2019-01-06 18:00:00,1049.8289388540093,2019,1,6,18,6
139,54326.75,67.2,0.0,1589.0,6957.0,2019-01-06 19:00:00,1000.3660938714936,2019,1,6,19,6
140,52253.0,66.03,0.0,1500.5,6794.5,2019-01-06 20:00:00,1020.790906554374,2019,1,6,20,6
141,50847.0,55.36,0.0,1452.0,6665.75,2019-01-06 21:00:00,1013.1110911790151,2019,1,6,21,6
142,50257.5,58.59,0.0,1501.0,6622.25,2019-01-06 22:00:00,1035.7766534358325,2019,1,6,22,6
143,47445.0,53.7,0.0,1635.25,6695.75,2019-01-06 23:00:00,1018.0794936452525,2019,1,6,23,6
144,44560.0,46.03,0.0,2575.0,7354.75,2019-01-07 00:00:00,1036.301930293792,2019,1,7,0,0
145,43125.25,47.98,0.0,2535.25,7581.0,2019-01-07 01:00:00,1038.4995140284116,2019,1,7,1,0
146,42637.0,47.84,0.0,2401.5,8019.25,2019-01-07 02:00:00,1030.6236125055796,2019,1,7,2,0
147,42807.25,46.11,0.0,2174.5,8444.75,2019-01-07 03:00:00,1017.975611228598,2019,1,7,3,0
148,44374.25,46.08,0.0,1924.75,8750.5,2019-01-07 04:00:00,1033.8880264314798,2019,1,7,4,0
149,47863.0,47.62,0.0,1671.75,8802.5,2019-01-07 05:00:00,1010.2558346485432,2019,1,7,5,0
150,55306.25,55.77,0.0,1404.0,8809.25,2019-01-07 06:00:00,1028.6574093804184,2019,1,7,6,0
151,60708.5,68.61,0.0,1194.75,8629.75,2019-01-07 07:00:00,1044.857902087523,2019,1,7,7,0
152,63440.75,74.15,84.25,1088.0,8289.0,2019-01-07 08:00:00,1546.2708087006145,2019,1,7,8,0
153,63898.75,74.93,628.5,1095.5,8059.0,2019-01-07 09:00:00,1544.8453227172042,2019,1,7,9,0
154,64796.75,73.59,1322.0,1454.5,7976.75,2019-01-07 10:00:00,1528.4203125168776,2019,1,7,10,0
155,66181.75,71.23,1773.75,2254.75,8349.25,2019-01-07 11:00:00,1543.0425359711496,2019,1,7,11,0
156,65745.75,68.79,1906.25,3212.5,9009.25,2019-01-07 12:00:00,1407.205914078971,2019,1,7,12,0
157,65189.25,66.75,1656.75,4006.0,10039.25,2019-01-07 13:00:00,1559.4401671661612,2019,1,7,13,0
158,64178.75,62.47,1093.75,4305.5,11466.5,2019-01-07 14:00:00,1513.7142726051406,2019,1,7,14,0
159,63666.75,53.25,425.0,4598.0,12881.75,2019-01-07 15:00:00,1522.4978694129638,2019,1,7,15,0
160,62594.25,53.26,38.75,4777.5,15170.75,2019-01-07 16:00:00,1554.5145675042804,2019,1,7,16,0
161,63416.75,53.42,0.0,4723.25,17904.5,2019-01-07 17:00:00,1042.8894608811866,2019,1,7,17,0
162,63434.0,47.91,0.0,4718.25,21014.0,2019-01-07 18:00:00,1038.838299520239,2019,1,7,18,0
163,62217.25,42.05,0.0,4809.25,23746.5,2019-01-07 19:00:00,1049.08087267134,2019,1,7,19,0
164,59902.25,40.96,0.0,4881.25,26497.25,2019-01-07 20:00:00,1031.5756964068526,2019,1,7,20,0
165,57865.5,32.04,0.0,4937.5,29174.25,2019-01-07 21:00:00,1029.1437295865535,2019,1,7,21,0
166,55319.25,20.82,0.0,4971.75,30787.25,2019-01-07 22:00:00,1000.9181405129244,2019,1,7,22,0
167,51227.5,1.84,0.0,4971.5,31976.5,2019-01-07 23:00:00,1000.7815380760684,2019,1,7,23,0
168,51472.75,17.94,0.0,4520.75,32832.0,2019-01-08 00:00:00,1012.7678296712796,2019,1,8,0,1
169,49815.0,20.91,0.0,4397.0,33236.5,2019-01-08 01:00:00,1009.1878036413704,2019,1,8,1,1
170,49241.75,7.78,0.0,4379.0,33473.5,2019-01-08 02:00:00,1027.2090812672895,2019,1,8,2,1
171,49512.25,14.33,0.0,4134.75,33843.25,2019-01-08 03:00:00,1032.5146923982602,2019,1,8,3,1
172,50572.75,18.56,0.0,3871.5,34549.75,2019-01-08 04:00:00,1011.3347651009142,2019,1,8,4,1
173,53273.0,18.57,0.0,3849.0,35347.0,2019-01-08 05:00:00,1029.065800993342,2019,1,8,5,1
174,59784.75,35.81,0.0,3957.25,36682.75,2019-01-08 06:00:00,1048.6633715682788,2019,1,8,6,1
175,65046.0,43.87,0.0,4088.5,37348.75,2019-01-08 07:00:00,1046.4758684287267,2019,1,8,7,1
176,67351.0,46.93,86.25,4098.75,38011.5,2019-01-08 08:00:00,1503.9190245992709,2019,1,8,8,1
177,67554.75,43.88,635.25,3955.25,38669.75,2019-01-08 09:00:00,1531.4518586294034,2019,1,8,9,1
178,68111.25,43.85,1376.5,3821.0,39180.5,2019-01-08 10:00:00,1567.6624714769723,2019,1,8,10,1
179,68876.0,46.74,1935.0,3560.25,39268.25,2019-01-08 11:00:00,1555.3770224267694,2019,1,8,11,1
180,68369.5,43.94,2262.0,3342.0,39350.25,2019-01-08 12:00:00,1355.2034631022168,2019,1,8,12,1
181,67823.0,43.21,2114.75,3305.0,39219.0,2019-01-08 13:00:00,1505.7015906434826,2019,1,8,13,1
182,66978.5,43.81,1479.75,3428.75,38992.75,2019-01-08 14:00:00,1508.498532559233,2019,1,8,14,1
183,66848.0,45.6,566.0,3659.25,38803.75,2019-01-08 15:00:00,1542.7510666375954,2019,1,8,15,1
184,67514.0,35.21,50.75,4008.25,38666.0,2019-01-08 16:00:00,1545.115260575725,2019,1,8,16,1
185,69764.5,45.64,0.0,4312.0,38595.75,2019-01-08 17:00:00,1024.4829527889174,2019,1,8,17,1
186,69606.5,45.63,0.0,4276.25,38320.75,2019-01-08 18:00:00,1006.5298830388311,2019,1,8,18,1
187,67652.0,37.94,0.0,4138.25,37831.75,2019-01-08 19:00:00,1019.9706969615248,2019,1,8,19,1
188,63922.0,39.53,0.0,4180.5,37268.5,2019-01-08 20:00:00,1020.1540272439456,2019,1,8,20,1
189,60692.25,35.97,0.0,4229.25,36643.25,2019-01-08 21:00:00,1048.4079068356757,2019,1,8,21,1
190,58411.25,29.72,0.0,4521.75,35487.0,2019-01-08 22:00:00,1036.8904718363478,2019,1,8,22,1
191,54101.5,22.55,0.0,4523.0,34950.5,2019-01-08 23:00:00,1041.1565564307714,2019,1,8,23,1
192,52023.5,20.04,0.0,4772.0,34442.75,2019-01-09 00:00:00,1002.897242053147,2019,1,9,0,2
193,50204.5,7.24,0.0,4776.75,34049.75,2019-01-09 01:00:00,1019.169259731944,2019,1,9,1,2
194,49549.75,3.43,0.0,4816.25,33650.5,2019-01-09 02:00:00,1014.8216293831656,2019,1,9,2,2
195,49756.0,10.04,0.0,4854.5,33150.5,2019-01-09 03:00:00,1018.43299053296,2019,1,9,3,2
196,50934.75,14.2,0.0,4896.25,32665.75,2019-01-09 04:00:00,1019.971937822852,2019,1,9,4,2
197,53552.5,25.41,0.0,4920.5,32087.5,2019-01-09 05:00:00,1024.619425958221,2019,1,9,5,2
198,59733.25,36.98,0.0,4949.75,32069.75,2019-01-09 06:00:00,1023.2654260374054,2019,1,9,6,2
199,64122.5,43.89,0.0,4975.0,31434.5,2019-01-09 07:00:00,1023.2885703177373,2019,1,9,7,2
200,66347.75,50.98,94.0,4982.5,30808.0,2019-01-09 08:00:00,1535.6991704592529,2019,1,9,8,2
201,67211.25,50.3,815.0,4989.75,30423.75,2019-01-09 09:00:00,1560.9969748087956,2019,1,9,9,2
202,67657.0,50.21,1980.0,4991.75,30474.0,2019-01-09 10:00:00,1570.9661042483165,2019,1,9,10,2
203,68475.25,45.8,2874.25,4984.25,31123.0,2019-01-09 11:00:00,1551.976777191211,2019,1,9,11,2
204,68250.0,43.64,3193.25,4979.5,31702.25,2019-01-09 12:00:00,1373.436040836069,2019,1,9,12,2
205,67944.75,43.49,2842.75,4995.75,31627.25,2019-01-09 13:00:00,1574.8889887049377,2019,1,9,13,2
206,67133.0,45.05,1963.75,4993.25,30682.5,2019-01-09 14:00:00,1573.78109194665,2019,1,9,14,2
207,67100.25,49.95,823.75,4981.5,29459.5,2019-01-09 15:00:00,1539.0748174891896,2019,1,9,15,2
208,67915.0,53.82,76.5,4986.0,28394.25,2019-01-09 16:00:00,1568.2156047050337,2019,1,9,16,2
209,70223.0,55.94,0.0,4950.25,27711.75,2019-01-09 17:00:00,1001.51961464061,2019,1,9,17,2
210,70258.25,54.19,0.0,4871.0,27041.75,2019-01-09 18:00:00,1049.7249939955125,2019,1,9,18,2
211,68197.75,54.19,0.0,4750.75,26169.25,2019-01-09 19:00:00,1005.5610534231752,2019,1,9,19,2
212,64407.5,52.98,0.0,4575.5,24965.5,2019-01-09 20:00:00,1020.0677638428648,2019,1,9,20,2
213,61431.25,51.68,0.0,4355.0,23639.75,2019-01-09 21:00:00,1010.0250997301991,2019,1,9,21,2
214,58949.0,48.95,0.0,4159.25,21996.5,2019-01-09 22:00:00,1037.4477225949904,2019,1,9,22,2
215,55082.0,47.63,0.0,3828.25,20650.5,2019-01-09 23:00:00,1004.1630740792968,2019,1,9,23,2
216,53468.5,46.48,0.0,3129.0,16919.0,2019-01-10 00:00:00,1040.168764179257,2019,1,10,0,3
217,51647.5,49.08,0.0,2748.0,15603.75,2019-01-10 01:00:00,1017.546337599522,2019,1,10,1,3
218,50862.25,47.11,0.0,2349.25,14371.75,2019-01-10 02:00:00,1034.7742966816377,2019,1,10,2,3
219,50875.0,48.8,0.0,1931.25,13356.75,2019-01-10 03:00:00,1047.1443934332804,2019,1,10,3,3
220,52038.25,48.5,0.0,1575.75,12616.0,2019-01-10 04:00:00,1034.036499933195,2019,1,10,4,3
221,54489.5,49.8,0.0,1301.0,11818.75,2019-01-10 05:00:00,1024.2612871916351,2019,1,10,5,3
222,60448.75,56.97,0.0,1029.0,11030.5,2019-01-10 06:00:00,1033.4628849408437,2019,1,10,6,3
223,65377.5,72.6,0.0,787.5,10093.5,2019-01-10 07:00:00,1045.758915039586,2019,1,10,7,3
224,67672.25,81.17,105.25,593.75,9119.25,2019-01-10 08:00:00,1573.3929162309423,2019,1,10,8,3
225,68312.75,81.79,853.75,439.75,8078.5,2019-01-10 09:00:00,1518.3378724718452,2019,1,10,9,3
226,68819.25,81.15,1998.0,325.5,7194.0,2019-01-10 10:00:00,1549.7974061753866,2019,1,10,10,3
227,69741.25,80.0,2855.0,259.0,6539.5,2019-01-10 11:00:00,1530.5685638566365,2019,1,10,11,3
228,68892.75,76.39,3201.75,252.25,5911.25,2019-01-10 12:00:00,1397.858755522736,2019,1,10,12,3
229,68384.75,75.0,2936.0,280.75,5400.75,2019-01-10 13:00:00,1571.1413639386076,2019,1,10,13,3
230,67595.5,76.06,2091.75,316.75,5012.5,2019-01-10 14:00:00,1566.3913320497504,2019,1,10,14,3
231,67408.0,75.4,843.25,381.5,4753.0,2019-01-10 15:00:00,1544.8487046444318,2019,1,10,15,3
232,68085.25,76.78,71.5,471.0,4810.0,2019-01-10 16:00:00,1536.8791354112436,2019,1,10,16,3
233,70538.0,83.45,0.0,599.25,5122.25,2019-01-10 17:00:00,1038.590505486872,2019,1,10,17,3
234,70504.5,85.15,0.0,786.75,5328.5,2019-01-10 18:00:00,1040.0788107417047,2019,1,10,18,3
235,68536.0,78.16,0.0,1011.25,5342.0,2019-01-10 19:00:00,1042.095288632236,2019,1,10,19,3
236,64916.0,71.92,0.0,1299.75,5150.0,2019-01-10 20:00:00,1040.2094191523615,2019,1,10,20,3
237,61881.5,67.43,0.0,1627.0,4980.0,2019-01-10 21:00:00,1009.651368447054,2019,1,10,21,3
238,59420.0,60.49,0.0,1902.25,5028.25,2019-01-10 22:00:00,1025.792336783897,2019,1,10,22,3
239,55667.75,54.45,0.0,2139.75,5443.75,2019-01-10 23:00:00,1022.7076438105923,2019,1,10,23,3
