,1
2140,15.0
2141,20.0
2142,15.0
2143,10.0
2144,5.0
2145,0.0
2146,5.0
2147,10.0
2148,15.0
2149,20.0
2150,25.0
2151,30.0
2152,35.0
2153,40.0
2154,35.0
2155,30.0
2156,25.0
2157,20.0
2158,15.0
2159,10.0
2160,5.0
2161,0.0
2162,5.0
2163,10.0
2164,15.0
2165,20.0
2166,15.0
2167,10.0
2168,5.0
2169,0.0
2170,5.0
2171,10.0
2172,15.0
2173,20.0
2174,25.0
2175,30.0
2176,35.0
2177,40.0
2178,35.0
2179,30.0
2180,25.0
2181,20.0
2182,15.0
2183,10.0
2184,5.0
2185,0.0
2186,5.0
2187,10.0
2188,15.0
2189,20.0
2190,15.0
2191,10.0
2192,5.0
2193,0.0
2194,5.0
2195,10.0
2196,15.0
2197,20.0
2198,25.0
2199,30.0
2200,35.0
2201,40.0
2202,35.0
2203,30.0
2204,25.0
2205,20.0
2206,15.0
2207,10.0
2208,5.0
2209,0.0
2210,5.0
2211,10.0
2212,15.0
2213,20.0
2214,15.0
2215,10.0
2216,5.0
2217,0.0
2218,5.0
2219,10.0
2220,15.0
2221,20.0
2222,25.0
2223,30.0
2224,35.0
2225,40.0
2226,35.0
2227,30.0
2228,25.0
2229,20.0
2230,15.0
2231,10.0
2232,5.0
2233,0.0
2234,5.0
2235,10.0
2236,15.0
2237,20.0
2238,15.0
2239,10.0
2240,5.0
2241,0.0
2242,5.0
2243,10.0
2244,15.0
2245,20.0
2246,25.0
2247,30.0
2248,35.0
2249,40.0
2250,35.0
2251,30.0
2252,25.0
2253,20.0
2254,15.0
2255,10.0
2256,5.0
2257,0.0
2258,5.0
2259,10.0
2260,15.0
2261,20.0
2262,15.0
2263,10.0
2264,5.0
2265,0.0
2266,5.0
2267,10.0
2268,15.0
2269,20.0
2270,25.0
2271,30.0
2272,35.0
2273,40.0
2274,35.0
2275,30.0
2276,25.0
2277,20.0
2278,15.0
2279,10.0
2280,5.0
2281,0.0
2282,5.0
2283,10.0
2284,15.0
2285,20.0
2286,15.0
2287,10.0
2288,5.0
2289,0.0
2290,5.0
2291,10.0
2292,15.0
2293,20.0
2294,25.0
2295,30.0
2296,35.0
2297,40.0
2298,35.0
2299,30.0
2300,25.0
2301,20.0
2302,15.0
2303,10.0
2304,5.0
2305,0.0
2306,5.0
2307,10.0
2308,15.0
2309,20.0
2310,15.0
2311,10.0
2312,5.0
2313,0.0
2314,5.0
2315,10.0
2316,15.0
2317,20.0
2318,25.0
2319,30.0
2320,35.0
2321,40.0
2322,35.0
2323,30.0
2324,25.0
2325,20.0
2326,15.0
2327,10.0
2328,5.0
2329,0.0
2330,5.0
2331,10.0
2332,15.0
2333,20.0
2334,15.0
2335,10.0
2336,5.0
2337,0.0
2338,5.0
2339,10.0
2340,15.0
2341,20.0
2342,25.0
2343,30.0
2344,35.0
2345,40.0
2346,35.0
2347,30.0
2348,25.0
2349,20.0
2350,15.0
2351,10.0
2352,5.0
2353,0.0
2354,5.0
2355,10.0
2356,15.0
2357,20.0
2358,15.0
2359,10.0
2360,5.0
2361,0.0
2362,5.0
2363,10.0
2364,15.0
2365,20.0
2366,25.0
2367,30.0
2368,35.0
2369,40.0
2370,35.0
2371,30.0
2372,25.0
2373,20.0
2374,15.0
2375,10.0
2376,5.0
2377,0.0
2378,5.0
2379,10.0
2380,15.0
2381,20.0
2382,15.0
2383,10.0
2384,5.0
2385,0.0
2386,5.0
2387,10.0
2388,15.0
2389,20.0
2390,25.0
2391,30.0
2392,35.0
2393,40.0
2394,35.0
2395,30.0
2396,25.0
2397,20.0
2398,15.0
2399,10.0
2400,13.253595098088589
2401,17.25365327208127
2402,21.75330421694094
2403,26.75330421694094
2404,31.546655120230128
2405,35.24145031254933
2406,36.37688770823377
2407,34.34365739081178
2408,30.67369378015547
2409,27.34722352719002
2410,24.877833842984955
2411,22.812179132664742
2412,21.542114287395744
2413,20.878894206467585
2414,20.09953185034513
2415,18.612084709926883
2416,16.103460349458345
2417,11.34468817880552
2418,6.344688178805519
2419,2.632363186046237
2420,1.3943586834395383
2421,2.1599072314847128
2422,3.5974875197242446
2423,7.073942710414482
2424,2.0739427104144816
2425,2.0739427104144816
2426,7.073942710414482
2427,12.073942710414482
2428,17.07394271041448
2429,22.07394271041448
2430,17.07394271041448
2431,12.073942710414482
2432,7.073942710414482
2433,2.0739427104144816
2434,7.073942710414482
2435,12.073942710414482
2436,17.07394271041448
2437,22.07394271041448
2438,27.07394271041448
2439,32.073942710414485
2440,37.073942710414485
2441,42.073942710414485
2442,37.073942710414485
2443,32.073942710414485
2444,27.073942710414485
2445,22.073942710414485
2446,17.073942710414485
2447,12.073942710414485
2448,7.073942710414485
2449,2.073942710414485
2450,7.073942710414485
2451,12.073942710414485
2452,17.073942710414485
2453,22.073942710414485
2454,17.073942710414485
2455,12.073942710414485
2456,7.073942710414485
2457,2.073942710414485
2458,7.073942710414485
2459,12.073942710414485
2460,17.073942710414485
2461,22.073942710414485
2462,27.073942710414485
2463,32.073942710414485
2464,37.073942710414485
2465,42.073942710414485
2466,37.073942710414485
2467,32.073942710414485
2468,27.073942710414485
2469,22.073942710414485
2470,17.073942710414485
2471,12.073942710414485
2472,7.073942710414485
2473,2.073942710414485
2474,7.073942710414485
2475,12.073942710414485
2476,17.073942710414485
2477,22.073942710414485
2478,17.073942710414485
2479,12.073942710414485
2480,7.073942710414485
2481,2.073942710414485
2482,7.073942710414485
2483,12.073942710414485
2484,17.073942710414485
2485,22.073942710414485
2486,27.073942710414485
2487,32.073942710414485
2488,37.073942710414485
2489,42.073942710414485
2490,37.073942710414485
2491,32.073942710414485
2492,27.073942710414485
2493,22.073942710414485
2494,17.073942710414485
2495,12.073942710414485
2496,7.073942710414485
2497,2.073942710414485
2498,7.073942710414485
2499,12.073942710414485
2500,17.073942710414485
2501,22.073942710414485
2502,17.073942710414485
2503,12.073942710414485
2504,7.073942710414485
2505,2.073942710414485
2506,7.073942710414485
2507,12.073942710414485
2508,17.073942710414485
2509,22.073942710414485
2510,27.073942710414485
2511,32.073942710414485
2512,37.073942710414485
2513,42.073942710414485
2514,37.073942710414485
2515,32.073942710414485
2516,27.073942710414485
2517,22.073942710414485
2518,17.073942710414485
2519,12.073942710414485
2520,7.073942710414485
2521,2.073942710414485
2522,7.073942710414485
2523,12.073942710414485
2524,17.073942710414485
2525,22.073942710414485
2526,17.073942710414485
2527,12.073942710414485
2528,7.073942710414485
2529,2.073942710414485
2530,7.073942710414485
2531,12.073942710414485
2532,17.073942710414485
2533,22.073942710414485
2534,27.073942710414485
2535,32.073942710414485
2536,37.073942710414485
2537,42.073942710414485
2538,37.073942710414485
2539,32.073942710414485
2540,27.073942710414485
2541,22.073942710414485
2542,17.073942710414485
2543,12.073942710414485
2544,7.073942710414485
2545,2.073942710414485
2546,7.073942710414485
2547,12.073942710414485
2548,17.073942710414485
2549,22.073942710414485
2550,17.073942710414485
2551,12.073942710414485
2552,7.073942710414485
2553,2.073942710414485
2554,7.073942710414485
2555,12.073942710414485
2556,17.073942710414485
2557,22.073942710414485
2558,27.073942710414485
2559,32.073942710414485
2560,37.073942710414485
2561,42.073942710414485
2562,37.073942710414485
2563,32.073942710414485
2564,27.073942710414485
2565,22.073942710414485
2566,17.073942710414485
2567,12.073942710414485
2568,7.073942710414485
2569,2.073942710414485
2570,7.073942710414485
2571,12.073942710414485
2572,17.073942710414485
2573,22.073942710414485
2574,17.073942710414485
2575,12.073942710414485
2576,7.073942710414485
2577,2.073942710414485
2578,7.073942710414485
2579,12.073942710414485
2580,17.073942710414485
2581,22.073942710414485
2582,27.073942710414485
2583,32.073942710414485
2584,37.073942710414485
2585,42.073942710414485
2586,37.073942710414485
2587,32.073942710414485
2588,27.073942710414485
2589,22.073942710414485
2590,17.073942710414485
2591,12.073942710414485
2592,7.073942710414485
2593,2.073942710414485
2594,7.073942710414485
2595,12.073942710414485
2596,17.073942710414485
2597,22.073942710414485
2598,17.073942710414485
2599,12.073942710414485
2600,7.073942710414485
2601,2.073942710414485
2602,7.073942710414485
2603,12.073942710414485
2604,17.073942710414485
2605,22.073942710414485
2606,27.073942710414485
2607,32.073942710414485
2608,37.073942710414485
2609,42.073942710414485
2610,37.073942710414485
2611,32.073942710414485
2612,27.073942710414485
2613,22.073942710414485
2614,17.073942710414485
2615,12.073942710414485
2616,7.073942710414485
2617,2.073942710414485
2618,7.073942710414485
2619,12.073942710414485
2620,17.073942710414485
2621,22.073942710414485
2622,17.073942710414485
2623,12.073942710414485
2624,7.073942710414485
2625,2.073942710414485
2626,7.073942710414485
2627,12.073942710414485
2628,17.073942710414485
2629,22.073942710414485
2630,27.073942710414485
2631,32.073942710414485
2632,37.073942710414485
2633,42.073942710414485
2634,37.073942710414485
2635,32.073942710414485
2636,27.073942710414485
2637,22.073942710414485
2638,17.073942710414485
2639,12.073942710414485
2640,7.073942710414485
2641,2.073942710414485
2642,7.073942710414485
2643,12.073942710414485
2644,17.073942710414485
2645,22.073942710414485
2646,17.073942710414485
2647,12.073942710414485
2648,7.073942710414485
2649,2.073942710414485
2650,7.073942710414485
2651,12.073942710414485
2652,17.073942710414485
2653,22.073942710414485
2654,27.073942710414485
2655,32.073942710414485
2656,37.073942710414485
2657,42.073942710414485
2658,37.073942710414485
2659,32.073942710414485
2660,27.073942710414485
2661,22.073942710414485
2662,17.073942710414485
2663,12.073942710414485
2664,7.073942710414485
2665,2.073942710414485
2666,7.073942710414485
2667,12.073942710414485
2668,17.073942710414485
2669,22.073942710414485
2670,17.073942710414485
2671,12.073942710414485
2672,7.073942710414485
2673,2.073942710414485
2674,7.073942710414485
2675,12.073942710414485
2676,17.073942710414485
2677,22.073942710414485
2678,27.073942710414485
2679,32.073942710414485
2680,37.073942710414485
2681,42.073942710414485
2682,37.073942710414485
2683,32.073942710414485
2684,27.073942710414485
2685,22.073942710414485
2686,17.073942710414485
2687,12.073942710414485
2688,7.073942710414485
2689,2.073942710414485
2690,7.073942710414485
2691,12.073942710414485
2692,17.073942710414485
2693,22.073942710414485
2694,17.073942710414485
2695,12.073942710414485
2696,7.073942710414485
2697,2.073942710414485
2698,7.073942710414485
2699,12.073942710414485
2700,17.073942710414485
2701,22.073942710414485
2702,27.073942710414485
2703,32.073942710414485
2704,37.073942710414485
2705,42.073942710414485
2706,37.073942710414485
2707,32.073942710414485
2708,27.073942710414485
2709,22.073942710414485
2710,17.073942710414485
2711,12.073942710414485
2712,7.073942710414485
2713,2.073942710414485
2714,7.073942710414485
2715,12.073942710414485
2716,17.073942710414485
2717,22.073942710414485
2718,17.073942710414485
2719,12.073942710414485
2720,7.073942710414485
2721,2.073942710414485
2722,7.073942710414485
2723,12.073942710414485
2724,17.073942710414485
2725,22.073942710414485
2726,27.073942710414485
2727,32.073942710414485
2728,37.073942710414485
2729,42.073942710414485
2730,37.073942710414485
2731,32.073942710414485
2732,27.073942710414485
2733,22.073942710414485
2734,17.073942710414485
2735,12.073942710414485
2736,7.073942710414485
2737,2.073942710414485
2738,7.073942710414485
2739,12.073942710414485
2740,17.073942710414485
2741,22.073942710414485
2742,17.073942710414485
2743,12.073942710414485
2744,7.073942710414485
2745,2.073942710414485
2746,7.073942710414485
2747,12.073942710414485
2748,17.073942710414485
2749,22.073942710414485
2750,27.073942710414485
2751,32.073942710414485
2752,37.073942710414485
2753,42.073942710414485
2754,37.073942710414485
2755,32.073942710414485
2756,27.073942710414485
2757,22.073942710414485
2758,17.073942710414485
2759,12.073942710414485
2760,7.073942710414485
2761,2.073942710414485
2762,7.073942710414485
2763,12.073942710414485
2764,17.073942710414485
2765,22.073942710414485
2766,17.073942710414485
2767,12.073942710414485
2768,7.073942710414485
2769,2.073942710414485
2770,7.073942710414485
2771,12.073942710414485
2772,17.073942710414485
2773,22.073942710414485
2774,27.073942710414485
2775,32.073942710414485
2776,37.073942710414485
2777,42.073942710414485
2778,37.073942710414485
2779,32.073942710414485
2780,27.073942710414485
2781,22.073942710414485
2782,17.073942710414485
2783,12.073942710414485
2784,7.073942710414485
2785,2.073942710414485
2786,7.073942710414485
2787,12.073942710414485
2788,17.073942710414485
2789,22.073942710414485
2790,17.073942710414485
2791,12.073942710414485
2792,7.073942710414485
2793,2.073942710414485
2794,7.073942710414485
2795,12.073942710414485
2796,17.073942710414485
2797,22.073942710414485
2798,27.073942710414485
2799,32.073942710414485
2800,37.073942710414485
2801,42.073942710414485
2802,37.073942710414485
2803,32.073942710414485
2804,27.073942710414485
2805,22.073942710414485
2806,17.073942710414485
2807,12.073942710414485
2808,7.073942710414485
2809,2.073942710414485
2810,7.073942710414485
2811,12.073942710414485
2812,17.073942710414485
2813,22.073942710414485
2814,17.073942710414485
2815,12.073942710414485
2816,7.073942710414485
2817,2.073942710414485
2818,7.073942710414485
2819,12.073942710414485
2820,17.073942710414485
2821,22.073942710414485
2822,27.073942710414485
2823,32.073942710414485
2824,37.073942710414485
2825,42.073942710414485
2826,37.073942710414485
2827,32.073942710414485
2828,27.073942710414485
2829,22.073942710414485
2830,17.073942710414485
2831,12.073942710414485
2832,7.073942710414485
2833,2.073942710414485
2834,7.073942710414485
2835,12.073942710414485
2836,17.073942710414485
2837,22.073942710414485
2838,17.073942710414485
2839,12.073942710414485
2840,7.073942710414485
2841,2.073942710414485
2842,7.073942710414485
2843,12.073942710414485
2844,17.073942710414485
2845,22.073942710414485
2846,27.073942710414485
2847,32.073942710414485
2848,37.073942710414485
2849,42.073942710414485
2850,37.073942710414485
2851,32.073942710414485
2852,27.073942710414485
2853,22.073942710414485
2854,17.073942710414485
2855,12.073942710414485
2856,7.073942710414485
2857,2.073942710414485
2858,7.073942710414485
2859,12.073942710414485
2860,17.073942710414485
2861,22.073942710414485
2862,17.073942710414485
2863,12.073942710414485
2864,7.073942710414485
2865,2.073942710414485
2866,7.073942710414485
2867,12.073942710414485
2868,17.073942710414485
2869,22.073942710414485
2870,27.073942710414485
2871,32.073942710414485
2872,37.073942710414485
2873,42.073942710414485
2874,37.073942710414485
2875,32.073942710414485
2876,27.073942710414485
2877,22.073942710414485
2878,17.073942710414485
2879,12.073942710414485
2880,7.073942710414485
2881,2.073942710414485
2882,7.073942710414485
2883,12.073942710414485
2884,17.073942710414485
2885,22.073942710414485
2886,17.073942710414485
2887,12.073942710414485
2888,7.073942710414485
2889,2.073942710414485
2890,7.073942710414485
2891,12.073942710414485
2892,17.073942710414485
2893,22.073942710414485
2894,27.073942710414485
2895,32.073942710414485
2896,37.073942710414485
2897,42.073942710414485
2898,37.073942710414485
2899,32.073942710414485
2900,27.073942710414485
2901,22.073942710414485
2902,17.073942710414485
2903,12.073942710414485
2904,7.073942710414485
2905,2.073942710414485
2906,7.073942710414485
2907,12.073942710414485
2908,17.073942710414485
2909,22.073942710414485
2910,17.073942710414485
2911,12.073942710414485
2912,7.073942710414485
2913,2.073942710414485
2914,7.073942710414485
2915,12.073942710414485
2916,17.073942710414485
2917,22.073942710414485
2918,27.073942710414485
2919,32.073942710414485
2920,37.073942710414485
2921,42.073942710414485
2922,37.073942710414485
2923,32.073942710414485
2924,27.073942710414485
2925,22.073942710414485
2926,17.073942710414485
2927,12.073942710414485
2928,7.073942710414485
2929,2.073942710414485
2930,7.073942710414485
2931,12.073942710414485
2932,17.073942710414485
2933,22.073942710414485
2934,17.073942710414485
2935,12.073942710414485
2936,7.073942710414485
2937,2.073942710414485
2938,7.073942710414485
2939,12.073942710414485
2940,17.073942710414485
2941,22.073942710414485
2942,27.073942710414485
2943,32.073942710414485
2944,37.073942710414485
2945,42.073942710414485
2946,37.073942710414485
2947,32.073942710414485
2948,27.073942710414485
2949,22.073942710414485
2950,17.073942710414485
2951,12.073942710414485
2952,7.073942710414485
2953,2.073942710414485
2954,7.073942710414485
2955,12.073942710414485
2956,17.073942710414485
2957,22.073942710414485
2958,17.073942710414485
2959,12.073942710414485
2960,7.073942710414485
2961,2.073942710414485
2962,7.073942710414485
2963,12.073942710414485
2964,17.073942710414485
2965,22.073942710414485
2966,27.073942710414485
2967,32.073942710414485
2968,37.073942710414485
2969,42.073942710414485
2970,37.073942710414485
2971,32.073942710414485
2972,27.073942710414485
2973,22.073942710414485
2974,17.073942710414485
2975,12.073942710414485
2976,7.073942710414485
2977,2.073942710414485
2978,7.073942710414485
2979,12.073942710414485
2980,17.073942710414485
2981,22.073942710414485
2982,17.073942710414485
2983,12.073942710414485
2984,7.073942710414485
2985,2.073942710414485
2986,7.073942710414485
2987,12.073942710414485
2988,17.073942710414485
2989,22.073942710414485
2990,27.073942710414485
2991,32.073942710414485
2992,37.073942710414485
2993,42.073942710414485
2994,37.073942710414485
2995,32.073942710414485
2996,27.073942710414485
2997,22.073942710414485
2998,17.073942710414485
2999,12.073942710414485
3000,7.073942710414485
3001,2.073942710414485
3002,7.073942710414485
3003,12.073942710414485
3004,17.073942710414485
3005,22.073942710414485
3006,17.073942710414485
3007,12.073942710414485
3008,7.073942710414485
3009,2.073942710414485
3010,7.073942710414485
3011,12.073942710414485
3012,17.073942710414485
3013,22.073942710414485
3014,27.073942710414485
3015,32.073942710414485
3016,37.073942710414485
3017,42.073942710414485
3018,37.073942710414485
3019,32.073942710414485
3020,27.073942710414485
3021,22.073942710414485
3022,17.073942710414485
3023,12.073942710414485
3024,7.073942710414485
3025,2.073942710414485
3026,7.073942710414485
3027,12.073942710414485
3028,17.073942710414485
3029,22.073942710414485
3030,17.073942710414485
3031,12.073942710414485
3032,7.073942710414485
3033,2.073942710414485
3034,7.073942710414485
3035,12.073942710414485
3036,17.073942710414485
3037,22.073942710414485
3038,27.073942710414485
3039,32.073942710414485
3040,37.073942710414485
3041,42.073942710414485
3042,37.073942710414485
3043,32.073942710414485
3044,27.073942710414485
3045,22.073942710414485
3046,17.073942710414485
3047,12.073942710414485
3048,7.073942710414485
3049,2.073942710414485
3050,7.073942710414485
3051,12.073942710414485
3052,17.073942710414485
3053,22.073942710414485
3054,17.073942710414485
3055,12.073942710414485
3056,7.073942710414485
3057,2.073942710414485
3058,7.073942710414485
3059,12.073942710414485
3060,17.073942710414485
3061,22.073942710414485
3062,27.073942710414485
3063,32.073942710414485
3064,37.073942710414485
3065,42.073942710414485
3066,37.073942710414485
3067,32.073942710414485
3068,27.073942710414485
3069,22.073942710414485
3070,17.073942710414485
3071,12.073942710414485
3072,7.073942710414485
3073,2.073942710414485
3074,7.073942710414485
3075,12.073942710414485
3076,17.073942710414485
3077,22.073942710414485
3078,17.073942710414485
3079,12.073942710414485
3080,7.073942710414485
3081,2.073942710414485
3082,7.073942710414485
3083,12.073942710414485
3084,17.073942710414485
3085,22.073942710414485
3086,27.073942710414485
3087,32.073942710414485
3088,37.073942710414485
3089,42.073942710414485
3090,37.073942710414485
3091,32.073942710414485
3092,27.073942710414485
3093,22.073942710414485
3094,17.073942710414485
3095,12.073942710414485
3096,7.073942710414485
3097,2.073942710414485
3098,7.073942710414485
3099,12.073942710414485
3100,17.073942710414485
3101,22.073942710414485
3102,17.073942710414485
3103,12.073942710414485
3104,7.073942710414485
3105,2.073942710414485
3106,7.073942710414485
3107,12.073942710414485
3108,17.073942710414485
3109,22.073942710414485
3110,27.073942710414485
3111,32.073942710414485
3112,37.073942710414485
3113,42.073942710414485
3114,37.073942710414485
3115,32.073942710414485
3116,27.073942710414485
3117,22.073942710414485
3118,17.073942710414485
3119,12.073942710414485
3120,7.073942710414485
3121,2.073942710414485
3122,7.073942710414485
3123,12.073942710414485
3124,17.073942710414485
3125,22.073942710414485
3126,17.073942710414485
3127,12.073942710414485
3128,7.073942710414485
3129,2.073942710414485
3130,7.073942710414485
3131,12.073942710414485
3132,17.073942710414485
3133,22.073942710414485
3134,27.073942710414485
3135,32.073942710414485
3136,37.073942710414485
3137,42.073942710414485
3138,37.073942710414485
3139,32.073942710414485
3140,27.073942710414485
3141,22.073942710414485
3142,17.073942710414485
3143,12.073942710414485
3144,7.073942710414485
3145,2.073942710414485
3146,7.073942710414485
3147,12.073942710414485
3148,17.073942710414485
3149,22.073942710414485
3150,17.073942710414485
3151,12.073942710414485
3152,7.073942710414485
3153,2.073942710414485
3154,7.073942710414485
3155,12.073942710414485
3156,17.073942710414485
3157,22.073942710414485
3158,27.073942710414485
3159,32.073942710414485
3160,37.073942710414485
3161,42.073942710414485
3162,37.073942710414485
3163,32.073942710414485
3164,27.073942710414485
3165,22.073942710414485
3166,17.073942710414485
3167,12.073942710414485
3168,7.073942710414485
3169,2.073942710414485
3170,7.073942710414485
3171,12.073942710414485
3172,17.073942710414485
3173,22.073942710414485
3174,17.073942710414485
3175,12.073942710414485
3176,7.073942710414485
3177,2.073942710414485
3178,7.073942710414485
3179,12.073942710414485
3180,17.073942710414485
3181,22.073942710414485
3182,27.073942710414485
3183,32.073942710414485
3184,37.073942710414485
3185,42.073942710414485
3186,37.073942710414485
3187,32.073942710414485
3188,27.073942710414485
3189,22.073942710414485
3190,17.073942710414485
3191,12.073942710414485
3192,7.073942710414485
3193,2.073942710414485
3194,7.073942710414485
3195,12.073942710414485
3196,17.073942710414485
3197,22.073942710414485
3198,17.073942710414485
3199,12.073942710414485
3200,7.073942710414485
3201,2.073942710414485
3202,7.073942710414485
3203,12.073942710414485
3204,17.073942710414485
3205,22.073942710414485
3206,27.073942710414485
3207,32.073942710414485
3208,37.073942710414485
3209,42.073942710414485
3210,37.073942710414485
3211,32.073942710414485
3212,27.073942710414485
3213,22.073942710414485
3214,17.073942710414485
3215,12.073942710414485
3216,7.073942710414485
3217,2.073942710414485
3218,7.073942710414485
3219,12.073942710414485
3220,17.073942710414485
3221,22.073942710414485
3222,17.073942710414485
3223,12.073942710414485
3224,7.073942710414485
3225,2.073942710414485
3226,7.073942710414485
3227,12.073942710414485
3228,17.073942710414485
3229,22.073942710414485
3230,27.073942710414485
3231,32.073942710414485
3232,37.073942710414485
3233,42.073942710414485
3234,37.073942710414485
3235,32.073942710414485
3236,27.073942710414485
3237,22.073942710414485
3238,17.073942710414485
3239,12.073942710414485
3240,7.073942710414485
3241,2.073942710414485
3242,7.073942710414485
3243,12.073942710414485
3244,17.073942710414485
3245,22.073942710414485
3246,17.073942710414485
3247,12.073942710414485
3248,7.073942710414485
3249,2.073942710414485
3250,7.073942710414485
3251,12.073942710414485
3252,17.073942710414485
3253,22.073942710414485
3254,27.073942710414485
3255,32.073942710414485
3256,37.073942710414485
3257,42.073942710414485
3258,37.073942710414485
3259,32.073942710414485
3260,27.073942710414485
3261,22.073942710414485
3262,17.073942710414485
3263,12.073942710414485
3264,7.073942710414485
3265,2.073942710414485
3266,7.073942710414485
3267,12.073942710414485
3268,17.073942710414485
3269,22.073942710414485
3270,17.073942710414485
3271,12.073942710414485
3272,7.073942710414485
3273,2.073942710414485
3274,7.073942710414485
3275,12.073942710414485
3276,17.073942710414485
3277,22.073942710414485
3278,27.073942710414485
3279,32.073942710414485
3280,37.073942710414485
3281,42.073942710414485
3282,37.073942710414485
3283,32.073942710414485
3284,27.073942710414485
3285,22.073942710414485
3286,17.073942710414485
3287,12.073942710414485
3288,7.073942710414485
3289,2.073942710414485
3290,7.073942710414485
3291,12.073942710414485
3292,17.073942710414485
3293,22.073942710414485
3294,17.073942710414485
3295,12.073942710414485
3296,7.073942710414485
3297,2.073942710414485
3298,7.073942710414485
3299,12.073942710414485
3300,17.073942710414485
3301,22.073942710414485
3302,27.073942710414485
3303,32.073942710414485
3304,37.073942710414485
3305,42.073942710414485
3306,37.073942710414485
3307,32.073942710414485
3308,27.073942710414485
3309,22.073942710414485
3310,17.073942710414485
3311,12.073942710414485
3312,7.073942710414485
3313,2.073942710414485
3314,7.073942710414485
3315,12.073942710414485
3316,17.073942710414485
3317,22.073942710414485
3318,17.073942710414485
3319,12.073942710414485
3320,7.073942710414485
3321,2.073942710414485
3322,7.073942710414485
3323,12.073942710414485
3324,17.073942710414485
3325,22.073942710414485
3326,27.073942710414485
3327,32.073942710414485
3328,37.073942710414485
3329,42.073942710414485
3330,37.073942710414485
3331,32.073942710414485
3332,27.073942710414485
3333,22.073942710414485
3334,17.073942710414485
3335,12.073942710414485
3336,7.073942710414485
3337,2.073942710414485
3338,7.073942710414485
3339,12.073942710414485
3340,17.073942710414485
3341,22.073942710414485
3342,17.073942710414485
3343,12.073942710414485
3344,7.073942710414485
3345,2.073942710414485
3346,7.073942710414485
3347,12.073942710414485
3348,17.073942710414485
3349,22.073942710414485
3350,27.073942710414485
3351,32.073942710414485
3352,37.073942710414485
3353,42.073942710414485
3354,37.073942710414485
3355,32.073942710414485
3356,27.073942710414485
3357,22.073942710414485
3358,17.073942710414485
3359,12.073942710414485
3360,7.073942710414485
3361,2.073942710414485
3362,7.073942710414485
3363,12.073942710414485
3364,17.073942710414485
3365,22.073942710414485
3366,17.073942710414485
3367,12.073942710414485
3368,7.073942710414485
3369,2.073942710414485
3370,7.073942710414485
3371,12.073942710414485
3372,17.073942710414485
3373,22.073942710414485
3374,27.073942710414485
3375,32.073942710414485
3376,37.073942710414485
3377,42.073942710414485
3378,37.073942710414485
3379,32.073942710414485
3380,27.073942710414485
3381,22.073942710414485
3382,17.073942710414485
3383,12.073942710414485
3384,7.073942710414485
3385,2.073942710414485
3386,7.073942710414485
3387,12.073942710414485
3388,17.073942710414485
3389,22.073942710414485
3390,17.073942710414485
3391,12.073942710414485
3392,7.073942710414485
3393,2.073942710414485
3394,7.073942710414485
3395,12.073942710414485
3396,17.073942710414485
3397,22.073942710414485
3398,27.073942710414485
3399,32.073942710414485
3400,37.073942710414485
3401,42.073942710414485
3402,37.073942710414485
3403,32.073942710414485
3404,27.073942710414485
3405,22.073942710414485
3406,17.073942710414485
3407,12.073942710414485
3408,7.073942710414485
3409,2.073942710414485
3410,7.073942710414485
3411,12.073942710414485
3412,17.073942710414485
3413,22.073942710414485
3414,17.073942710414485
3415,12.073942710414485
3416,7.073942710414485
3417,2.073942710414485
3418,7.073942710414485
3419,12.073942710414485
3420,17.073942710414485
3421,22.073942710414485
3422,27.073942710414485
3423,32.073942710414485
3424,37.073942710414485
3425,42.073942710414485
3426,37.073942710414485
3427,32.073942710414485
3428,27.073942710414485
3429,22.073942710414485
3430,17.073942710414485
3431,12.073942710414485
3432,7.073942710414485
3433,2.073942710414485
3434,7.073942710414485
3435,12.073942710414485
3436,17.073942710414485
3437,22.073942710414485
3438,17.073942710414485
3439,12.073942710414485
3440,7.073942710414485
3441,2.073942710414485
3442,7.073942710414485
3443,12.073942710414485
3444,17.073942710414485
3445,22.073942710414485
3446,27.073942710414485
3447,32.073942710414485
3448,37.073942710414485
3449,42.073942710414485
3450,37.073942710414485
3451,32.073942710414485
3452,27.073942710414485
3453,22.073942710414485
3454,17.073942710414485
3455,12.073942710414485
3456,7.073942710414485
3457,2.073942710414485
3458,7.073942710414485
3459,12.073942710414485
3460,17.073942710414485
3461,22.073942710414485
3462,17.073942710414485
3463,12.073942710414485
3464,7.073942710414485
3465,2.073942710414485
3466,7.073942710414485
3467,12.073942710414485
3468,17.073942710414485
3469,22.073942710414485
3470,27.073942710414485
3471,32.073942710414485
3472,37.073942710414485
3473,42.073942710414485
3474,37.073942710414485
3475,32.073942710414485
3476,27.073942710414485
3477,22.073942710414485
3478,17.073942710414485
3479,12.073942710414485
3480,7.073942710414485
3481,2.073942710414485
3482,7.073942710414485
3483,12.073942710414485
3484,17.073942710414485
3485,22.073942710414485
3486,17.073942710414485
3487,12.073942710414485
3488,7.073942710414485
3489,2.073942710414485
3490,7.073942710414485
3491,12.073942710414485
3492,17.073942710414485
3493,22.073942710414485
3494,27.073942710414485
3495,32.073942710414485
3496,37.073942710414485
3497,42.073942710414485
3498,37.073942710414485
3499,32.073942710414485
3500,27.073942710414485
3501,22.073942710414485
3502,17.073942710414485
3503,12.073942710414485
3504,7.073942710414485
3505,2.073942710414485
