,1,2,3,4,5,6,7,8,9,10
0,1039.1042783312234,1039.1042783312234,1039.1042783312234,1040.9601721942067,1020.5202988327464,1040.9601721942067,1040.9601721942067,1008.2801553382632,1039.1042783312234,1007.6382502943118
1,1031.9020556652094,1031.9020556652094,1031.9020556652094,1027.8780790386038,1019.5661875554912,1027.8780790386038,1027.8780790386038,1001.6753036637556,1031.9020556652094,1018.4685388957026
2,1012.1456990808606,1012.1456990808606,1012.1456990808606,1022.846161884648,1032.064362053948,1022.846161884648,1022.846161884648,1014.7774005218912,1012.1456990808606,1025.5045128820398
3,1036.5591614112263,1036.5591614112263,1036.5591614112263,1001.3839635097332,1039.4019509470825,1001.3839635097332,1001.3839635097332,1007.0025492554498,1036.5591614112263,1042.3249635266675
4,1023.2387383713274,1023.2387383713274,1023.2387383713274,1008.075024494361,1022.5206974164004,1008.075024494361,1008.075024494361,1049.1465889588012,1023.2387383713274,1027.1573083008343
5,1006.5224117452866,1006.5224117452866,1006.5224117452866,1006.4474699773313,1002.2557467681332,1006.4474699773313,1006.4474699773313,1034.2717675117613,1006.5224117452866,1015.4342197151252
6,1016.8525614093194,1016.8525614093194,1016.8525614093194,1032.5580768841,1012.4005216839324,1032.5580768841,1032.5580768841,1007.4880533755692,1016.8525614093194,1042.5133576168394
7,1005.0726149103184,1005.0726149103184,1005.0726149103184,1012.4030480870176,1002.7048522514916,1012.4030480870176,1012.4030480870176,1023.3349810925172,1005.0726149103184,1039.7036318457813
8,1548.8048879493126,1548.8048879493126,1548.8048879493126,1573.7586316157046,1515.194351125102,1573.7586316157046,1573.7586316157046,1022.60095451399,1548.8048879493126,1041.7197694626689
9,1530.5880677155478,1530.5880677155478,1530.5880677155478,1504.0215002577097,1535.1190889485492,1504.0215002577097,1504.0215002577097,1001.9851915239312,1530.5880677155478,1005.9333147667184
10,1523.0924958364,1523.0924958364,1523.0924958364,1535.8179326432703,1568.3291783360305,1535.8179326432703,1535.8179326432703,1042.5381378365485,1523.0924958364,1027.2229890438553
11,1548.6304493062794,1548.6304493062794,1548.6304493062794,1564.209735764304,1568.0180804153938,1564.209735764304,1564.209735764304,1046.032133752985,1548.6304493062794,1024.1025846029206
12,1361.25167142055,1361.25167142055,1361.25167142055,1355.5321794492163,1415.7987068162702,1355.5321794492163,1355.5321794492163,1001.3325443575492,1361.25167142055,1018.6674192145524
