,1,2,3,4,5,6,7,8,9,10
1432,46.93,46.93,46.93,15.11,46.15,15.11,15.11,283.2,46.93,139.43
1433,50.79,50.79,50.79,33.07,55.78,33.07,33.07,315.87,50.79,159.375
1434,52.59,52.59,52.59,34.7,68.49,34.7,34.7,362.75,52.59,175.775
1435,52.49,52.49,52.49,36.12,64.99,36.12,36.12,354.11,52.49,173.57
1436,48.66,48.66,48.66,31.49,57.36,31.49,31.49,315.87,48.66,160.5875
1437,46.53,46.53,46.53,26.1,50.85,26.1,26.1,286.0,46.53,148.4
1438,45.65,45.65,45.65,27.76,48.05,27.76,27.76,266.94,45.65,139.85
1439,44.41,44.41,44.41,24.24,42.65,24.24,24.24,245.47,44.41,130.7525
1440,44.19,44.19,44.19,24.31,44.32,24.31,24.31,251.04,44.19,133.4
1441,43.28,43.28,43.28,23.3,43.89,23.3,23.3,248.43,43.28,126.14
1442,41.09,41.09,41.09,21.71,43.36,21.71,21.71,242.06,41.09,124.34
1443,39.49,39.49,39.49,19.2,42.14,19.2,19.2,233.14,39.49,123.105
1444,39.59,39.59,39.59,19.15,42.1,19.15,19.15,233.62,39.59,125.22
1445,39.97,39.97,39.97,23.53,47.27,23.53,23.53,250.0,39.97,132.6275
1446,41.42,41.42,41.42,30.91,55.91,30.91,30.91,291.55,41.42,155.055
1447,43.92,43.92,43.92,37.0,66.07,37.0,37.0,329.07,43.92,179.03
1448,47.89,47.89,47.89,39.92,71.04,39.92,39.92,337.09,47.89,174.0
1449,48.6,48.6,48.6,36.94,58.73,36.94,36.94,298.1,48.6,152.1525
1450,47.9,47.9,47.9,36.71,51.02,36.71,36.71,267.85,47.9,133.3275
1451,45.84,45.84,45.84,37.03,44.68,37.03,37.03,257.95,45.84,125.2375
1452,43.9,43.9,43.9,35.13,43.36,35.13,35.13,245.82,43.9,115.66
1453,40.21,40.21,40.21,35.35,43.79,35.35,35.35,234.99,40.21,116.5275
1454,39.26,39.26,39.26,34.74,43.34,34.74,34.74,236.29,39.26,118.1175
1455,39.18,39.18,39.18,36.79,45.22,36.79,36.79,249.66,39.18,127.4975
1456,40.92,40.92,40.92,38.93,53.2,38.93,38.93,272.58,40.92,146.1375
1457,43.84,43.84,43.84,41.09,58.63,41.09,41.09,316.56,43.84,168.7875
1458,46.49,46.49,46.49,49.5,79.31,49.5,49.5,384.83,46.49,184.7925
1459,46.8,46.8,46.8,43.92,78.62,43.92,43.92,385.0,46.8,183.9975
1460,38.27,38.27,38.27,37.75,63.45,37.75,37.75,321.09,38.27,169.6025
1461,32.07,32.07,32.07,33.54,56.92,33.54,33.54,288.47,32.07,154.86
1462,30.52,30.52,30.52,30.88,55.48,30.88,30.88,265.78,30.52,150.87
1463,25.34,25.34,25.34,28.97,52.13,28.97,28.97,249.66,25.34,135.2325
1464,22.77,22.77,22.77,26.04,45.52,26.04,26.04,331.16,22.77,140.16
1465,8.67,8.67,8.67,25.04,44.72,25.04,25.04,322.53,8.67,132.4675
1466,1.84,1.84,1.84,24.53,43.81,24.53,24.53,316.0,1.84,132.3975
1467,0.09,0.09,0.09,24.1,43.93,24.1,24.1,307.01,0.09,130.7125
1468,0.07,0.07,0.07,24.45,44.07,24.45,24.45,307.3,0.07,132.9975
1469,0.03,0.03,0.03,28.5,49.38,28.5,28.5,332.27,0.03,142.935
1470,-2.81,-2.81,-2.81,35.68,58.99,35.68,35.68,371.41,-2.81,159.57
1471,-0.04,-0.04,-0.04,42.3,67.04,42.3,42.3,405.0,-0.04,181.92
1472,2.86,2.86,2.86,45.6,66.75,45.6,45.6,400.0,2.86,183.5725
1473,0.08,0.08,0.08,41.68,58.2,41.68,41.68,359.96,0.08,162.97
1474,0.11,0.11,0.11,37.97,49.51,37.97,37.97,294.76,0.11,143.39
1475,3.33,3.33,3.33,34.83,44.72,34.83,34.83,276.94,3.33,126.7075
1476,4.02,4.02,4.02,31.82,44.15,31.82,31.82,266.04,4.02,117.8075
1477,1.06,1.06,1.06,33.96,42.76,33.96,33.96,269.92,1.06,110.275
1478,2.0,2.0,2.0,35.93,43.19,35.93,35.93,293.02,2.0,111.175
1479,4.75,4.75,4.75,37.66,44.9,37.66,37.66,319.58,4.75,117.78
1480,15.0,15.0,15.0,39.84,46.98,39.84,39.84,336.53,15.0,130.87
1481,22.72,22.72,22.72,41.73,56.36,41.73,41.73,398.53,22.72,150.9975
1482,31.8,31.8,31.8,55.98,67.68,55.98,55.98,410.0,31.8,164.5275
1483,38.49,38.49,38.49,56.9,70.0,56.9,56.9,405.05,38.49,143.195
1484,24.83,24.83,24.83,40.93,60.22,40.93,40.93,390.0,24.83,125.3475
1485,19.92,19.92,19.92,38.19,54.74,38.19,38.19,350.0,19.92,114.34
1486,24.3,24.3,24.3,35.03,52.24,35.03,35.03,333.88,24.3,108.59
1487,19.47,19.47,19.47,31.29,46.01,31.29,31.29,319.9,19.47,92.3225
1488,-0.07,-0.07,-0.07,30.1,48.12,30.1,30.1,351.07,-0.07,103.9825
1489,-0.21,-0.21,-0.21,28.1,46.14,28.1,28.1,346.6,-0.21,100.7325
1490,-6.86,-6.86,-6.86,27.08,44.25,27.08,27.08,329.4,-6.86,98.3025
1491,-7.0,-7.0,-7.0,26.8,43.39,26.8,26.8,304.05,-7.0,94.335
1492,-2.47,-2.47,-2.47,26.8,43.96,26.8,26.8,315.0,-2.47,98.5175
1493,6.24,6.24,6.24,30.05,46.47,30.05,30.05,349.07,6.24,98.1275
1494,25.83,25.83,25.83,36.51,55.8,36.51,36.51,398.6,25.83,104.035
1495,37.96,37.96,37.96,47.2,62.01,47.2,47.2,410.0,37.96,110.7225
1496,33.1,33.1,33.1,54.75,65.71,54.75,54.75,410.05,33.1,109.4475
1497,20.69,20.69,20.69,50.32,64.93,50.32,50.32,385.16,20.69,102.205
1498,7.54,7.54,7.54,44.23,60.05,44.23,44.23,362.95,7.54,92.7825
1499,0.09,0.09,0.09,41.09,56.45,41.09,41.09,349.78,0.09,90.03
1500,4.28,4.28,4.28,37.9,55.0,37.9,37.9,310.69,4.28,89.2375
1501,0.07,0.07,0.07,35.97,53.98,35.97,35.97,292.16,0.07,81.8975
1502,5.28,5.28,5.28,35.0,53.23,35.0,35.0,307.43,5.28,79.94
1503,12.81,12.81,12.81,35.88,53.49,35.88,35.88,329.95,12.81,94.18
1504,14.81,14.81,14.81,39.5,53.07,39.5,39.5,355.77,14.81,105.61
1505,27.09,27.09,27.09,48.49,56.09,48.49,48.49,380.94,27.09,124.465
1506,42.46,42.46,42.46,64.7,62.13,64.7,64.7,410.0,42.46,136.605
1507,43.02,43.02,43.02,63.34,66.14,63.34,63.34,410.0,43.02,135.1
1508,25.98,25.98,25.98,43.58,57.6,43.58,43.58,400.08,25.98,132.4075
1509,21.1,21.1,21.1,37.53,53.1,37.53,37.53,381.83,21.1,124.11
1510,10.06,10.06,10.06,33.92,50.57,33.92,33.92,359.07,10.06,119.2425
1511,-2.39,-2.39,-2.39,31.82,46.13,31.82,31.82,361.01,-2.39,109.125
1512,-0.08,-0.08,-0.08,30.24,45.63,30.24,30.24,363.87,-0.08,114.9975
1513,-2.39,-2.39,-2.39,29.08,44.25,29.08,29.08,360.0,-2.39,110.0025
1514,-4.95,-4.95,-4.95,28.6,42.65,28.6,28.6,350.0,-4.95,106.9825
1515,-1.92,-1.92,-1.92,29.01,42.03,29.01,29.01,330.0,-1.92,100.0
1516,-2.23,-2.23,-2.23,30.1,43.39,30.1,30.1,338.85,-2.23,97.435
1517,11.23,11.23,11.23,31.55,47.0,31.55,31.55,347.04,11.23,97.0875
1518,33.49,33.49,33.49,37.91,57.31,37.91,37.91,369.0,33.49,99.0025
1519,44.24,44.24,44.24,45.61,64.85,45.61,45.61,378.1,44.24,103.7925
1520,40.76,40.76,40.76,54.64,67.97,54.64,54.64,370.53,40.76,112.855
1521,34.59,34.59,34.59,49.78,65.18,49.78,49.78,322.34,34.59,108.3725
1522,27.31,27.31,27.31,42.09,60.14,42.09,42.09,293.81,27.31,110.36
1523,31.07,31.07,31.07,40.99,57.64,40.99,40.99,290.57,31.07,102.4575
1524,32.45,32.45,32.45,41.97,55.01,41.97,41.97,279.3,32.45,97.4175
1525,34.04,34.04,34.04,40.51,47.13,40.51,40.51,260.35,34.04,95.1575
1526,37.7,37.7,37.7,37.94,44.24,37.94,37.94,260.56,37.7,94.5775
1527,44.09,44.09,44.09,36.75,45.8,36.75,36.75,301.36,44.09,101.6925
1528,46.39,46.39,46.39,37.03,51.99,37.03,37.03,339.99,46.39,116.5775
1529,49.27,49.27,49.27,38.91,58.91,38.91,38.91,385.63,49.27,139.1175
1530,55.01,55.01,55.01,36.9,64.16,36.9,36.9,405.78,55.01,160.1375
1531,55.23,55.23,55.23,35.82,65.37,35.82,35.82,409.3,55.23,159.7575
1532,51.1,51.1,51.1,30.24,59.17,30.24,30.24,400.0,51.1,148.195
1533,48.09,48.09,48.09,27.85,55.34,27.85,27.85,377.25,48.09,140.995
1534,46.09,46.09,46.09,26.9,53.15,26.9,26.9,369.63,46.09,141.0
1535,41.54,41.54,41.54,25.3,48.17,25.3,25.3,362.4,41.54,126.0025
1536,36.08,36.08,36.08,24.55,48.0,24.55,24.55,390.61,36.08,117.9975
1537,32.69,32.69,32.69,22.96,45.85,22.96,22.96,353.0,32.69,112.565
1538,33.01,33.01,33.01,21.0,43.57,21.0,21.0,345.16,33.01,112.31
1539,32.2,32.2,32.2,19.99,40.8,19.99,19.99,334.21,32.2,112.0025
1540,30.7,30.7,30.7,20.22,40.36,20.22,20.22,339.44,30.7,114.13
1541,33.11,33.11,33.11,24.1,40.46,24.1,24.1,342.09,33.11,129.565
1542,43.81,43.81,43.81,28.8,41.45,28.8,28.8,350.06,43.81,161.2475
1543,47.46,47.46,47.46,33.41,46.48,33.41,33.41,340.44,47.46,180.7375
1544,47.38,47.38,47.38,35.9,48.03,35.9,35.9,336.52,47.38,177.8425
1545,40.04,40.04,40.04,35.1,45.61,35.1,35.1,210.01,40.04,163.1425
1546,33.13,33.13,33.13,34.68,40.92,34.68,34.68,259.02,33.13,146.0
1547,29.79,29.79,29.79,36.03,38.53,36.03,36.03,268.05,29.79,141.66
1548,28.65,28.65,28.65,35.0,37.43,35.0,35.0,279.0,28.65,130.82
1549,28.62,28.62,28.62,32.64,37.62,32.64,32.64,249.18,28.62,127.9975
1550,28.9,28.9,28.9,31.67,36.9,31.67,31.67,246.29,28.9,131.2175
1551,28.66,28.66,28.66,29.06,38.57,29.06,29.06,281.41,28.66,130.8325
1552,29.37,29.37,29.37,29.8,40.27,29.8,29.8,308.1,29.37,137.7925
1553,36.88,36.88,36.88,35.0,48.64,35.0,35.0,385.16,36.88,158.5475
1554,43.7,43.7,43.7,37.3,56.02,37.3,37.3,435.08,43.7,173.9975
1555,43.9,43.9,43.9,38.04,58.87,38.04,38.04,454.28,43.9,173.02
1556,40.38,40.38,40.38,35.46,54.97,35.46,35.46,436.35,40.38,152.49
1557,28.96,28.96,28.96,31.71,48.89,31.71,31.71,412.02,28.96,137.0
1558,29.55,29.55,29.55,30.5,49.68,30.5,30.5,412.02,29.55,118.3575
1559,27.49,27.49,27.49,28.54,45.03,28.54,28.54,411.65,27.49,107.9375
1560,25.05,25.05,25.05,31.01,45.25,31.01,31.01,377.56,25.05,102.855
1561,23.81,23.81,23.81,25.5,41.75,25.5,25.5,369.83,23.81,85.0075
1562,21.16,21.16,21.16,24.51,41.65,24.51,24.51,368.94,21.16,71.5525
1563,17.97,17.97,17.97,24.03,43.44,24.03,24.03,359.21,17.97,68.4475
1564,21.8,21.8,21.8,24.47,42.13,24.47,24.47,361.71,21.8,69.585
1565,23.17,23.17,23.17,24.41,43.85,24.41,24.41,397.23,23.17,85.4675
1566,31.58,31.58,31.58,26.25,45.24,26.25,26.25,465.77,31.58,104.605
1567,39.91,39.91,39.91,30.4,44.37,30.4,30.4,512.36,39.91,127.0
1568,39.4,39.4,39.4,33.58,39.58,33.58,33.58,515.01,39.4,129.9375
1569,32.39,32.39,32.39,35.0,37.58,35.0,35.0,483.0,32.39,112.6475
1570,28.35,28.35,28.35,30.4,38.13,30.4,30.4,390.61,28.35,96.17
1571,28.54,28.54,28.54,28.1,38.79,28.1,28.1,341.84,28.54,95.5275
1572,28.22,28.22,28.22,26.08,38.55,26.08,26.08,340.22,28.22,94.2325
1573,25.63,25.63,25.63,25.06,37.52,25.06,25.06,320.8,25.63,94.0625
1574,27.62,27.62,27.62,24.94,38.11,24.94,24.94,312.82,27.62,89.97
1575,27.54,27.54,27.54,25.0,40.0,25.0,25.0,351.54,27.54,110.2625
1576,28.24,28.24,28.24,29.54,42.4,29.54,29.54,400.0,28.24,115.2575
1577,34.06,34.06,34.06,35.79,47.67,35.79,35.79,450.39,34.06,136.1475
1578,43.95,43.95,43.95,38.8,55.84,38.8,38.8,507.54,43.95,162.0075
1579,45.01,45.01,45.01,39.95,60.91,39.95,39.95,522.91,45.01,139.835
1580,39.76,39.76,39.76,35.0,56.77,35.0,35.0,475.0,39.76,156.78
1581,27.12,27.12,27.12,27.17,54.27,27.17,27.17,434.97,27.12,130.06
1582,29.25,29.25,29.25,28.24,53.0,28.24,28.24,415.42,29.25,121.2425
1583,7.01,7.01,7.01,24.9,48.99,24.9,24.9,367.72,7.01,114.9375
1584,12.49,12.49,12.49,20.8,47.3,20.8,20.8,456.05,12.49,116.115
1585,-2.47,-2.47,-2.47,16.82,45.5,16.82,16.82,449.5,-2.47,110.3425
1586,-4.97,-4.97,-4.97,12.22,44.48,12.22,12.22,449.5,-4.97,110.1375
1587,-1.71,-1.71,-1.71,9.24,43.02,9.24,9.24,424.88,-1.71,109.2425
1588,0.76,0.76,0.76,8.74,45.0,8.74,8.74,437.51,0.76,112.1725
1589,19.94,19.94,19.94,8.93,50.06,8.93,8.93,457.57,19.94,121.6075
1590,25.78,25.78,25.78,8.67,63.92,8.67,8.67,622.3,25.78,138.5825
1591,36.05,36.05,36.05,9.78,79.27,9.78,9.78,690.0,36.05,156.5625
1592,32.34,32.34,32.34,9.66,86.66,9.66,9.66,650.0,32.34,170.295
1593,25.06,25.06,25.06,9.38,67.9,9.38,9.38,541.51,25.06,162.45
1594,22.96,22.96,22.96,9.73,59.34,9.73,9.73,353.31,22.96,156.67
1595,25.61,25.61,25.61,9.4,57.73,9.4,9.4,333.83,25.61,150.68
1596,23.35,23.35,23.35,8.93,55.77,8.93,8.93,316.52,23.35,143.8125
1597,23.48,23.48,23.48,8.43,54.48,8.43,8.43,294.77,23.48,139.72
1598,25.38,25.38,25.38,8.77,54.15,8.77,8.77,310.6,25.38,138.5475
1599,33.71,33.71,33.71,11.01,55.41,11.01,11.01,366.99,33.71,138.5675
1600,38.34,38.34,38.34,19.19,58.64,19.19,19.19,514.31,38.34,139.29
1601,43.07,43.07,43.07,25.71,70.0,25.71,25.71,603.08,43.07,154.02
1602,48.72,48.72,48.72,31.97,100.87,31.97,31.97,674.93,48.72,169.05
1603,50.95,50.95,50.95,34.86,103.71,34.86,34.86,700.0,50.95,163.0825
1604,44.04,44.04,44.04,34.02,66.18,34.02,34.02,619.92,44.04,149.8025
1605,40.57,40.57,40.57,31.9,59.16,31.9,31.9,542.9,40.57,141.265
1606,39.24,39.24,39.24,31.99,56.87,31.99,31.99,492.05,39.24,137.565
1607,30.61,30.61,30.61,30.41,53.14,30.41,30.41,399.73,30.61,120.5025
1608,27.67,27.67,27.67,25.02,47.52,25.02,25.02,430.07,27.67,117.7175
1609,15.4,15.4,15.4,25.0,46.66,25.0,25.0,408.91,15.4,114.5125
1610,4.24,4.24,4.24,25.09,43.77,25.09,25.09,418.38,4.24,111.2175
1611,0.07,0.07,0.07,24.77,43.09,24.77,24.77,420.03,0.07,105.38
1612,0.06,0.06,0.06,24.47,43.59,24.47,24.47,420.03,0.06,105.1225
1613,0.03,0.03,0.03,25.3,48.26,25.3,25.3,440.0,0.03,115.115
1614,-0.04,-0.04,-0.04,37.1,61.7,37.1,37.1,523.76,-0.04,135.7625
1615,0.13,0.13,0.13,46.99,73.4,46.99,46.99,579.45,0.13,155.405
1616,10.05,10.05,10.05,50.27,81.35,50.27,50.27,554.76,10.05,163.1475
1617,8.54,8.54,8.54,45.65,72.55,45.65,45.65,449.99,8.54,155.435
1618,7.83,7.83,7.83,40.44,63.02,40.44,40.44,389.0,7.83,143.7475
1619,11.03,11.03,11.03,40.35,59.7,40.35,40.35,350.83,11.03,139.62
1620,0.74,0.74,0.74,36.88,57.94,36.88,36.88,305.11,0.74,129.0
1621,0.04,0.04,0.04,35.49,56.47,35.49,35.49,316.75,0.04,122.81
1622,-0.08,-0.08,-0.08,33.75,56.49,33.75,33.75,341.86,-0.08,124.495
1623,-0.82,-0.82,-0.82,36.75,57.39,36.75,36.75,382.44,-0.82,125.5375
1624,0.08,0.08,0.08,39.3,57.05,39.3,39.3,425.09,0.08,131.79
1625,10.96,10.96,10.96,46.35,65.0,46.35,46.35,529.43,10.96,146.6725
1626,22.8,22.8,22.8,54.57,90.16,54.57,54.57,574.93,22.8,159.7525
1627,25.08,25.08,25.08,58.98,93.3,58.98,58.98,605.0,25.08,155.9525
1628,21.62,21.62,21.62,40.5,70.0,40.5,40.5,528.03,21.62,144.35
1629,11.96,11.96,11.96,35.98,61.7,35.98,35.98,448.75,11.96,129.7875
1630,13.37,13.37,13.37,34.97,58.3,34.97,34.97,449.06,13.37,121.47
1631,0.72,0.72,0.72,26.75,53.57,26.75,26.75,418.45,0.72,106.215
1632,-23.04,-23.04,-23.04,24.06,55.57,24.06,24.06,350.0,-23.04,103.325
1633,-11.15,-11.15,-11.15,23.7,53.05,23.7,23.7,320.0,-11.15,97.495
1634,-12.55,-12.55,-12.55,21.77,50.03,21.77,21.77,321.59,-12.55,95.625
1635,-2.89,-2.89,-2.89,15.91,49.04,15.91,15.91,310.09,-2.89,94.765
1636,-2.6,-2.6,-2.6,13.06,49.0,13.06,13.06,310.07,-2.6,94.85
1637,-0.86,-0.86,-0.86,15.8,53.08,15.8,15.8,335.01,-0.86,100.5075
1638,4.97,4.97,4.97,24.23,58.9,24.23,24.23,414.66,4.97,122.0675
1639,19.32,19.32,19.32,29.0,69.9,29.0,29.0,436.06,19.32,136.0475
1640,26.24,26.24,26.24,30.19,68.08,30.19,30.19,421.17,26.24,138.77
1641,28.97,28.97,28.97,31.08,58.48,31.08,31.08,311.99,28.97,127.88
1642,27.12,27.12,27.12,30.1,50.95,30.1,30.1,240.33,27.12,125.47
1643,32.46,32.46,32.46,31.77,50.39,31.77,31.77,199.82,32.46,118.1775
1644,31.01,31.01,31.01,30.55,47.26,30.55,30.55,171.7,31.01,110.7725
1645,27.84,27.84,27.84,30.0,45.98,30.0,30.0,150.01,27.84,106.1775
1646,23.06,23.06,23.06,29.69,45.77,29.69,29.69,162.66,23.06,103.025
1647,23.07,23.07,23.07,24.84,47.1,24.84,24.84,199.85,23.07,106.85
1648,23.79,23.79,23.79,22.64,49.03,22.64,22.64,276.58,23.79,111.5975
1649,29.17,29.17,29.17,24.27,55.1,24.27,24.27,379.95,29.17,128.0475
1650,31.01,31.01,31.01,28.17,58.51,28.17,28.17,412.4,31.01,134.15
1651,40.92,40.92,40.92,27.37,56.88,27.37,27.37,326.39,40.92,122.5275
1652,29.91,29.91,29.91,24.04,45.04,24.04,24.04,179.01,29.91,115.0025
1653,24.89,24.89,24.89,11.79,41.36,11.79,11.79,173.6,24.89,109.0
1654,26.63,26.63,26.63,9.03,37.11,9.03,9.03,172.74,26.63,95.545
1655,22.92,22.92,22.92,4.93,24.12,4.93,4.93,123.93,22.92,78.365
1656,21.8,21.8,21.8,-0.05,17.8,-0.05,-0.05,88.96,21.8,83.2
1657,19.81,19.81,19.81,0.07,0.1,0.07,0.07,91.02,19.81,79.245
1658,22.02,22.02,22.02,0.1,0.01,0.1,0.1,88.93,22.02,79.005
1659,16.21,16.21,16.21,0.13,0.0,0.13,0.13,97.03,16.21,83.9325
1660,18.22,18.22,18.22,5.58,0.03,5.58,5.58,91.15,18.22,92.09
1661,24.4,24.4,24.4,21.13,14.95,21.13,21.13,109.92,24.4,103.085
1662,39.45,39.45,39.45,26.87,24.97,26.87,26.87,172.57,39.45,103.69
1663,47.96,47.96,47.96,33.94,37.9,33.94,33.94,185.06,47.96,112.675
1664,48.06,48.06,48.06,37.17,39.83,37.17,37.17,112.35,48.06,111.6025
1665,46.84,46.84,46.84,34.27,38.28,34.27,34.27,67.3,46.84,105.0
1666,45.31,45.31,45.31,33.07,35.84,33.07,33.07,23.07,45.31,92.7125
1667,42.66,42.66,42.66,29.2,35.76,29.2,29.2,15.52,42.66,88.01
1668,39.95,39.95,39.95,25.97,37.88,25.97,25.97,10.1,39.95,82.395
1669,38.69,38.69,38.69,24.06,30.27,24.06,24.06,0.1,38.69,73.695
1670,36.9,36.9,36.9,23.73,26.21,23.73,23.73,0.08,36.9,73.685
1671,37.11,37.11,37.11,24.9,30.77,24.9,24.9,10.04,37.11,85.4075
1672,39.0,39.0,39.0,26.66,34.09,26.66,26.66,23.87,39.0,108.66
1673,46.28,46.28,46.28,33.8,38.97,33.8,33.8,118.86,46.28,127.7225
1674,50.29,50.29,50.29,37.0,48.33,37.0,37.0,170.06,50.29,142.14
1675,57.9,57.9,57.9,37.99,55.93,37.99,37.99,151.98,57.9,140.565
1676,50.06,50.06,50.06,28.1,39.98,28.1,28.1,84.48,50.06,131.9525
1677,47.52,47.52,47.52,24.39,31.23,24.39,24.39,69.77,47.52,123.345
1678,47.61,47.61,47.61,23.84,27.08,23.84,23.84,81.05,47.61,118.9
1679,44.01,44.01,44.01,12.58,12.13,12.58,12.58,67.27,44.01,112.36
1680,40.98,40.98,40.98,7.37,17.61,7.37,7.37,68.93,40.98,106.265
1681,38.97,38.97,38.97,1.79,15.8,1.79,1.79,69.07,38.97,99.3425
1682,36.91,36.91,36.91,0.06,4.59,0.06,0.06,72.97,36.91,98.9175
1683,35.0,35.0,35.0,0.01,4.58,0.01,0.01,72.99,35.0,97.035
1684,32.92,32.92,32.92,-1.58,10.71,-1.58,-1.58,72.93,32.92,94.195
1685,36.3,36.3,36.3,0.13,21.02,0.13,0.13,73.11,36.3,94.15
1686,46.83,46.83,46.83,10.64,32.63,10.64,10.64,89.05,46.83,96.0025
1687,52.05,52.05,52.05,19.98,39.95,19.98,19.98,87.52,52.05,101.5575
1688,51.37,51.37,51.37,18.05,36.33,18.05,18.05,79.07,51.37,108.33
1689,48.02,48.02,48.02,9.18,24.12,9.18,9.18,78.9,48.02,105.0575
1690,43.81,43.81,43.81,-0.01,0.07,-0.01,-0.01,72.95,43.81,102.4775
1691,38.72,38.72,38.72,-0.05,0.01,-0.05,-0.05,67.84,38.72,91.6825
1692,35.82,35.82,35.82,0.03,-5.09,0.03,0.03,72.91,35.82,85.645
1693,31.76,31.76,31.76,0.56,-1.14,0.56,0.56,68.95,31.76,78.2175
1694,31.06,31.06,31.06,0.08,0.09,0.08,0.08,80.07,31.06,78.2425
1695,32.93,32.93,32.93,12.73,25.35,12.73,12.73,118.95,32.93,82.01
1696,35.26,35.26,35.26,23.6,28.21,23.6,23.6,189.3,35.26,93.0275
1697,40.06,40.06,40.06,27.45,39.99,27.45,27.45,287.3,40.06,103.7
1698,44.02,44.02,44.02,37.0,50.58,37.0,37.0,323.3,44.02,119.6575
1699,41.57,41.57,41.57,39.63,52.84,39.63,39.63,235.0,41.57,127.7675
1700,33.01,33.01,33.01,31.76,37.95,31.76,31.76,173.0,33.01,105.7575
1701,26.49,26.49,26.49,24.5,31.56,24.5,24.5,176.5,26.49,99.5775
1702,23.87,23.87,23.87,23.26,34.3,23.26,23.26,182.51,23.87,96.0025
1703,0.36,0.36,0.36,7.5,32.81,7.5,7.5,168.88,0.36,85.2725
1704,7.07,7.07,7.07,7.59,26.61,7.59,7.59,160.1,7.07,86.595
1705,0.06,0.06,0.06,6.99,24.58,6.99,6.99,150.01,0.06,27.535
1706,-0.07,-0.07,-0.07,2.48,20.73,2.48,2.48,124.27,-0.07,38.3575
1707,2.45,2.45,2.45,2.95,17.32,2.95,2.95,102.54,2.45,25.72
1708,8.09,8.09,8.09,2.58,18.23,2.58,2.58,130.25,8.09,19.46
1709,19.17,19.17,19.17,7.96,17.4,7.96,7.96,120.7,19.17,35.2125
1710,25.91,25.91,25.91,21.83,22.84,21.83,21.83,100.05,25.91,81.69
1711,36.48,36.48,36.48,24.94,17.15,24.94,24.94,90.92,36.48,96.37
1712,26.0,26.0,26.0,13.99,4.07,13.99,13.99,77.49,26.0,89.5075
1713,18.5,18.5,18.5,4.02,2.95,4.02,4.02,72.82,18.5,88.475
1714,2.28,2.28,2.28,0.09,0.08,0.09,0.09,56.15,2.28,79.8425
1715,8.24,8.24,8.24,10.69,0.0,10.69,10.69,30.07,8.24,66.2675
1716,10.8,10.8,10.8,4.08,-3.17,4.08,4.08,24.76,10.8,28.8175
1717,5.23,5.23,5.23,0.12,-8.66,0.12,0.12,8.55,5.23,18.51
1718,13.97,13.97,13.97,0.01,-8.74,0.01,0.01,10.05,13.97,18.425
1719,20.07,20.07,20.07,4.68,-4.7,4.68,4.68,30.07,20.07,19.0
1720,23.83,23.83,23.83,21.37,-0.99,21.37,21.37,104.03,23.83,22.66
1721,30.62,30.62,30.62,32.65,16.1,32.65,32.65,212.12,30.62,69.035
1722,35.55,35.55,35.55,37.7,32.5,37.7,37.7,234.21,35.55,87.95
1723,39.91,39.91,39.91,42.5,42.63,42.5,42.5,199.9,39.91,87.9
1724,30.25,30.25,30.25,38.41,24.94,38.41,38.41,170.08,30.25,90.7025
1725,25.52,25.52,25.52,36.93,4.38,36.93,36.93,163.12,25.52,56.9875
1726,24.3,24.3,24.3,36.99,20.02,36.99,36.99,190.67,24.3,48.185
1727,18.9,18.9,18.9,35.35,-0.01,35.35,35.35,199.42,18.9,29.1325
1728,24.17,24.17,24.17,34.29,-4.92,34.29,34.29,205.9,24.17,13.765
1729,22.25,22.25,22.25,32.04,-2.94,32.04,32.04,204.44,22.25,8.115
1730,20.37,20.37,20.37,31.43,-0.1,31.43,31.43,211.64,20.37,4.965
1731,20.5,20.5,20.5,29.05,-1.06,29.05,29.05,207.03,20.5,4.53
1732,22.33,22.33,22.33,29.27,-0.08,29.27,29.27,219.91,22.33,5.2325
1733,27.08,27.08,27.08,31.15,-0.02,31.15,31.15,230.06,27.08,23.965
1734,37.69,37.69,37.69,34.61,-0.1,34.61,34.61,301.92,37.69,45.065
1735,42.37,42.37,42.37,34.9,0.0,34.9,34.9,335.88,42.37,73.865
1736,42.6,42.6,42.6,34.83,4.66,34.83,34.83,344.24,42.6,78.6275
1737,38.56,38.56,38.56,34.94,19.91,34.94,34.94,300.83,38.56,62.9475
1738,40.32,40.32,40.32,29.13,14.15,29.13,29.13,265.91,40.32,62.7425
1739,39.29,39.29,39.29,26.96,9.97,26.96,26.96,258.34,39.29,62.7375
1740,39.26,39.26,39.26,26.01,8.51,26.01,26.01,240.57,39.26,48.22
1741,38.67,38.67,38.67,23.81,-0.01,23.81,23.81,224.25,38.67,40.6025
1742,37.79,37.79,37.79,22.62,-0.02,22.62,22.62,218.34,37.79,39.625
1743,34.85,34.85,34.85,24.87,0.13,24.87,24.87,269.8,34.85,57.4325
1744,31.11,31.11,31.11,25.8,17.2,25.8,25.8,293.02,31.11,72.79
1745,34.62,34.62,34.62,34.82,28.86,34.82,34.82,346.5,34.62,95.3425
1746,37.58,37.58,37.58,37.17,49.51,37.17,37.17,390.01,37.58,114.1225
1747,39.13,39.13,39.13,38.53,57.28,38.53,38.53,435.42,39.13,137.745
1748,33.6,33.6,33.6,32.79,45.26,32.79,32.79,365.26,33.6,127.215
1749,29.79,29.79,29.79,27.42,43.76,27.42,27.42,322.7,29.79,109.405
